Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Russell Westbrook (16996840),Russell Westbrook,16996840,PG/G/UTIL,10900,WAS@PHO 04/10/2021 10:00PM ET,WAS,55.24
PG,James Harden (16996843),James Harden,16996843,PG/G/UTIL,10700,LAL@BKN 04/10/2021 08:30PM ET,BKN,56.62
PG/SG,Kyrie Irving (16996846),Kyrie Irving,16996846,PG/SG/G/UTIL,10400,LAL@BKN 04/10/2021 08:30PM ET,BKN,47.31
PG,Stephen Curry (16996850),Stephen Curry,16996850,PG/G/UTIL,10100,HOU@GS 04/10/2021 10:00PM ET,GS,49.40
C,Joel Embiid (16996853),Joel Embiid,16996853,C/UTIL,10000,PHI@OKC 04/10/2021 09:00PM ET,PHI,52.91
PG,LeBron James (16996855),LeBron James,16996855,PG/G/UTIL,9500,LAL@BKN 04/10/2021 08:30PM ET,LAL,50.71
PG,Damian Lillard (16996858),Damian Lillard,16996858,PG/G/UTIL,9400,DET@POR 04/10/2021 10:00PM ET,POR,49.10
PG,De'Aaron Fox (16996861),De'Aaron Fox,16996861,PG/G/UTIL,9200,SAC@UTA 04/10/2021 09:00PM ET,SAC,42.96
PF,Kevin Durant (16996864),Kevin Durant,16996864,PF/F/UTIL,9100,LAL@BKN 04/10/2021 08:30PM ET,BKN,49.42
SG,Bradley Beal (16996867),Bradley Beal,16996867,SG/G/UTIL,9000,WAS@PHO 04/10/2021 10:00PM ET,WAS,46.85
SG,Devin Booker (16996870),Devin Booker,16996870,SG/G/UTIL,8900,WAS@PHO 04/10/2021 10:00PM ET,PHO,39.49
PG/SG,Donovan Mitchell (16996873),Donovan Mitchell,16996873,PG/SG/G/UTIL,8800,SAC@UTA 04/10/2021 09:00PM ET,UTA,42.50
C,Anthony Davis (16996877),Anthony Davis,16996877,C/UTIL,8700,LAL@BKN 04/10/2021 08:30PM ET,LAL,43.75
PF/C,Pascal Siakam (16996879),Pascal Siakam,16996879,PF/C/F/UTIL,8400,TOR@CLE 04/10/2021 07:30PM ET,TOR,40.22
C,Christian Wood (16996883),Christian Wood,16996883,C/UTIL,8300,HOU@GS 04/10/2021 10:00PM ET,HOU,39.99
PG/SF,Ben Simmons (16996885),Ben Simmons,16996885,PG/SF/F/G/UTIL,8200,PHI@OKC 04/10/2021 09:00PM ET,PHI,39.12
SF/PF,Tobias Harris (16996890),Tobias Harris,16996890,SF/PF/F/UTIL,8100,PHI@OKC 04/10/2021 09:00PM ET,PHI,38.76
C,Rudy Gobert (16996894),Rudy Gobert,16996894,C/UTIL,8000,SAC@UTA 04/10/2021 09:00PM ET,UTA,40.37
PG,Chris Paul (16996896),Chris Paul,16996896,PG/G/UTIL,8000,WAS@PHO 04/10/2021 10:00PM ET,PHO,38.42
PG,John Wall (16996899),John Wall,16996899,PG/G/UTIL,7900,HOU@GS 04/10/2021 10:00PM ET,HOU,38.43
PG/SG,Fred VanVleet (16996902),Fred VanVleet,16996902,PG/SG/G/UTIL,7800,TOR@CLE 04/10/2021 07:30PM ET,TOR,40.08
PG/SG,CJ McCollum (16996906),CJ McCollum,16996906,PG/SG/G/UTIL,7700,DET@POR 04/10/2021 10:00PM ET,POR,40.12
C,Jarrett Allen (16996910),Jarrett Allen,16996910,C/UTIL,7700,TOR@CLE 04/10/2021 07:30PM ET,CLE,32.22
PF/C,Richaun Holmes (16996918),Richaun Holmes,16996918,PF/C/F/UTIL,7600,SAC@UTA 04/10/2021 09:00PM ET,SAC,32.78
PG/SG,Shai Gilgeous-Alexander (16996914),Shai Gilgeous-Alexander,16996914,PG/SG/G/UTIL,7600,PHI@OKC 04/10/2021 09:00PM ET,OKC,41
