Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Rondae Hollis-Jefferson (17161682),Rondae Hollis-Jefferson,17161682,PF/C/F/UTIL,3400,LAC@POR 04/20/2021 10:00PM ET,POR,8.67
PG,Patrick Beverley (17161690),Patrick Beverley,17161690,PG/G/UTIL,3400,LAC@POR 04/20/2021 10:00PM ET,LAC,19.28
PF/C,Jarred Vanderbilt (17161686),Jarred Vanderbilt,17161686,PF/C/F/UTIL,3400,MIN@SAC 04/20/2021 10:00PM ET,MIN,17.03
SF,Alize Johnson (17161693),Alize Johnson,17161693,SF/F/UTIL,3400,BKN@NO 04/20/2021 07:30PM ET,BKN,14.78
SF/PF,Wes Iwundu (17161696),Wes Iwundu,17161696,SF/PF/F/UTIL,3400,BKN@NO 04/20/2021 07:30PM ET,NO,6.87
SF/PF,Derrick Jones Jr. (17161709),Derrick Jones Jr.,17161709,SF/PF/F/UTIL,3300,LAC@POR 04/20/2021 10:00PM ET,POR,17.08
SG/SF,Terence Davis (17161700),Terence Davis,17161700,SG/SF/F/G/UTIL,3300,MIN@SAC 04/20/2021 10:00PM ET,SAC,13.41
PG/SG,Kira Lewis Jr. (17161705),Kira Lewis Jr.,17161705,PG/SG/G/UTIL,3300,BKN@NO 04/20/2021 07:30PM ET,NO,13.19
PG,Chasson Randle (17161721),Chasson Randle,17161721,PG/G/UTIL,3200,ORL@ATL 04/20/2021 07:30PM ET,ORL,11.24
SF/PF,Nassir Little (17161713),Nassir Little,17161713,SF/PF/F/UTIL,3200,LAC@POR 04/20/2021 10:00PM ET,POR,10.29
PF/C,Patrick Patterson (17161717),Patrick Patterson,17161717,PF/C/F/UTIL,3200,LAC@POR 04/20/2021 10:00PM ET,LAC,10.14
C,Onyeka Okongwu (17161727),Onyeka Okongwu,17161727,C/UTIL,3100,ORL@ATL 04/20/2021 07:30PM ET,ATL,9.87
SG/SF,Theo Pinson (17161729),Theo Pinson,17161729,SG/SF/F/G/UTIL,3100,CHA@NY 04/20/2021 07:30PM ET,NY,0.39
SF,Timothe Luwawu-Cabarrot (17161724),Timothe Luwawu-Cabarrot,17161724,SF/F/UTIL,3100,BKN@NO 04/20/2021 07:30PM ET,BKN,13.32
C,Nathan Knight (17161736),Nathan Knight,17161736,C/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ATL,7.54
C,Bruno Fernando (17161738),Bruno Fernando,17161738,C/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ATL,5.02
SF/PF,Tony Snell (17161756),Tony Snell,17161756,SF/PF/F/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ATL,11.75
PF/C,Donta Hall (17161784),Donta Hall,17161784,PF/C/F/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ORL,18.5
PG/SG,Kris Dunn (17161792),Kris Dunn,17161792,PG/SG/G/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ATL,0
PG,Devin Cannady (17161829),Devin Cannady,17161829,PG/G/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ORL,5.3
PG,Markelle Fultz (17161832),Markelle Fultz,17161832,PG/G/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ORL,26.66
PF,Robert Franks (17161841),Robert Franks,17161841,PF/F/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ORL,7.67
PF,Jonathan Isaac (17161844),Jonathan Isaac,17161844,PF/F/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ORL,0
SG,Skylar Mays (17161850),Skylar Mays,17161850,SG/G/UTIL,3000,ORL@ATL 04/20/2021 07:30PM ET,ATL,6.55
C,Nick Richards (17161740),Nick Richards,17161740,C/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,CHA,1.75
C,John Henson (17161746),John Henson,17161746,C/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,NY,0
C,Norvel Pelle (17161748),Norvel Pelle,17161748,C/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,NY,6.5
SF/PF,Kevin Knox II (17161760),Kevin Knox II,17161760,SF/PF/F/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,NY,8.38
PG/SG,Frank Ntilikina (17161804),Frank Ntilikina,17161804,PG/SG/G/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,NY,7.21
PG,Grant Riller (17161823),Grant Riller,17161823,PG/G/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,CHA,2.17
PG,Jared Harper (17161826),Jared Harper,17161826,PG/G/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,NY,0.25
PF,Obi Toppin (17161838),Obi Toppin,17161838,PF/F/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,NY,8.36
SG,Nate Darling (17161853),Nate Darling,17161853,SG/G/UTIL,3000,CHA@NY 04/20/2021 07:30PM ET,CHA,2.38
C,Daniel Oturu (17161734),Daniel Oturu,17161734,C/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,LAC,3.52
C,Harry Giles III (17161752),Harry Giles III,17161752,C/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,POR,9.82
C,Zach Collins (17161754),Zach Collins,17161754,C/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,POR,0
PF/C,TJ Leaf (17161780),TJ Leaf,17161780,PF/C/F/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,POR,0
PG/SG,Amir Coffey (17161788),Amir Coffey,17161788,PG/SG/G/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,LAC,5.18
SG/SF,CJ Elleby (17161818),CJ Elleby,17161818,SG/SF/F/G/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,POR,4.95
SG,Jay Scrubb (17161847),Jay Scrubb,17161847,SG/G/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,LAC,0
SG,Keljin Blevins (17161862),Keljin Blevins,17161862,SG/G/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,POR,1.5
SF,Malik Fitts (17161865),Malik Fitts,17161865,SF/F/UTIL,3000,LAC@POR 04/20/2021 10:00PM ET,LAC,2.42
C,Damian Jones (17161742),Damian Jones,17161742,C/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,SAC,7.03
C,Chris Silva (17161744),Chris Silva,17161744,C/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,SAC,5.88
C,Ed Davis (17161750),Ed Davis,17161750,C/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,MIN,12.24
SF/PF,Jake Layman (17161768),Jake Layman,17161768,SF/PF/F/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,MIN,10.30
PF/C,Chimezie Metu (17161772),Chimezie Metu,17161772,PF/C/F/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,SAC,9.53
PG/SG,Kyle Guy (17161796),Kyle Guy,17161796,PG/SG/G/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,SAC,5.96
PG/SG,Jahmi'us Ramsey (17161800),Jahmi'us Ramsey,17161800,PG/SG/G/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,SAC,3.1
SG/SF,Robert Woodard II (17161808),Robert Woodard II,17161808,SG/SF/F/G/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,SAC,3.25
SG/SF,Jarrett Culver (17161813),Jarrett Culver,17161813,SG/SF/F/G/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,MIN,11.53
SF,Justin James (17161868),Justin James,17161868,SF/F/UTIL,3000,MIN@SAC 04/20/2021 10:00PM ET,SAC,3.59
SF/PF,Wenyen Gabriel (17161764),Wenyen Gabriel,17161764,SF/PF/F/UTIL,3000,BKN@NO 04/20/2021 07:30PM ET,NO,3.44
PF/C,Reggie Perry (17161776),Reggie Perry,17161776,PF/C/F/UTIL,3000,BKN@NO 04/20/2021 07:30PM ET,BKN,9.52
PG,Tyler Johnson (17161835),Tyler Johnson,17161835,PG/G/UTIL,3000,BKN@NO 04/20/2021 07:30PM ET,BKN,10.32
SG,Spencer Dinwiddie (17161856),Spencer Dinwiddie,17161856,SG/G/UTIL,3000,BKN@NO 04/20/2021 07:30PM ET,BKN,18.08
SG,James Nunnally (17161859),James Nunnally,17161859,SG/G/UTIL,3000,BKN@NO 04/20/2021 07:30PM ET,NO,0
