team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,240,48,89,17,40,18,21,11,43,30,5,5,14,17
ATLANTA HAWKS,240,45,101,10,28,13,15,11,31,26,5,3,7,19
NEW YORK KNICKS,240,35,84,16,33,13,16,5,34,22,7,4,14,21
BOSTON CELTICS,240,36,86,15,40,14,20,16,37,22,6,7,17,14
NEW ORLEANS PELICANS,240,38,89,6,27,29,39,17,23,23,9,2,14,14
BROOKLYN NETS,240,51,92,19,41,18,22,10,35,37,10,8,17,31
SAN ANTONIO SPURS,240,38,91,6,24,14,21,11,31,23,11,4,14,19
DENVER NUGGETS,240,40,91,8,26,18,24,12,41,26,10,6,17,18
DALLAS MAVERICKS,240,33,87,10,39,17,22,11,35,16,4,5,9,15
HOUSTON ROCKETS,240,38,88,17,44,9,16,10,39,21,7,5,10,18
MINNESOTA TIMBERWOLVES,240,48,91,10,28,31,40,13,29,30,7,2,12,17
INDIANA PACERS,240,55,93,14,28,17,19,7,28,32,6,7,13,28
CHARLOTTE HORNETS,240,43,97,15,44,12,13,11,31,27,12,5,11,16
OKLAHOMA CITY THUNDER,240,37,85,16,41,12,17,11,35,29,4,5,22,11
WASHINGTON WIZARDS,240,49,85,19,36,14,16,5,32,35,7,3,13,18
ORLANDO MAGIC,240,44,93,12,31,16,23,11,28,22,11,3,11,16
UTAH JAZZ,265,46,103,11,44,10,15,7,38,14,6,4,13,23
PHOENIX SUNS,265,45,101,11,34,16,20,16,45,20,7,5,14,21
