team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,50,96,11,29,22,27,9,27,28,5,4,8,23
BOSTON CELTICS,240,49,96,16,36,26,29,10,34,32,5,5,11,26
MEMPHIS GRIZZLIES,240,48,89,17,35,6,9,11,34,32,9,5,23,21
CHARLOTTE HORNETS,240,43,87,16,36,15,19,7,27,27,8,5,15,12
LOS ANGELES CLIPPERS,240,38,98,10,33,7,14,11,42,17,3,3,13,21
HOUSTON ROCKETS,240,33,86,14,42,22,27,9,44,12,7,6,10,17
GOLDEN STATE WARRIORS,240,36,89,9,35,13,17,10,23,29,8,7,17,14
LOS ANGELES LAKERS,240,48,89,9,20,15,18,13,38,31,8,6,19,18
SAN ANTONIO SPURS,240,44,90,3,17,23,29,10,34,24,4,4,11,23
MINNESOTA TIMBERWOLVES,240,45,91,11,34,28,34,13,37,25,11,4,10,25
PHILADELPHIA 76ERS,240,40,91,8,30,9,13,8,39,25,5,5,15,27
ORLANDO MAGIC,240,38,86,10,32,26,34,9,39,27,6,2,13,22
TORONTO RAPTORS,240,42,92,14,32,16,17,14,36,20,4,9,12,20
PORTLAND TRAIL BLAZERS,240,38,96,17,48,13,16,11,32,24,3,7,12,16
