team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,38,80,12,31,17,21,10,43,22,11,7,16,28
BOSTON CELTICS,240,25,84,7,46,18,29,14,29,15,10,2,17,22
CHICAGO BULLS,240,43,85,7,25,24,33,5,42,32,14,6,13,23
DALLAS MAVERICKS,240,41,93,8,31,11,19,12,35,18,6,2,16,23
UTAH JAZZ,240,39,76,15,37,16,28,7,29,24,7,6,13,21
DENVER NUGGETS,240,40,100,14,37,11,15,23,29,25,6,6,9,23
INDIANA PACERS,240,37,89,11,38,11,16,6,27,28,13,2,16,19
LOS ANGELES CLIPPERS,240,48,87,19,39,14,20,9,43,27,4,3,16,19
NEW ORLEANS PELICANS,240,45,85,11,22,27,34,14,34,24,5,1,13,15
SACRAMENTO KINGS,240,47,91,13,39,16,18,8,25,23,7,7,10,24
