team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,49,97,13,32,12,14,12,29,22,10,6,10,25
BROOKLYN NETS,240,39,80,17,42,22,29,8,32,29,5,6,18,19
UTAH JAZZ,240,48,87,26,50,16,18,6,38,32,5,9,16,19
CHARLOTTE HORNETS,240,48,104,11,35,14,17,14,26,26,9,2,7,17
MILWAUKEE BUCKS,240,50,97,7,22,16,22,13,41,28,6,7,11,18
CLEVELAND CAVALIERS,240,41,92,11,32,12,16,6,30,23,7,9,11,19
NEW ORLEANS PELICANS,240,41,76,13,25,19,26,11,39,23,5,6,19,17
INDIANA PACERS,240,41,93,20,42,11,16,10,27,31,9,6,10,21
BOSTON CELTICS,240,43,90,16,38,17,21,9,25,21,8,1,6,16
LOS ANGELES CLIPPERS,240,42,81,14,32,17,21,10,37,26,5,4,16,17
WASHINGTON WIZARDS,240,33,89,8,33,21,24,12,28,19,7,9,17,20
MIAMI HEAT,240,43,86,16,36,20,23,9,39,27,9,7,16,20
MINNESOTA TIMBERWOLVES,240,41,94,16,40,8,9,10,33,27,10,4,15,15
OKLAHOMA CITY THUNDER,240,39,85,13,34,12,17,8,36,28,10,7,17,7
CHICAGO BULLS,240,46,96,9,30,18,20,10,30,27,9,5,8,22
ORLANDO MAGIC,240,42,81,11,27,28,37,10,39,27,5,2,15,22
DETROIT PISTONS,240,34,91,7,36,17,28,17,28,20,8,6,13,16
PHOENIX SUNS,240,42,85,12,32,13,16,10,40,26,7,3,21,26
