team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,35,89,15,46,27,29,8,32,26,8,6,8,22
BOSTON CELTICS,240,42,82,9,22,25,29,7,38,24,3,6,11,20
PHOENIX SUNS,240,44,88,6,22,12,15,3,27,35,11,4,7,11
CHICAGO BULLS,240,39,78,12,31,7,10,6,35,25,2,4,17,16
SACRAMENTO KINGS,240,37,89,7,32,29,41,14,35,24,5,6,10,25
DETROIT PISTONS,240,37,82,12,33,21,32,10,35,20,6,6,11,25
CHARLOTTE HORNETS,240,41,89,17,41,22,32,13,25,27,11,1,20,23
GOLDEN STATE WARRIORS,240,48,79,11,24,23,25,4,33,38,10,3,23,19
PORTLAND TRAIL BLAZERS,240,32,83,11,37,18,20,10,35,19,5,5,15,21
LOS ANGELES LAKERS,240,37,88,7,27,21,28,15,37,25,9,7,9,23
LOS ANGELES CLIPPERS,240,44,80,14,35,17,18,4,43,34,6,8,17,19
MEMPHIS GRIZZLIES,240,39,97,9,28,12,16,8,29,24,10,4,9,14
UTAH JAZZ,240,40,94,15,46,21,23,9,27,24,9,3,9,21
MIAMI HEAT,240,44,86,14,31,22,25,11,39,24,5,1,15,21
ATLANTA HAWKS,240,43,97,12,40,11,17,19,35,21,6,5,10,13
OKLAHOMA CITY THUNDER,240,46,88,16,42,10,16,5,34,31,6,2,10,17
HOUSTON ROCKETS,240,39,91,16,47,17,20,7,30,23,4,5,11,24
TORONTO RAPTORS,240,40,89,16,41,26,27,11,37,29,6,8,12,20
