team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,38,82,10,25,23,34,12,35,21,2,6,11,12
CHICAGO BULLS,240,42,93,14,37,12,15,14,36,28,8,2,9,23
CLEVELAND CAVALIERS,240,48,96,9,24,10,13,11,34,25,9,6,13,21
DETROIT PISTONS,240,38,84,12,35,12,17,9,28,18,8,7,17,20
ORLANDO MAGIC,240,33,89,11,37,15,19,11,30,23,7,6,5,13
MIAMI HEAT,240,42,79,14,28,15,16,3,38,31,2,9,10,18
SACRAMENTO KINGS,265,44,88,18,40,27,34,9,35,27,6,8,15,27
MINNESOTA TIMBERWOLVES,265,43,89,23,46,20,33,10,35,29,7,8,20,27
DALLAS MAVERICKS,240,41,99,19,51,6,9,12,44,21,3,3,7,16
OKLAHOMA CITY THUNDER,240,34,86,12,30,17,19,6,42,23,2,4,8,11
HOUSTON ROCKETS,240,38,81,15,40,35,49,6,34,14,11,4,15,25
UTAH JAZZ,240,43,85,12,42,19,26,2,36,24,7,3,17,33
