team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,43,79,19,39,20,27,7,37,31,12,11,7,18
DETROIT PISTONS,240,29,82,9,28,14,20,12,31,20,4,4,14,20
CLEVELAND CAVALIERS,240,35,74,10,31,21,25,5,30,25,7,4,15,15
MIAMI HEAT,240,44,82,15,38,12,16,4,33,35,6,3,11,20
MINNESOTA TIMBERWOLVES,240,35,78,12,36,31,36,6,30,17,7,5,9,24
PHILADELPHIA 76ERS,240,41,81,12,28,28,37,8,34,26,7,7,12,24
OKLAHOMA CITY THUNDER,240,30,85,8,34,17,24,12,34,17,4,6,22,21
PORTLAND TRAIL BLAZERS,240,51,104,20,46,11,14,15,41,25,13,3,9,18
MILWAUKEE BUCKS,240,50,93,11,31,18,20,12,35,31,10,3,13,15
SACRAMENTO KINGS,240,49,99,17,39,13,13,12,28,31,7,4,12,17
INDIANA PACERS,265,52,94,12,29,23,26,11,33,27,10,6,13,22
SAN ANTONIO SPURS,265,48,99,10,29,27,32,18,28,22,6,6,17,21
ORLANDO MAGIC,240,32,87,2,23,25,31,9,30,11,5,4,10,14
UTAH JAZZ,240,51,92,26,55,9,12,7,43,34,10,6,11,25
DALLAS MAVERICKS,240,40,90,10,30,19,24,14,36,17,7,4,7,22
WASHINGTON WIZARDS,240,35,86,5,25,12,15,9,35,12,4,3,14,21
