team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,36,84,5,31,24,33,13,43,21,14,9,22,24
ATLANTA HAWKS,240,31,86,12,42,22,25,8,34,18,8,5,19,27
PHILADELPHIA 76ERS,240,37,86,5,26,10,17,7,31,19,9,13,16,20
BROOKLYN NETS,240,43,94,9,24,14,18,12,39,22,9,1,16,23
NEW YORK KNICKS,240,44,94,8,32,9,10,14,33,20,9,2,11,19
DENVER NUGGETS,240,44,94,10,28,13,19,17,31,27,5,6,9,9
SACRAMENTO KINGS,240,38,63,10,22,14,16,4,34,27,9,3,27,20
GOLDEN STATE WARRIORS,240,30,76,6,25,13,18,7,18,24,14,1,20,17
CHARLOTTE HORNETS,240,28,91,5,32,24,35,17,39,18,4,5,10,21
INDIANA PACERS,240,40,88,10,35,17,20,8,43,30,6,9,9,25
ORLANDO MAGIC,240,46,89,17,34,21,26,8,31,32,8,2,9,15
NEW ORLEANS PELICANS,240,47,88,19,43,6,12,11,29,34,6,7,17,21
