team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,33,86,11,34,19,27,9,32,17,6,3,15,18
BROOKLYN NETS,240,52,93,14,36,12,16,8,43,31,11,5,12,22
MINNESOTA TIMBERWOLVES,240,42,91,11,34,21,27,10,32,24,8,4,14,31
DENVER NUGGETS,240,41,79,8,25,33,45,10,32,22,9,2,14,27
SAN ANTONIO SPURS,240,44,96,20,40,8,11,11,33,23,9,3,10,13
LOS ANGELES CLIPPERS,240,43,86,15,35,12,13,7,38,29,6,7,13,16
LOS ANGELES LAKERS,240,38,87,9,31,9,11,9,43,24,7,8,17,14
MEMPHIS GRIZZLIES,240,36,87,10,26,10,13,5,33,24,14,4,13,14
CHICAGO BULLS,240,40,91,16,41,15,18,11,41,27,5,5,15,19
PORTLAND TRAIL BLAZERS,240,39,94,19,51,11,17,10,36,23,8,3,11,16
