team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,41,87,9,26,18,20,4,43,23,6,6,20,25
BROOKLYN NETS,240,44,97,15,37,19,29,11,37,30,11,7,12,17
DALLAS MAVERICKS,265,42,87,16,40,24,31,7,37,27,12,7,13,21
DENVER NUGGETS,265,43,97,15,44,16,21,9,38,25,8,1,13,27
SAN ANTONIO SPURS,240,43,92,16,35,16,17,6,34,28,4,3,6,15
LOS ANGELES LAKERS,240,43,86,10,30,13,21,9,39,21,2,4,13,20
CLEVELAND CAVALIERS,240,36,79,13,30,9,16,7,30,24,11,3,15,14
MEMPHIS GRIZZLIES,240,36,83,11,31,7,8,11,37,27,13,6,18,17
MINNESOTA TIMBERWOLVES,240,39,93,14,41,25,33,15,33,24,11,4,16,19
PORTLAND TRAIL BLAZERS,240,49,90,18,41,19,23,6,38,25,10,6,15,23
