team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,35,81,10,32,18,21,7,35,24,8,8,13,20
CHICAGO BULLS,240,31,79,8,37,11,14,8,35,23,6,4,19,21
MILWAUKEE BUCKS,240,44,87,10,36,18,24,12,41,26,8,8,15,22
CHARLOTTE HORNETS,240,32,86,14,39,25,30,8,31,24,6,3,13,22
MEMPHIS GRIZZLIES,240,43,79,11,22,28,31,8,41,27,6,4,14,23
DETROIT PISTONS,240,39,91,11,32,23,31,10,27,23,8,1,7,23
INDIANA PACERS,240,50,87,17,28,12,13,5,31,35,15,4,10,20
GOLDEN STATE WARRIORS,240,40,82,19,39,19,23,7,31,31,6,3,20,16
LOS ANGELES CLIPPERS,240,43,94,16,35,20,23,11,37,33,5,3,8,21
MIAMI HEAT,240,40,93,13,44,24,29,9,36,25,4,4,9,19
HOUSTON ROCKETS,240,47,91,11,32,26,31,5,30,24,11,9,11,18
MINNESOTA TIMBERWOLVES,240,48,98,11,32,17,20,13,38,28,8,8,17,26
DENVER NUGGETS,240,40,106,13,41,20,20,24,32,26,14,6,11,19
NEW ORLEANS PELICANS,240,38,82,12,27,18,30,12,33,24,8,7,17,17
TORONTO RAPTORS,240,41,81,17,35,19,23,5,26,25,10,6,7,20
NEW YORK KNICKS,240,42,85,13,36,15,21,14,32,26,5,4,14,21
ATLANTA HAWKS,240,42,92,11,36,16,20,10,27,24,6,7,11,27
OKLAHOMA CITY THUNDER,240,50,86,14,25,26,34,6,39,28,6,5,14,20
BOSTON CELTICS,240,40,86,14,35,15,18,9,35,27,10,7,13,20
ORLANDO MAGIC,240,36,90,12,37,14,19,13,33,18,5,1,14,14
PHOENIX SUNS,240,39,84,8,29,17,21,10,32,25,6,4,13,27
SAN ANTONIO SPURS,240,33,78,5,25,28,33,10,33,19,9,8,14,22
