team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,39,80,17,45,14,21,7,32,24,13,9,20,26
LOS ANGELES LAKERS,240,34,78,9,26,24,33,7,35,22,10,0,20,19
PORTLAND TRAIL BLAZERS,240,44,92,20,46,17,19,10,30,24,3,7,10,14
MIAMI HEAT,240,47,84,16,34,12,13,5,34,34,3,7,11,18
WASHINGTON WIZARDS,240,37,80,8,26,20,33,8,38,26,8,9,17,32
NEW YORK KNICKS,240,34,93,7,28,31,42,18,37,14,12,4,13,28
GOLDEN STATE WARRIORS,240,45,88,17,32,12,12,7,31,24,4,0,12,19
SACRAMENTO KINGS,240,53,89,19,38,16,19,5,33,28,6,4,6,13
LOS ANGELES CLIPPERS,240,34,89,13,34,17,18,14,43,16,6,5,8,13
SAN ANTONIO SPURS,240,33,82,8,23,11,13,2,37,16,4,6,7,14
