team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,34,89,14,45,23,28,17,30,25,10,4,14,22
CHARLOTTE HORNETS,240,40,77,15,33,18,24,6,35,27,11,7,15,19
ORLANDO MAGIC,240,38,89,6,31,16,22,10,33,17,11,2,9,16
DALLAS MAVERICKS,240,39,79,20,40,14,18,6,38,25,5,8,17,17
PHOENIX SUNS,240,46,94,16,41,17,17,4,36,33,6,2,2,17
INDIANA PACERS,240,44,92,12,29,17,24,13,39,23,2,4,10,19
CLEVELAND CAVALIERS,240,36,87,7,26,11,16,14,33,16,6,4,15,18
MILWAUKEE BUCKS,240,37,84,12,36,14,18,11,34,25,11,4,15,14
SAN ANTONIO SPURS,265,44,101,13,32,24,29,12,36,22,8,3,6,19
MINNESOTA TIMBERWOLVES,265,48,96,15,30,11,17,11,42,29,1,7,16,20
DENVER NUGGETS,240,45,90,12,33,13,15,15,30,28,11,7,17,12
PHILADELPHIA 76ERS,240,43,103,11,35,6,10,20,28,23,8,4,16,19
PORTLAND TRAIL BLAZERS,240,44,100,17,41,20,23,9,41,26,10,5,8,27
SACRAMENTO KINGS,240,33,81,8,30,25,35,6,41,21,4,5,15,20
MIAMI HEAT,240,46,93,16,43,20,26,10,51,32,3,5,16,24
WASHINGTON WIZARDS,240,44,99,15,40,21,28,7,32,25,9,2,6,24
