team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,43,104,12,33,25,34,13,36,27,9,3,7,22
BROOKLYN NETS,240,40,81,14,32,28,31,7,44,25,5,9,20,24
DALLAS MAVERICKS,240,39,89,11,42,19,27,11,30,23,6,4,15,27
CHICAGO BULLS,240,39,85,13,37,27,30,11,37,16,11,2,16,24
BOSTON CELTICS,240,49,87,15,33,9,13,12,29,35,4,5,17,22
DETROIT PISTONS,240,41,86,16,36,22,25,8,25,29,8,7,9,16
PORTLAND TRAIL BLAZERS,240,41,98,14,43,26,33,12,28,16,7,2,12,27
GOLDEN STATE WARRIORS,240,49,88,13,34,26,34,11,42,23,4,7,15,24
LOS ANGELES LAKERS,240,41,89,12,35,14,19,12,37,24,9,5,10,15
MEMPHIS GRIZZLIES,240,39,95,9,33,7,8,14,36,23,6,3,11,18
DENVER NUGGETS,240,45,92,19,45,15,21,13,30,34,6,4,15,11
MINNESOTA TIMBERWOLVES,240,44,85,10,31,11,16,9,27,30,11,6,14,17
LOS ANGELES CLIPPERS,240,40,83,17,29,15,19,8,29,24,5,2,10,22
PHOENIX SUNS,240,37,75,10,33,23,28,7,33,23,4,3,13,22
UTAH JAZZ,240,49,89,21,41,11,19,9,48,29,4,11,19,18
SAN ANTONIO SPURS,240,44,105,6,19,15,21,14,31,23,13,4,7,16
