team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,37,84,9,31,13,19,13,32,20,8,4,14,15
BOSTON CELTICS,240,40,82,6,21,9,14,9,33,24,10,6,15,16
PORTLAND TRAIL BLAZERS,240,45,88,17,42,16,19,9,26,20,11,1,8,17
CHICAGO BULLS,240,43,85,21,45,15,15,11,32,31,5,2,15,14
MILWAUKEE BUCKS,240,40,82,18,45,16,24,8,38,22,6,6,15,17
CHARLOTTE HORNETS,240,44,92,21,44,17,20,7,34,32,8,5,9,20
PHOENIX SUNS,240,37,81,10,22,27,31,9,33,22,9,0,13,19
DALLAS MAVERICKS,240,44,83,9,29,8,14,5,32,22,5,4,15,26
DETROIT PISTONS,240,29,77,9,36,24,32,7,31,17,7,4,14,14
GOLDEN STATE WARRIORS,240,47,89,17,36,7,10,8,39,34,6,5,14,23
SACRAMENTO KINGS,240,41,85,17,45,5,11,12,29,22,12,3,17,21
MIAMI HEAT,240,36,77,11,32,22,26,9,30,25,5,4,15,14
HOUSTON ROCKETS,240,45,92,20,46,16,20,7,38,32,8,5,14,24
NEW ORLEANS PELICANS,240,41,91,12,41,18,29,10,38,27,11,7,14,14
MEMPHIS GRIZZLIES,240,51,91,17,35,10,15,10,35,34,7,7,14,23
SAN ANTONIO SPURS,240,39,83,13,29,21,26,8,30,25,7,5,13,16
