team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,50,92,14,31,12,15,9,36,22,3,3,6,21
DALLAS MAVERICKS,240,39,87,17,48,16,21,8,29,24,3,4,7,17
PORTLAND TRAIL BLAZERS,240,43,92,23,39,16,20,13,26,30,7,6,9,18
DENVER NUGGETS,240,44,84,14,28,13,17,11,33,30,5,4,16,22
LOS ANGELES LAKERS,240,35,77,2,19,25,36,12,36,18,11,6,24,20
HOUSTON ROCKETS,240,36,84,21,57,20,23,4,30,26,11,5,19,28
MIAMI HEAT,240,35,83,21,46,25,27,6,33,28,6,1,19,28
MILWAUKEE BUCKS,240,41,78,15,37,33,38,5,39,27,7,3,14,21
INDIANA PACERS,240,37,85,10,29,15,19,5,33,20,6,5,15,22
PHOENIX SUNS,240,43,92,9,34,19,20,12,41,27,6,4,15,20
NEW ORLEANS PELICANS,240,47,82,14,34,17,23,5,25,31,4,3,17,26
SACRAMENTO KINGS,240,50,93,16,33,24,33,13,26,26,11,3,8,20
