team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BROOKLYN NETS,265,52,98,11,32,17,20,11,25,29,7,10,9,25
ATLANTA HAWKS,265,45,94,13,33,25,28,12,25,29,3,7,9,18
INDIANA PACERS,240,45,88,16,40,10,12,11,36,34,1,9,12,19
CHARLOTTE HORNETS,240,37,90,13,38,19,21,11,28,28,3,3,11,14
DETROIT PISTONS,240,37,82,11,27,22,29,13,27,29,7,5,22,21
CLEVELAND CAVALIERS,240,47,87,11,21,17,23,8,29,24,14,7,16,22
MINNESOTA TIMBERWOLVES,240,37,87,14,36,23,33,11,28,23,12,7,17,22
GOLDEN STATE WARRIORS,240,45,85,15,34,18,23,11,35,32,11,5,21,28
DENVER NUGGETS,240,42,92,14,43,11,11,12,37,29,14,4,13,12
MIAMI HEAT,240,30,80,13,45,9,11,6,32,24,6,3,16,13
WASHINGTON WIZARDS,240,37,92,13,38,19,21,11,28,29,11,2,11,20
NEW ORLEANS PELICANS,240,46,89,17,43,15,24,12,38,27,7,4,14,17
SACRAMENTO KINGS,240,45,92,14,33,17,26,17,33,30,8,3,15,18
ORLANDO MAGIC,240,40,96,10,26,17,18,17,30,25,8,8,14,23
LOS ANGELES LAKERS,240,41,86,8,24,16,25,6,31,20,5,2,11,20
PHILADELPHIA 76ERS,240,41,85,9,25,16,26,7,31,24,10,7,11,24
OKLAHOMA CITY THUNDER,240,38,85,16,40,10,14,5,43,21,7,8,14,19
PHOENIX SUNS,240,36,95,15,43,10,12,9,40,19,7,3,13,16
BOSTON CELTICS,240,42,98,10,30,12,14,13,26,15,10,4,10,14
SAN ANTONIO SPURS,240,46,82,8,28,10,16,9,37,22,5,4,19,16
MILWAUKEE BUCKS,240,40,93,16,44,19,26,14,45,30,9,3,14,14
TORONTO RAPTORS,240,38,94,22,55,10,12,10,36,26,8,8,11,20
DALLAS MAVERICKS,240,42,91,12,35,8,9,4,32,22,4,7,8,12
UTAH JAZZ,240,42,91,16,41,16,21,11,39,20,7,7,9,18
