team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,48,96,10,34,16,19,10,33,31,13,4,9,13
CHARLOTTE HORNETS,240,45,95,12,34,8,11,12,37,23,6,6,16,20
PORTLAND TRAIL BLAZERS,240,45,85,18,40,13,19,10,26,15,7,2,15,23
DALLAS MAVERICKS,240,40,81,14,41,24,25,10,25,19,5,6,12,21
LOS ANGELES LAKERS,240,40,87,6,28,19,29,8,38,27,4,4,10,26
DENVER NUGGETS,240,39,85,19,47,25,34,9,38,28,6,4,9,24
NEW ORLEANS PELICANS,240,40,90,9,35,23,28,18,26,23,5,2,10,17
DETROIT PISTONS,240,45,84,17,35,16,20,9,28,34,3,8,11,23
CLEVELAND CAVALIERS,240,43,93,7,25,18,25,11,29,25,4,4,15,27
LOS ANGELES CLIPPERS,240,42,88,13,30,31,36,12,35,31,8,5,10,21
MILWAUKEE BUCKS,240,45,97,13,38,6,9,12,35,24,9,5,14,16
OKLAHOMA CITY THUNDER,240,45,95,15,36,9,16,12,37,32,8,1,13,14
ORLANDO MAGIC,240,33,89,6,35,18,22,9,39,13,4,6,10,12
PHOENIX SUNS,240,41,92,12,37,15,16,11,48,24,6,2,8,17
MEMPHIS GRIZZLIES,240,50,94,9,21,15,19,9,34,31,10,2,10,20
SACRAMENTO KINGS,240,41,82,8,33,20,26,5,28,22,8,5,16,19
MINNESOTA TIMBERWOLVES,240,43,82,16,39,14,19,5,35,28,6,8,18,26
TORONTO RAPTORS,240,38,91,10,33,26,31,10,28,24,6,3,11,22
BOSTON CELTICS,240,32,90,9,35,18,30,14,36,14,5,2,17,27
WASHINGTON WIZARDS,240,33,83,7,30,31,36,9,45,24,9,3,16,25
