team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,31,80,15,41,21,28,13,26,25,5,4,14,20
LOS ANGELES CLIPPERS,240,45,86,12,34,23,23,9,33,26,9,1,9,25
ATLANTA HAWKS,240,39,98,13,37,8,9,16,33,26,13,7,8,21
LOS ANGELES LAKERS,240,34,81,8,26,18,24,13,39,18,6,3,16,16
GOLDEN STATE WARRIORS,240,31,90,13,41,28,34,7,39,23,8,7,11,25
MEMPHIS GRIZZLIES,240,37,95,10,32,27,31,13,47,25,8,5,12,22
SAN ANTONIO SPURS,240,46,96,12,33,9,10,5,36,29,6,4,9,11
MILWAUKEE BUCKS,240,45,92,14,38,16,18,6,43,24,5,3,11,11
SACRAMENTO KINGS,240,39,85,10,28,17,27,4,29,28,4,2,8,21
PHILADELPHIA 76ERS,240,48,86,11,23,22,29,9,43,24,7,3,10,22
