team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,40,86,14,29,18,22,5,36,24,7,4,12,25
BROOKLYN NETS,240,42,92,10,32,20,26,11,34,27,6,6,10,14
UTAH JAZZ,240,37,88,12,44,17,22,14,34,20,3,4,8,18
DALLAS MAVERICKS,240,41,91,23,49,6,8,10,34,22,2,2,9,18
PHOENIX SUNS,240,44,86,18,37,27,31,6,31,29,11,3,11,22
HOUSTON ROCKETS,240,43,79,17,33,27,33,5,33,28,6,3,18,25
SACRAMENTO KINGS,240,39,88,9,36,19,24,10,32,27,9,8,14,19
MINNESOTA TIMBERWOLVES,240,38,91,12,32,28,33,15,36,22,10,4,14,16
DETROIT PISTONS,240,49,95,13,28,21,24,13,37,32,10,7,14,20
OKLAHOMA CITY THUNDER,240,41,97,5,27,21,25,13,29,17,10,6,15,20
CLEVELAND CAVALIERS,240,45,86,12,34,23,27,7,40,29,5,4,6,24
SAN ANTONIO SPURS,240,35,83,5,26,26,32,8,30,22,4,3,10,22
WASHINGTON WIZARDS,240,37,94,12,35,15,18,15,39,21,7,5,16,18
TORONTO RAPTORS,240,44,94,7,33,8,11,6,39,22,11,9,13,20
