team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,47,95,14,38,10,13,14,29,32,16,8,16,19
CLEVELAND CAVALIERS,240,40,84,8,25,15,19,12,32,15,6,2,20,13
NEW YORK KNICKS,240,48,84,12,23,24,37,8,29,22,11,4,16,26
LOS ANGELES CLIPPERS,240,45,83,18,32,27,33,10,32,25,4,3,19,27
DETROIT PISTONS,240,29,78,11,26,30,35,6,37,21,8,6,16,22
LOS ANGELES LAKERS,240,42,92,6,20,16,23,11,39,23,8,20,13,22
PORTLAND TRAIL BLAZERS,240,40,87,13,37,18,20,8,32,21,5,4,10,15
MIAMI HEAT,240,47,90,18,44,10,16,11,36,34,4,5,10,17
MEMPHIS GRIZZLIES,240,45,83,18,42,13,17,3,39,31,4,8,16,22
PHOENIX SUNS,240,43,95,6,26,22,26,12,34,25,7,4,10,19
