team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,44,85,12,33,18,24,7,29,24,15,2,9,16
CLEVELAND CAVALIERS,240,42,84,13,30,9,11,11,32,30,5,1,21,20
BROOKLYN NETS,265,42,94,15,42,22,25,11,44,19,3,5,10,17
DETROIT PISTONS,265,43,104,13,35,12,18,14,38,20,5,3,8,25
OKLAHOMA CITY THUNDER,240,39,80,11,24,24,25,3,40,20,8,9,11,14
MINNESOTA TIMBERWOLVES,240,40,90,12,43,12,18,7,34,33,9,4,13,21
LOS ANGELES LAKERS,240,35,76,6,31,15,23,6,29,23,12,1,21,18
PHILADELPHIA 76ERS,240,41,78,13,37,13,19,8,33,19,12,3,21,18
DALLAS MAVERICKS,240,42,97,16,41,7,13,10,34,19,6,3,9,24
UTAH JAZZ,240,40,91,15,43,17,22,12,42,22,5,6,13,21
