team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,38,79,13,37,14,16,6,24,24,10,5,13,18
ATLANTA HAWKS,240,43,80,15,35,17,19,8,30,24,12,2,14,17
BOSTON CELTICS,240,38,94,17,42,11,16,15,39,21,6,6,19,20
BROOKLYN NETS,240,37,86,11,32,24,28,6,41,26,12,7,11,19
CLEVELAND CAVALIERS,240,41,80,10,30,10,14,11,36,27,4,1,16,20
CHARLOTTE HORNETS,240,40,94,14,40,14,18,15,23,26,7,1,5,16
DENVER NUGGETS,240,34,88,13,46,16,20,6,30,26,9,7,9,14
GOLDEN STATE WARRIORS,240,45,84,15,39,13,18,7,45,40,8,4,14,15
LOS ANGELES CLIPPERS,240,39,97,12,34,19,23,14,44,22,8,3,14,19
HOUSTON ROCKETS,240,36,89,13,42,19,22,9,38,24,7,5,14,19
WASHINGTON WIZARDS,240,48,93,18,32,15,16,12,38,25,7,7,20,23
OKLAHOMA CITY THUNDER,240,39,93,10,33,21,25,14,26,18,12,7,16,17
MEMPHIS GRIZZLIES,240,52,98,9,30,17,22,8,31,33,7,5,8,21
PORTLAND TRAIL BLAZERS,240,46,96,14,35,22,27,14,36,28,6,3,11,20
