team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,36,80,17,45,10,12,8,32,23,8,7,18,19
BOSTON CELTICS,240,35,94,10,36,14,18,13,32,19,6,6,12,13
SAN ANTONIO SPURS,240,43,92,10,34,24,27,2,36,25,3,5,6,20
BROOKLYN NETS,240,51,96,15,36,22,31,9,43,32,1,2,7,22
INDIANA PACERS,240,38,75,8,22,24,33,10,36,24,9,8,21,16
CHICAGO BULLS,240,40,97,9,38,13,15,17,28,27,12,6,17,25
MEMPHIS GRIZZLIES,240,39,84,9,30,9,13,9,38,29,7,4,19,15
DALLAS MAVERICKS,240,45,95,18,47,13,17,13,35,30,11,9,10,11
MILWAUKEE BUCKS,240,37,89,12,43,17,23,5,40,22,8,1,19,32
LOS ANGELES LAKERS,240,38,91,6,32,31,38,10,42,19,11,4,16,27
ORLANDO MAGIC,240,51,84,7,21,23,31,6,39,31,5,5,10,18
MINNESOTA TIMBERWOLVES,240,46,98,10,37,16,20,10,26,30,6,3,8,21
MIAMI HEAT,240,37,86,9,33,21,31,10,35,27,11,9,15,23
NEW ORLEANS PELICANS,240,38,91,14,38,20,28,15,38,28,7,6,17,25
OKLAHOMA CITY THUNDER,240,47,96,12,31,20,25,10,28,26,8,6,4,18
NEW YORK KNICKS,240,41,91,4,24,17,22,13,35,19,4,8,12,20
PORTLAND TRAIL BLAZERS,240,43,87,13,32,18,24,9,30,26,6,6,16,19
PHOENIX SUNS,240,45,91,19,42,18,19,15,32,29,9,4,12,22
ATLANTA HAWKS,240,46,86,12,32,8,12,6,30,25,9,4,17,25
WASHINGTON WIZARDS,240,36,76,15,31,31,35,9,29,24,9,4,16,19
