team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BROOKLYN NETS,265,43,100,14,49,29,38,22,41,22,7,6,20,26
BOSTON CELTICS,265,44,103,15,49,17,23,13,29,24,10,6,15,30
SAN ANTONIO SPURS,240,38,80,11,32,17,20,6,27,25,12,5,10,16
CHARLOTTE HORNETS,240,39,82,12,29,13,18,14,32,25,4,2,17,16
GOLDEN STATE WARRIORS,240,42,82,18,41,14,22,5,30,31,8,3,11,23
DENVER NUGGETS,240,39,87,3,20,19,26,19,34,22,6,5,15,26
PHILADELPHIA 76ERS,240,38,85,16,40,15,20,12,30,24,10,1,15,17
LOS ANGELES LAKERS,240,46,86,13,33,15,18,10,33,25,9,6,13,18
MINNESOTA TIMBERWOLVES,240,54,97,14,34,17,20,10,32,31,11,2,16,22
NEW ORLEANS PELICANS,240,52,100,14,39,16,27,13,31,37,13,2,15,18
LOS ANGELES CLIPPERS,240,38,84,11,36,22,26,6,35,19,7,1,9,22
OKLAHOMA CITY THUNDER,240,34,81,9,28,17,26,8,35,16,7,7,13,22
TORONTO RAPTORS,240,40,86,14,34,29,35,9,38,17,9,5,15,25
PHOENIX SUNS,240,39,85,15,39,21,25,6,29,30,6,6,18,22
WASHINGTON WIZARDS,240,41,80,16,38,28,34,2,29,28,10,5,14,22
SACRAMENTO KINGS,240,50,89,13,29,20,24,8,34,23,13,2,15,24
