team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,37,91,13,37,11,18,15,20,25,12,3,9,20
CLEVELAND CAVALIERS,240,40,74,7,26,13,17,10,38,25,7,3,23,21
BOSTON CELTICS,240,35,86,12,38,27,30,14,40,13,3,4,15,21
DALLAS MAVERICKS,240,34,87,15,43,20,25,10,32,23,7,10,7,20
ORLANDO MAGIC,240,37,87,11,29,19,21,8,27,25,9,5,12,19
DENVER NUGGETS,240,40,84,11,27,22,25,14,38,28,8,3,17,17
TORONTO RAPTORS,240,39,91,13,35,21,24,12,35,27,9,6,12,20
DETROIT PISTONS,240,39,87,6,35,15,22,10,38,19,7,6,15,17
NEW ORLEANS PELICANS,240,38,86,14,33,17,21,11,44,23,6,4,17,19
MINNESOTA TIMBERWOLVES,240,36,95,10,39,17,27,12,31,20,9,3,10,18
MEMPHIS GRIZZLIES,240,50,99,10,26,12,15,15,32,27,5,2,13,25
OKLAHOMA CITY THUNDER,240,46,84,7,24,27,34,6,29,25,6,6,12,16
MIAMI HEAT,240,40,85,12,31,16,20,11,36,26,6,4,12,14
PHILADELPHIA 76ERS,240,38,90,12,39,16,18,15,26,24,9,5,13,17
GOLDEN STATE WARRIORS,240,41,103,16,38,14,23,17,33,24,7,7,8,23
PORTLAND TRAIL BLAZERS,240,44,97,9,31,25,28,14,43,19,6,8,10,22
CHICAGO BULLS,265,39,97,11,37,21,24,11,42,25,10,6,15,24
WASHINGTON WIZARDS,265,34,95,14,45,27,32,14,41,21,8,7,14,20
