team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,39,86,7,24,23,35,13,38,15,5,4,13,24
GOLDEN STATE WARRIORS,240,36,83,8,25,18,26,6,32,22,5,7,11,23
PHOENIX SUNS,240,45,91,12,37,8,9,8,31,29,5,6,6,18
MIAMI HEAT,240,36,86,13,36,15,17,17,33,23,3,4,13,13
LOS ANGELES LAKERS,240,36,85,18,37,21,30,6,28,25,10,4,13,17
NEW ORLEANS PELICANS,240,47,90,10,29,24,26,11,42,28,9,3,13,24
WASHINGTON WIZARDS,240,38,79,9,23,28,35,7,31,25,5,5,16,23
NEW YORK KNICKS,240,47,92,16,30,21,24,12,30,23,6,8,10,28
DENVER NUGGETS,240,45,91,8,30,12,13,13,39,25,12,7,10,13
ORLANDO MAGIC,240,39,88,11,34,10,14,9,28,27,8,4,13,12
BROOKLYN NETS,240,43,87,9,30,21,27,10,37,25,5,2,8,17
PORTLAND TRAIL BLAZERS,240,36,90,19,55,21,23,13,31,25,4,5,8,20
