team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,46,98,15,38,27,29,12,36,18,9,3,8,31
DALLAS MAVERICKS,240,42,81,20,44,27,33,5,32,28,4,5,17,23
BOSTON CELTICS,240,44,86,16,37,18,23,10,36,29,7,7,12,27
MEMPHIS GRIZZLIES,240,35,89,7,29,30,38,14,30,26,8,4,8,15
BROOKLYN NETS,240,38,89,13,43,19,24,8,39,26,9,4,13,20
ORLANDO MAGIC,240,32,83,7,23,25,29,12,37,13,9,3,17,24
PHOENIX SUNS,240,49,89,12,28,20,21,11,33,28,4,3,7,18
PHILADELPHIA 76ERS,240,46,93,15,33,10,14,11,23,28,5,4,8,20
NEW ORLEANS PELICANS,240,42,82,7,24,15,19,5,29,25,8,6,19,18
SACRAMENTO KINGS,240,43,88,11,26,15,16,14,31,27,4,6,20,22
HOUSTON ROCKETS,240,36,89,14,48,19,21,4,33,18,14,3,18,19
SAN ANTONIO SPURS,240,46,93,13,32,18,20,9,50,28,10,5,22,20
MILWAUKEE BUCKS,240,44,87,18,38,20,28,9,44,25,6,0,14,26
WASHINGTON WIZARDS,240,39,95,12,35,23,30,11,33,22,2,3,11,23
