team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,45,92,10,32,17,20,8,33,33,7,5,12,27
ATLANTA HAWKS,240,45,92,13,32,26,34,14,37,20,8,7,10,19
PORTLAND TRAIL BLAZERS,240,36,91,10,36,19,28,13,34,18,7,3,8,17
CHARLOTTE HORNETS,240,39,83,18,43,13,17,7,39,26,6,8,14,25
SACRAMENTO KINGS,240,44,89,11,24,22,25,10,32,22,11,3,6,19
DALLAS MAVERICKS,240,39,87,16,48,13,20,10,32,15,3,8,14,20
MINNESOTA TIMBERWOLVES,240,36,88,17,45,16,21,6,31,27,6,7,11,21
LOS ANGELES CLIPPERS,240,45,89,21,42,13,17,8,40,31,6,3,14,26
BROOKLYN NETS,240,39,82,17,43,12,18,8,30,26,10,6,11,17
MIAMI HEAT,240,38,86,16,39,17,21,16,37,28,9,1,17,13
NEW ORLEANS PELICANS,265,41,101,6,27,24,30,20,32,25,6,4,12,16
NEW YORK KNICKS,265,45,95,11,29,21,24,13,36,27,9,6,13,26
HOUSTON ROCKETS,240,42,82,16,34,14,20,10,33,26,7,7,19,21
ORLANDO MAGIC,240,41,91,11,32,17,19,9,27,28,10,5,15,19
OKLAHOMA CITY THUNDER,240,37,82,14,33,18,21,9,37,22,6,8,21,19
TORONTO RAPTORS,240,37,96,17,38,21,24,16,31,23,9,5,13,15
