team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,37,92,8,36,12,13,9,41,20,2,12,9,17
ATLANTA HAWKS,240,37,99,17,44,21,27,14,44,20,7,3,8,13
NEW YORK KNICKS,240,34,87,9,37,11,17,17,32,20,6,6,16,23
CHARLOTTE HORNETS,240,38,78,13,32,20,23,5,32,28,8,8,10,13
MEMPHIS GRIZZLIES,240,40,78,5,20,16,21,7,33,32,10,6,15,17
CLEVELAND CAVALIERS,240,37,82,11,26,6,14,10,30,20,11,7,17,21
MILWAUKEE BUCKS,240,46,91,13,35,16,20,11,32,25,15,7,14,17
ORLANDO MAGIC,240,39,91,11,31,10,13,15,29,24,5,4,18,13
TORONTO RAPTORS,240,40,89,19,47,12,12,7,36,27,6,5,15,22
PORTLAND TRAIL BLAZERS,240,38,83,14,42,22,25,8,34,18,9,6,13,14
INDIANA PACERS,240,47,97,13,39,15,18,10,27,26,14,3,12,21
SACRAMENTO KINGS,240,47,84,15,32,18,23,7,37,29,6,9,18,17
PHOENIX SUNS,240,39,87,4,27,25,30,8,34,21,3,6,6,22
WASHINGTON WIZARDS,240,48,92,15,34,17,28,14,39,29,3,3,7,23
