team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,240,37,94,6,31,12,19,13,38,17,7,1,13,23
DALLAS MAVERICKS,240,35,80,15,41,17,26,5,44,17,6,4,16,18
CHICAGO BULLS,240,49,91,15,36,7,10,8,47,24,5,5,11,17
HOUSTON ROCKETS,240,37,96,13,40,13,19,11,35,20,7,4,9,16
WASHINGTON WIZARDS,265,47,96,9,25,24,33,5,44,25,9,4,16,25
LOS ANGELES LAKERS,265,49,104,15,44,11,17,12,33,29,9,11,20,29
MIAMI HEAT,240,36,81,15,40,21,25,10,35,30,7,6,13,20
OKLAHOMA CITY THUNDER,240,32,74,14,39,16,19,5,33,20,6,1,17,24
PORTLAND TRAIL BLAZERS,240,37,84,12,39,14,19,13,33,15,6,6,16,17
PHOENIX SUNS,240,50,99,16,33,16,18,13,30,29,6,5,7,13
CHARLOTTE HORNETS,240,41,89,11,36,17,21,8,27,18,13,2,16,17
UTAH JAZZ,240,45,85,28,55,14,17,8,37,34,7,7,22,19
