Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Russell Westbrook (16954723),Russell Westbrook,16954723,PG/G/UTIL,11100,WAS@ORL 04/07/2021 07:00PM ET,WAS,54.78
PG/SF,Luka Doncic (16954726),Luka Doncic,16954726,PG/SF/F/G/UTIL,10900,DAL@HOU 04/07/2021 08:00PM ET,DAL,55.74
PG,James Harden (16954731),James Harden,16954731,PG/G/UTIL,10800,NO@BKN 04/07/2021 07:30PM ET,BKN,56.62
C,Karl-Anthony Towns (16954734),Karl-Anthony Towns,16954734,C/UTIL,10700,MIN@IND 04/07/2021 07:00PM ET,MIN,50.18
C,Nikola Jokic (16954736),Nikola Jokic,16954736,C/UTIL,10600,SA@DEN 04/07/2021 09:00PM ET,DEN,58.48
PG/SG,Kyrie Irving (16954738),Kyrie Irving,16954738,PG/SG/G/UTIL,10200,NO@BKN 04/07/2021 07:30PM ET,BKN,47.54
PF/C,Julius Randle (16954742),Julius Randle,16954742,PF/C/F/UTIL,9900,NY@BOS 04/07/2021 07:30PM ET,NY,48.04
SG,Bradley Beal (16954746),Bradley Beal,16954746,SG/G/UTIL,9500,WAS@ORL 04/07/2021 07:00PM ET,WAS,47.43
SG,Devin Booker (16954749),Devin Booker,16954749,SG/G/UTIL,9300,UTA@PHO 04/07/2021 10:00PM ET,PHO,39.56
SF/PF,Kevin Durant (16954752),Kevin Durant,16954752,SF/PF/F/UTIL,9200,NO@BKN 04/07/2021 07:30PM ET,BKN,50.28
PF,Jayson Tatum (16954756),Jayson Tatum,16954756,PF/F/UTIL,9100,NY@BOS 04/07/2021 07:30PM ET,BOS,43.93
PF/C,Zion Williamson (16954759),Zion Williamson,16954759,PF/C/F/UTIL,9000,NO@BKN 04/07/2021 07:30PM ET,NO,42.96
PF/C,Domantas Sabonis (16954763),Domantas Sabonis,16954763,PF/C/F/UTIL,8900,MIN@IND 04/07/2021 07:00PM ET,IND,46.72
