Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Cristiano Felicio (17225606),Cristiano Felicio,17225606,C/UTIL,3300,CHI@MIA 04/24/2021 08:00PM ET,CHI,3.5
PG/SG,Aaron Holiday (17225588),Aaron Holiday,17225588,PG/SG/G/UTIL,3300,DET@IND 04/24/2021 07:00PM ET,IND,12.98
SF,Josh Okogie (17225601),Josh Okogie,17225601,SF/F/UTIL,3300,MIN@UTA 04/24/2021 09:00PM ET,MIN,13.15
PF/C,Ersan Ilyasova (17225608),Ersan Ilyasova,17225608,PF/C/F/UTIL,3300,MIN@UTA 04/24/2021 09:00PM ET,UTA,8.22
SG/SF,Devin Vassell (17225596),Devin Vassell,17225596,SG/SF/F/G/UTIL,3300,SA@NO 04/24/2021 08:00PM ET,SA,12.20
PG,D.J. Augustin (17225612),D.J. Augustin,17225612,PG/G/UTIL,3300,HOU@DEN 04/24/2021 10:00PM ET,HOU,15.76
SG,JJ Redick (17225633),JJ Redick,17225633,SG/G/UTIL,3200,LAL@DAL 04/24/2021 08:30PM ET,DAL,13.18
C,Udonis Haslem (17225615),Udonis Haslem,17225615,C/UTIL,3200,CHI@MIA 04/24/2021 08:00PM ET,MIA,0
SG/SF,Denzel Valentine (17225621),Denzel Valentine,17225621,SG/SF/F/G/UTIL,3200,CHI@MIA 04/24/2021 08:00PM ET,CHI,15.05
PF/C,Jarred Vanderbilt (17225617),Jarred Vanderbilt,17225617,PF/C/F/UTIL,3200,MIN@UTA 04/24/2021 09:00PM ET,MIN,16.86
PG,Jordan McLaughlin (17225626),Jordan McLaughlin,17225626,PG/G/UTIL,3200,MIN@UTA 04/24/2021 09:00PM ET,MIN,16.41
SF/PF,Wes Iwundu (17225629),Wes Iwundu,17225629,SF/PF/F/UTIL,3200,SA@NO 04/24/2021 08:00PM ET,NO,7.02
C,Willie Cauley-Stein (17225636),Willie Cauley-Stein,17225636,C/UTIL,3100,LAL@DAL 04/24/2021 08:30PM ET,DAL,13.98
C,Dewayne Dedmon (17225638),Dewayne Dedmon,17225638,C/UTIL,3100,CHI@MIA 04/24/2021 08:00PM ET,MIA,17.75
PF/C,Nemanja Bjelica (17225640),Nemanja Bjelica,17225640,PF/C/F/UTIL,3100,CHI@MIA 04/24/2021 08:00PM ET,MIA,13.63
PG,Ryan Arcidiacono (17225652),Ryan Arcidiacono,17225652,PG/G/UTIL,3100,CHI@MIA 04/24/2021 08:00PM ET,CHI,7.79
C,Jahlil Okafor (17225646),Jahlil Okafor,17225646,C/UTIL,3100,DET@IND 04/24/2021 07:00PM ET,DET,8.28
