Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57143-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.19130540930706,46,11100,MIL@ATL,MIL,ATL,GTD,Knee,,,,PF
57143-9524,PG,Stephen,Stephen Curry,Curry,47.125,48,10500,GS@CLE,GS,CLE,,,,,,PG
57143-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,10000,BOS@LAL,LAL,BOS,O,Ankle,,,,SF
57143-80810,PG,De'Aaron,De'Aaron Fox,Fox,42.840738932291664,54,9700,SAC@PHO,SAC,PHO,,,,,,PG
57143-80808,PF,Jayson,Jayson Tatum,Tatum,43.332001953125,50,9400,BOS@LAL,BOS,LAL,,,,,,PF
57143-84671,PG,Trae,Trae Young,Young,43.262001953125,50,9100,MIL@ATL,ATL,MIL,GTD,Calf,,,,PG
57143-55059,C,Clint,Clint Capela,Capela,41.168749491373696,48,9000,MIL@ATL,ATL,MIL,,,,,,C
57143-58460,SG,Devin,Devin Booker,Booker,37.66199951171875,50,9000,SAC@PHO,PHO,SAC,,,,,,SG
57143-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,8700,BOS@LAL,LAL,BOS,O,Calf,,,,PF
57143-9663,PG,Jrue,Jrue Holiday,Holiday,35.290475027901785,42,8400,MIL@ATL,MIL,ATL,,,,,,PG
57143-67026,SF,Jaylen,Jaylen Brown,Brown,38.86346200796274,52,8100,BOS@LAL,BOS,LAL,,,,,,SF
57143-9623,PG,Chris,Chris Paul,Paul,37.42222312644676,54,8000,SAC@PHO,PHO,SAC,,,,,,PG
57143-16261,SF,Khris,Khris Middleton,Middleton,36.91923170823317,52,7800,MIL@ATL,MIL,ATL,,,,,,SF
57143-20992,PF,Larry,Larry Nance,Nance,28.54666748046875,30,7500,GS@CLE,CLE,GS,,,,,,PF
57143-84667,SG,Collin,Collin Sexton,Sexton,34.826665581597226,45,7400,GS@CLE,CLE,GS,GTD,Groin,,,,SG
57143-66236,PF,John,John Collins,Collins,33.09574468085106,47,7400,MIL@ATL,ATL,MIL,O,Ankle,,,,PF
57143-84673,C,Deandre,Deandre Ayton,Ayton,33.41851806640625,54,7400,SAC@PHO,PHO,SAC,,,,,,C
57143-55060,SF,Bogdan,Bogdan Bogdanovic,Bogdanovic,24.469999186197917,30,7200,MIL@ATL,ATL,MIL,,,,,,SF
57143-80821,C,Jarrett,Jarrett Allen,Allen,32.37333441840278,45,7100,GS@CLE,CLE,GS,,,,,,C
57143-49116,SG,Andrew,Andrew Wiggins,Wiggins,31.036363636363635,55,7100,GS@CLE,GS,CLE,,,,,,SG
57143-15860,PF,Draymond,Draymond Green,Green,31.604255838597073,47,7100,GS@CLE,GS,CLE,,,,,,PF
57143-23670,SG,Marcus,Marcus Smart,Smart,29.761111789279514,36,7000,BOS@LAL,BOS,LAL,,,,,,SG
57143-58153,SF,Kelly,Kelly Oubre,Oubre,28.81800048828125,50,6900,GS@CLE,GS,CLE,GTD,Wrist,,,,SF
57143-14507,PG,Kemba,Kemba Walker,Walker,32.037144252232146,35,6800,BOS@LAL,BOS,LAL,,,,,,PG
57143-15557,C,Andre,Andre Drummond,Drummond,39.619999186197916,30,6800,BOS@LAL,LAL,BOS,GTD,Toe,,,,C
57143-110342,PG,Darius,Darius Garland,Garland,29.41363525390625,44,6700,GS@CLE,CLE,GS,,,,,,PG
57143-40201,PG,Dennis,Dennis Schroder,Schroder,28.962744619332106,51,6600,BOS@LAL,LAL,BOS,GTD,Pelvis,,,,PG
57143-23447,C,Richaun,Richaun Holmes,Holmes,33.07800048828125,50,6600,SAC@PHO,SAC,PHO,O,Hamstring,,,,C
57143-58377,SF,Kyle,Kyle Kuzma,Kuzma,24.50384521484375,52,6500,BOS@LAL,LAL,BOS,GTD,Calf,,,,SF
57143-9874,PF,Kevin,Kevin Love,Love,22.727272727272727,11,6300,GS@CLE,CLE,GS,,,,,,PF
57143-110337,SG,Talen,Talen Horton-Tucker,Horton-Tucker,17.87199951171875,50,6100,BOS@LAL,LAL,BOS,,,,,,SG
57143-23665,SF,Buddy,Buddy Hield,Hield,28.56111201533565,54,6100,SAC@PHO,SAC,PHO,,,,,,SF
57143-80825,PF,Isaiah,Isaiah Hartenstein,Hartenstein,14.163158215974507,38,6100,GS@CLE,CLE,GS,,,,,,PF
57143-42156,PF,Bobby,Bobby Portis,Portis,24.46199951171875,50,6000,MIL@ATL,MIL,ATL,,,,,,PF
57143-15946,PF,Harrison,Harrison Barnes,Barnes,30.282691368689903,52,5800,SAC@PHO,SAC,PHO,,,,,,PF
57143-84681,SG,Donte,Donte DiVincenzo,DiVincenzo,24.619229830228367,52,5800,MIL@ATL,MIL,ATL,,,,,,SG
57143-84708,C,Robert,Robert Williams,Williams,26.04042605136303,47,5800,BOS@LAL,BOS,LAL,,,,,,C
57143-23096,SG,Evan,Evan Fournier,Fournier,29.413334147135416,30,5700,BOS@LAL,BOS,LAL,GTD,Covid-19,,,,SG
57143-9637,PF,Danilo,Danilo Gallinari,Gallinari,21.617948091947117,39,5600,MIL@ATL,ATL,MIL,GTD,Foot,,,,PF
57143-15636,SF,Kentavious,Kentavious Caldwell-Pope,Caldwell-Pope,16.89019655713848,51,5400,BOS@LAL,LAL,BOS,,,,,,SF
57143-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,28.420407665019134,49,5400,SAC@PHO,SAC,PHO,,,,,,SG
57143-84704,SG,Kevin,Kevin Huerter,Huerter,23.94727228338068,55,5400,MIL@ATL,ATL,MIL,,,,,,SG
57143-23572,SF,Taurean,Taurean Prince,Prince,19.25945879961993,37,5300,GS@CLE,CLE,GS,,,,,,SF
57143-110883,PF,Dean,Dean Wade,Wade,12.973912778108016,46,5200,GS@CLE,CLE,GS,,,,,,PF
57143-84670,SF,Mikal,Mikal Bridges,Bridges,26.23888934100116,54,5200,SAC@PHO,PHO,SAC,,,,,,SF
57143-23776,C,Montrezl,Montrezl Harrell,Harrell,27.009090909090908,55,5200,BOS@LAL,LAL,BOS,,,,,,C
57143-111372,SF,Thanasis,Thanasis Antetokounmpo,Antetokounmpo,9.145238240559896,42,5000,MIL@ATL,MIL,ATL,,,,,,SF
57143-19781,SF,Kent,Kent Bazemore,Bazemore,15.34339645673644,53,5000,GS@CLE,GS,CLE,,,,,,SF
57143-12363,C,Hassan,Hassan Whiteside,Whiteside,19.693750381469727,32,5000,SAC@PHO,SAC,PHO,,,,,,C
57143-110339,SG,Cam,Cam Reddish,Reddish,21.588461068960335,26,4900,MIL@ATL,ATL,MIL,O,Achilles,,,,SG
57143-110338,SF,De'Andre,De'Andre Hunter,Hunter,28.120001220703124,20,4900,MIL@ATL,ATL,MIL,O,Knee,,,,SF
57143-14511,PF,Markieff,Markieff Morris,Morris,15.754166920979818,48,4900,BOS@LAL,LAL,BOS,GTD,Ankle,,,,PF
57143-9621,C,Brook,Brook Lopez,Lopez,23.864151864681602,53,4800,MIL@ATL,MIL,ATL,,,,,,C
