Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (17179219),Nikola Jokic,17179219,C/UTIL,11000,DEN@POR 04/21/2021 10:00PM ET,DEN,58.87
PG,Russell Westbrook (17179221),Russell Westbrook,17179221,PG/G/UTIL,10900,GS@WAS 04/21/2021 07:00PM ET,WAS,56.18
PG/SF,Luka Doncic (17179224),Luka Doncic,17179224,PG/SF/F/G/UTIL,10800,DET@DAL 04/21/2021 08:30PM ET,DAL,55.26
PG,James Harden (17179229),James Harden,17179229,PG/G/UTIL,10700,BKN@TOR 04/21/2021 07:00PM ET,BKN,56.62
C,Joel Embiid (17179232),Joel Embiid,17179232,C/UTIL,10600,PHO@PHI 04/21/2021 07:00PM ET,PHI,53.47
PG,Stephen Curry (17179234),Stephen Curry,17179234,PG/G/UTIL,10500,GS@WAS 04/21/2021 07:00PM ET,GS,50.92
C,Karl-Anthony Towns (17179237),Karl-Anthony Towns,17179237,C/UTIL,10400,MIN@SAC 04/21/2021 10:00PM ET,MIN,50.47
PF/C,Julius Randle (17179239),Julius Randle,17179239,PF/C/F/UTIL,10200,ATL@NY 04/21/2021 08:00PM ET,NY,48.85
PG,De'Aaron Fox (17179243),De'Aaron Fox,17179243,PG/G/UTIL,10000,MIN@SAC 04/21/2021 10:00PM ET,SAC,43.81
C,Nikola Vucevic (17179246),Nikola Vucevic,17179246,C/UTIL,9900,CHI@CLE 04/21/2021 07:00PM ET,CHI,48.80
PG/SG,Kyrie Irving (17179248),Kyrie Irving,17179248,PG/SG/G/UTIL,9900,BKN@TOR 04/21/2021 07:00PM ET,BKN,46.59
SF,Jimmy Butler (17179252),Jimmy Butler,17179252,SF/F/UTIL,9800,MIA@SA 04/21/2021 08:30PM ET,MIA,46.23
PG/SG,Donovan Mitchell (17179255),Donovan Mitchell,17179255,PG/SG/G/UTIL,9700,UTA@HOU 04/21/2021 08:00PM ET,UTA,42.69
PG,Damian Lillard (17179259),Damian Lillard,17179259,PG/G/UTIL,9600,DEN@POR 04/21/2021 10:00PM ET,POR,48.58
SG,Bradley Beal (17179262),Bradley Beal,17179262,SG/G/UTIL,9400,GS@WAS 04/21/2021 07:00PM ET,WAS,46.65
SG,Paul George (17179265),Paul George,17179265,SG/G/UTIL,9300,MEM@LAC 04/21/2021 10:00PM ET,LAC,43.48
SG,Zach LaVine (17179272),Zach LaVine,17179272,SG/G/UTIL,9200,CHI@CLE 04/21/2021 07:00PM ET,CHI,44.11
PF/C,Domantas Sabonis (17179268),Domantas Sabonis,17179268,PF/C/F/UTIL,9200,OKC@IND 04/21/2021 07:00PM ET,IND,46.95
PG,Trae Young (17179275),Trae Young,17179275,PG/G/UTIL,9200,ATL@NY 04/21/2021 08:00PM ET,ATL,46.30
PF,Kevin Durant (17179281),Kevin Durant,17179281,PF/F/UTIL,9100,BKN@TOR 04/21/2021 07:00PM ET,BKN,46.99
SF,Kawhi Leonard (17179278),Kawhi Leonard,17179278,SF/F/UTIL,9100,MEM@LAC 04/21/2021 10:00PM ET,LAC,46.22
PF/C,Kristaps Porzingis (17179284),Kristaps Porzingis,17179284,PF/C/F/UTIL,9000,DET@DAL 04/21/2021 08:30PM ET,DAL,39.58
C,Clint Capela (17179288),Clint Capela,17179288,C/UTIL,8900,ATL@NY 04/21/2021 08:00PM ET,ATL,41.38
PG/SG,CJ McCollum (17179290),CJ McCollum,17179290,PG/SG/G/UTIL,8800,DEN@POR 04/21/2021 10:00PM ET,POR,40.06
PF,Pascal Siakam (17179294),Pascal Siakam,17179294,PF/F/UTIL,8700,BKN@TOR 04/21/2021 07:00PM ET,TOR,40.38
SG,Devin Booker (17179297),Devin Booker,17179297,SG/G/UTIL,8600,PHO@PHI 04/21/2021 07:00PM ET,PHO,39.32
PF/C,Christian Wood (17179300),Christian Wood,17179300,PF/C/F/UTIL,8500,UTA@HOU 04/21/2021 08:00PM ET,HOU,40.06
SF,DeMar DeRozan (17179304),DeMar DeRozan,17179304,SF/F/UTIL,8400,MIA@SA 04/21/2021 08:30PM ET,SA,39.34
C,Bam Adebayo (17179307),Bam Adebayo,17179307,C/UTIL,8300,MIA@SA 04/21/2021 08:30PM ET,MIA,42.28
PG/SG,Fred VanVleet (17179309),Fred VanVleet,17179309,PG/SG/G/UTIL,8200,BKN@TOR 04/21/2021 07:00PM ET,TOR,39.66
C,Jonas Valanciunas (17179313),Jonas Valanciunas,17179313,C/UTIL,8100,MEM@LAC 04/21/2021 10:00PM ET,MEM,38.54
C,Rudy Gobert (17179315),Rudy Gobert,17179315,C/UTIL,8000,UTA@HOU 04/21/2021 08:00PM ET,UTA,40.29
SF/PF,Michael Porter Jr. (17179317),Michael Porter Jr.,17179317,SF/PF/F/UTIL,7900,DEN@POR 04/21/2021 10:00PM ET,DEN,33.04
PG/SG,Shai Gilgeous-Alexander (17179321),Shai Gilgeous-Alexander,17179321,PG/SG/G/UTIL,7800,OKC@IND 04/21/2021 07:00PM ET,OKC,41
SG,Bogdan Bogdanovic (17179328),Bogdan Bogdanovic,17179328,SG/G/UTIL,7800,ATL@NY 04/21/2021 08:00PM ET,ATL,26.55
PG,Ben Simmons (17179325),Ben Simmons,17179325,PG/G/UTIL,7800,PHO@PHI 04/21/2021 07:00PM ET,PHI,38.58
