slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
youngtr01,Trae Young,ATLANTA HAWKS,HOME,INDIANA PACERS,WIN,2129,9,21,3,9,13,14,0,5,11,2,0,2,0,31.7
roziete01,Terry Rozier,CHARLOTTE HORNETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2354,13,24,7,13,1,2,0,8,10,2,1,2,3,30.9
bouchch01,Chris Boucher,TORONTO RAPTORS,HOME,OKLAHOMA CITY THUNDER,WIN,2118,10,16,6,9,5,7,6,6,2,1,1,0,4,30.5
foxde01,De'Aaron Fox,SACRAMENTO KINGS,AWAY,DALLAS MAVERICKS,WIN,2207,12,21,0,2,6,7,0,4,12,2,0,0,2,30.5
willizi01,Zion Williamson,NEW ORLEANS PELICANS,AWAY,NEW YORK KNICKS,LOSS,2501,13,23,0,3,8,11,5,4,5,2,0,2,2,29.3
capelca01,Clint Capela,ATLANTA HAWKS,HOME,INDIANA PACERS,WIN,2151,10,17,0,0,5,9,8,16,0,2,3,1,1,28.6
randlju01,Julius Randle,NEW YORK KNICKS,HOME,NEW ORLEANS PELICANS,WIN,2834,11,28,2,8,9,10,0,5,10,5,0,4,4,25.3
doncilu01,Luka Dončić,DALLAS MAVERICKS,HOME,SACRAMENTO KINGS,LOSS,2150,14,27,4,13,5,10,2,6,4,1,3,4,5,24.8
shamela01,Landry Shamet,BROOKLYN NETS,AWAY,MIAMI HEAT,LOSS,2251,10,15,7,12,3,4,0,2,3,0,0,1,5,22.8
dortlu01,Luguentz Dort,OKLAHOMA CITY THUNDER,AWAY,TORONTO RAPTORS,LOSS,1867,9,15,5,8,6,8,0,4,2,1,0,1,3,22.7
huertke01,Kevin Huerter,ATLANTA HAWKS,HOME,INDIANA PACERS,WIN,2412,8,12,5,7,2,3,2,7,3,2,1,2,3,22.5
brogdma01,Malcolm Brogdon,INDIANA PACERS,AWAY,ATLANTA HAWKS,LOSS,1874,11,18,3,7,4,4,1,2,8,0,1,4,5,22.4
finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,HOME,SACRAMENTO KINGS,LOSS,2124,8,11,6,8,0,0,2,2,1,0,1,1,1,19.5
georgpa01,Paul George,LOS ANGELES CLIPPERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1612,9,17,4,9,1,2,2,5,5,2,1,3,3,19.2
mccontj01,T.J. McConnell,INDIANA PACERS,AWAY,ATLANTA HAWKS,LOSS,2185,9,10,0,0,0,0,0,1,7,1,0,0,4,19.2
daviste02,Terence Davis,SACRAMENTO KINGS,AWAY,DALLAS MAVERICKS,WIN,1772,9,12,5,5,0,0,0,3,3,0,0,1,3,19.0
bacondw01,Dwayne Bacon,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,LOSS,1957,7,14,1,5,7,7,1,2,2,3,0,1,2,18.9
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,HOME,INDIANA PACERS,WIN,2239,9,18,5,11,0,0,0,3,3,2,1,0,2,18.9
barneha02,Harrison Barnes,SACRAMENTO KINGS,AWAY,DALLAS MAVERICKS,WIN,2177,9,14,5,8,1,1,0,5,1,1,0,1,3,18.8
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,WIN,1954,7,10,0,1,0,0,2,5,6,1,3,0,3,18.8
washipj01,P.J. Washington,CHARLOTTE HORNETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2042,8,17,5,11,2,4,2,6,0,1,4,1,2,18.7
rosede01,Derrick Rose,NEW YORK KNICKS,HOME,NEW ORLEANS PELICANS,WIN,2113,9,17,2,4,3,4,0,3,5,1,1,2,1,18.0
woodch01,Christian Wood,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,WIN,2384,9,18,4,9,3,6,1,9,3,1,1,4,2,17.2
olynyke01,Kelly Olynyk,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,WIN,2338,9,14,2,4,4,5,1,6,4,1,0,6,2,16.9
porteke02,Kevin Porter,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,WIN,1903,8,15,4,7,2,2,2,1,7,1,0,3,6,16.9
brunsja01,Jalen Brunson,DALLAS MAVERICKS,HOME,SACRAMENTO KINGS,LOSS,1852,8,10,2,3,2,4,1,3,4,1,0,3,3,16.6
adebaba01,Bam Adebayo,MIAMI HEAT,HOME,BROOKLYN NETS,WIN,1959,9,16,0,0,3,5,5,10,5,2,0,7,3,16.4
sabondo01,Domantas Sabonis,INDIANA PACERS,AWAY,ATLANTA HAWKS,LOSS,1952,8,14,2,4,0,0,1,13,5,2,0,4,3,16.3
anthoca01,Carmelo Anthony,PORTLAND TRAIL BLAZERS,AWAY,CHARLOTTE HORNETS,LOSS,1687,8,19,6,12,2,2,1,2,2,1,0,1,1,16.2
leonaka01,Kawhi Leonard,LOS ANGELES CLIPPERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1366,6,11,2,6,1,1,0,11,8,0,1,3,1,15.9
