slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
portemi01,Michael Porter,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,2145,13,21,8,12,5,5,0,6,2,0,3,1,1,33.4
vanvlfr01,Fred VanVleet,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,LOSS,2404,10,20,5,10,2,2,0,5,11,2,0,0,4,26.6
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,WIN,2226,10,21,0,3,12,12,2,5,8,1,0,5,2,25.0
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,PHILADELPHIA 76ERS,WIN,1423,9,12,1,3,5,10,1,13,7,2,1,4,2,24.6
doziepj01,PJ Dozier,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1668,10,13,3,5,0,0,0,7,3,2,2,0,3,24.3
jokicni01,Nikola Jokić,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1741,10,14,0,0,4,6,0,8,12,1,1,4,4,24.3
vucevni01,Nikola Vučević,CHICAGO BULLS,AWAY,MIAMI HEAT,LOSS,2336,11,18,2,6,2,3,2,12,6,0,0,2,1,24.2
willizi01,Zion Williamson,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,LOSS,2280,13,23,0,0,7,13,5,9,2,0,0,2,3,24.1
adebaba01,Bam Adebayo,MIAMI HEAT,HOME,CHICAGO BULLS,WIN,2104,7,13,0,0,6,7,2,4,10,2,0,1,2,23.1
olynyke01,Kelly Olynyk,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,2070,4,11,2,6,11,11,1,7,11,0,0,2,1,23.0
plumlma01,Mason Plumlee,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,1736,7,9,0,0,3,4,3,18,5,0,2,2,3,22.3
wilsodj01,D.J. Wilson,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,2393,10,17,3,7,2,2,1,7,4,3,0,3,1,22.3
poweldw01,Dwight Powell,DALLAS MAVERICKS,HOME,LOS ANGELES LAKERS,WIN,1708,11,12,0,0,3,3,1,8,1,0,0,1,4,22.2
whiteco01,Coby White,CHICAGO BULLS,AWAY,MIAMI HEAT,LOSS,2258,11,18,3,9,6,6,0,5,5,2,0,6,4,22.2
anunoog01,OG Anunoby,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,LOSS,2311,9,16,6,11,3,4,0,5,3,2,0,1,4,22.0
edwaran01,Anthony Edwards,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,2169,9,19,4,10,1,3,1,8,4,5,0,2,1,21.0
