slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
whitede01,Derrick White,SAN ANTONIO SPURS,HOME,DETROIT PISTONS,WIN,1717,8,17,2,8,8,8,2,5,8,1,3,1,0,27.9
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,PHILADELPHIA 76ERS,WIN,2126,8,15,1,2,10,18,2,14,6,2,1,3,2,25.2
walkeke02,Kemba Walker,BOSTON CELTICS,HOME,PHOENIX SUNS,WIN,2214,11,17,5,11,5,6,0,4,4,0,1,4,1,24.4
ingrabr01,Brandon Ingram,NEW ORLEANS PELICANS,AWAY,ORLANDO MAGIC,WIN,1742,11,17,2,5,5,5,0,3,6,0,0,2,1,24.2
schrode01,Dennis Schröder,LOS ANGELES LAKERS,AWAY,DALLAS MAVERICKS,LOSS,2270,9,13,2,3,5,6,2,0,13,0,0,4,6,23.2
doncilu01,Luka Dončić,DALLAS MAVERICKS,HOME,LOS ANGELES LAKERS,WIN,2189,9,21,3,9,9,11,1,8,8,3,0,5,5,22.8
portibo01,Bobby Portis,MILWAUKEE BUCKS,HOME,PHILADELPHIA 76ERS,WIN,1355,9,11,5,5,0,0,1,4,1,1,3,1,3,22.4
willizi01,Zion Williamson,NEW ORLEANS PELICANS,AWAY,ORLANDO MAGIC,WIN,1362,9,12,0,0,5,5,3,4,2,0,0,1,1,21.5
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,DALLAS MAVERICKS,LOSS,2064,9,17,6,12,5,5,0,1,0,1,0,0,2,21.2
poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,HOME,DETROIT PISTONS,WIN,1785,6,8,0,0,5,6,4,7,4,0,4,2,4,20.3
vucevni01,Nikola Vučević,CHICAGO BULLS,HOME,CHARLOTTE HORNETS,WIN,1723,8,13,1,4,1,1,1,15,6,0,0,2,0,19.5
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,PHILADELPHIA 76ERS,WIN,2010,10,16,4,7,0,0,0,1,5,1,0,2,1,19.2
jacksjo02,Josh Jackson,DETROIT PISTONS,AWAY,SAN ANTONIO SPURS,LOSS,1865,11,20,2,7,5,9,2,2,2,0,1,2,2,19.1
