Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Russell Westbrook (17207677),Russell Westbrook,17207677,PG/G/UTIL,11000,WAS@OKC 04/23/2021 08:00PM ET,WAS,56.27
C,Nikola Jokic (17207680),Nikola Jokic,17207680,C/UTIL,10900,DEN@GS 04/23/2021 10:00PM ET,DEN,58.62
PG/SG,James Harden (17207682),James Harden,17207682,PG/SG/G/UTIL,10700,BOS@BKN 04/23/2021 07:30PM ET,BKN,56.62
PG,Stephen Curry (17207686),Stephen Curry,17207686,PG/G/UTIL,10300,DEN@GS 04/23/2021 10:00PM ET,GS,50.68
PG/SG,Kyrie Irving (17207689),Kyrie Irving,17207689,PG/SG/G/UTIL,10100,BOS@BKN 04/23/2021 07:30PM ET,BKN,46.96
PF,Jayson Tatum (17207693),Jayson Tatum,17207693,PF/F/UTIL,10000,BOS@BKN 04/23/2021 07:30PM ET,BOS,45.11
SF,Jimmy Butler (17207696),Jimmy Butler,17207696,SF/F/UTIL,9700,MIA@ATL 04/23/2021 07:30PM ET,MIA,46.21
SG/SF,Bradley Beal (17207699),Bradley Beal,17207699,SG/SF/F/G/UTIL,9600,WAS@OKC 04/23/2021 08:00PM ET,WAS,46.79
PG,Damian Lillard (17207704),Damian Lillard,17207704,PG/G/UTIL,9500,MEM@POR 04/23/2021 10:00PM ET,POR,48.39
SG,Paul George (17207707),Paul George,17207707,SG/G/UTIL,9300,LAC@HOU 04/23/2021 08:00PM ET,LAC,43.48
PG,Trae Young (17207710),Trae Young,17207710,PG/G/UTIL,9200,MIA@ATL 04/23/2021 07:30PM ET,ATL,46.43
SF,Kawhi Leonard (17207713),Kawhi Leonard,17207713,SF/F/UTIL,9100,LAC@HOU 04/23/2021 08:00PM ET,LAC,46.22
PF,Kevin Durant (17207716),Kevin Durant,17207716,PF/F/UTIL,9000,BOS@BKN 04/23/2021 07:30PM ET,BKN,46.99
C,Clint Capela (17207719),Clint Capela,17207719,C/UTIL,8800,MIA@ATL 04/23/2021 07:30PM ET,ATL,41.77
PG/SG,Terry Rozier (17207721),Terry Rozier,17207721,PG/SG/G/UTIL,8700,CLE@CHA 04/23/2021 08:00PM ET,CHA,36
PG/SG,CJ McCollum (17207725),CJ McCollum,17207725,PG/SG/G/UTIL,8600,MEM@POR 04/23/2021 10:00PM ET,POR,39.95
SG/SF,Jaylen Brown (17207729),Jaylen Brown,17207729,SG/SF/F/G/UTIL,8400,BOS@BKN 04/23/2021 07:30PM ET,BOS,40.56
PF/C,Christian Wood (17207734),Christian Wood,17207734,PF/C/F/UTIL,8300,LAC@HOU 04/23/2021 08:00PM ET,HOU,39.72
C,Bam Adebayo (17207738),Bam Adebayo,17207738,C/UTIL,8200,MIA@ATL 04/23/2021 07:30PM ET,MIA,42.39
C,Jonas Valanciunas (17207740),Jonas Valanciunas,17207740,C/UTIL,8100,MEM@POR 04/23/2021 10:00PM ET,MEM,38.54
SF/PF,Miles Bridges (17207742),Miles Bridges,17207742,SF/PF/F/UTIL,8000,CLE@CHA 04/23/2021 08:00PM ET,CHA,25
PG/SG,Shai Gilgeous-Alexander (17207746),Shai Gilgeous-Alexander,17207746,PG/SG/G/UTIL,7900,WAS@OKC 04/23/2021 08:00PM ET,OKC,41
SG,Bogdan Bogdanovic (17207750),Bogdan Bogdanovic,17207750,SG/G/UTIL,7800,MIA@ATL 04/23/2021 07:30PM ET,ATL,26.93
SF/PF,Michael Porter Jr. (17207753),Michael Porter Jr.,17207753,SF/PF/F/UTIL,7700,DEN@GS 04/23/2021 10:00PM ET,DEN,32.90
PG,Kemba Walker (17207760),Kemba Walker,17207760,PG/G/UTIL,7500,BOS@BKN 04/23/2021 07:30PM ET,BOS,33.34
PG,John Wall (17207757),John Wall,17207757,PG/G/UTIL,7500,LAC@HOU 04/23/2021 08:00PM ET,HOU,37.67
PF,Gordon Hayward (17207763),Gordon Hayward,17207763,PF/F/UTIL,7400,CLE@CHA 04/23/2021 08:00PM ET,CHA,36.11
PG/SG,Collin Sexton (17207766),Collin Sexton,17207766,PG/SG/G/UTIL,7300,CLE@CHA 04/23/2021 08:00PM ET,CLE,36.33
PG,Ja Morant (17207770),Ja Morant,17207770,PG/G/UTIL,7200,MEM@POR 04/23/2021 10:00PM ET,MEM,36.20
C,Jarrett Allen (17207773),Jarrett Allen,17207773,C/UTIL,7100,CLE@CHA 04/23/2021 08:00PM ET,CLE,31.63
PG,LaMelo Ball (17207775),LaMelo Ball,17207775,PG/G/UTIL,7000,CLE@CHA 04/23/2021 08:00PM ET,CHA,36.17
PF,Jaren Jackson Jr. (17207778),Jaren Jackson Jr.,17207778,PF/F/UTIL,7000,MEM@POR 04/23/2021 10:00PM ET,MEM,33.5
PG/SG,Victor Oladipo (17207781),Victor Oladipo,17207781,PG/SG/G/UTIL,6900,MIA@ATL 04/23/2021 07:30PM ET,MIA,36.24
PG/SG,Marcus Smart (17207785),Marcus Smart,17207785,PG/SG/G/UTIL,6900,BOS@BKN 04/23/2021 07:30PM ET,BOS,30.19
PF/C,Draymond Green (17207789),Draymond Green,17207789,PF/C/F/UTIL,6900,DEN@GS 04/23/2021 10:00PM ET,GS,31.81
PF/C,John Collins (17207803),John Collins,17207803,PF/C/F/UTIL,6800,MIA@ATL 04/23/2021 07:30PM ET,ATL,32.96
PG,Darius Garland (17207793),Darius Garland,17207793,PG/G/UTIL,6800,CLE@CHA 04/23/2021 08:00PM ET,CLE,31.63
C,Kelly Olynyk (17207801),Kelly Olynyk,17207801,C/UTIL,6800,LAC@HOU 04/23/2021 08:00PM ET,HOU,26.72
SG/SF,Luguentz Dort (17207796),Luguentz Dort,17207796,SG/SF/F/G/UTIL,6800,WAS@OKC 04/23/2021 08:00PM ET,OKC,23.91
PG/SG,Kevin Porter Jr. (17207807),Kevin Porter Jr.,17207807,PG/SG/G/UTIL,6700,LAC@HOU 04/23/2021 08:00PM ET,HOU,31.21
SG/SF,Andrew Wiggins (17207811),Andrew Wiggins,17207811,SG/SF/F/G/UTIL,6600,DEN@GS 04/23/2021 10:00PM ET,GS,31.38
PF/C,Kevin Love (17207821),Kevin Love,17207821,PF/C/F/UTIL,6500,CLE@CHA 04/23/2021 08:00PM ET,CLE,25.48
PG/SG,Devonte' Graham (17207825),Devonte' Graham,17207825,PG/SG/G/UTIL,6500,CLE@CHA 04/23/2021 08:00PM ET,CHA,28.28
SG/SF,Norman Powell (17207816),Norman Powell,17207816,SG/SF/F/G/UTIL,6500,MEM@POR 04/23/2021 10:00PM ET,POR,28.93
PF,Darius Bazley (17207829),Darius Bazley,17207829,PF/F/UTIL,6400,WAS@OKC 04/23/2021 08:00PM ET,OKC,26.81
PF/C,PJ Washington (17207832),PJ Washington,17207832,PF/C/F/UTIL,6300,CLE@CHA 04/23/2021 08:00PM ET,CHA,28.48
SF/PF,Jae'Sean Tate (17207838),Jae'Sean Tate,17207838,SF/PF/F/UTIL,6200,LAC@HOU 04/23/2021 08:00PM ET,HOU,24.50
C,Enes Kanter (17207836),Enes Kanter,17207836,C/UTIL,6200,MEM@POR 04/23/2021 10:00PM ET,POR,30.92
SF/PF,Marcus Morris Sr. (17207842),Marcus Morris Sr.,17207842,SF/PF/F/UTIL,6100,LAC@HOU 04/23/2021 08:00PM ET,LAC,22.81
SF/PF,Kyle Anderson (17207846),Kyle Anderson,17207846,SF/PF/F/UTIL,6100,MEM@POR 04/23/2021 10:00PM ET,MEM,29.33
C,Robert Williams (17207850),Robert Williams,17207850,C/UTIL,5900,BOS@BKN 04/23/2021 07:30PM ET,BOS,24.41
SG/SF,Joe Harris (17207852),Joe Harris,17207852,SG/SF/F/G/UTIL,5900,BOS@BKN 04/23/2021 07:30PM ET,BKN,24.51
SG/SF,Kevin Huerter (17207866),Kevin Huerter,17207866,SG/SF/F/G/UTIL,5800,MIA@ATL 04/23/2021 07:30PM ET,ATL,25.05
