slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jokicni01,Nikola Jokić,DENVER NUGGETS,HOME,MEMPHIS GRIZZLIES,WIN,2704,20,31,2,6,5,6,7,8,8,0,1,7,3,38.3
moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,DENVER NUGGETS,LOSS,2726,13,24,2,5,8,11,2,6,12,3,1,4,1,34.1
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,2215,14,28,10,17,11,12,0,3,5,0,0,6,2,32.2
nunnke01,Kendrick Nunn,MIAMI HEAT,HOME,HOUSTON ROCKETS,WIN,2314,12,20,6,12,0,0,0,7,8,0,0,2,2,25.7
bartowi01,Will Barton,DENVER NUGGETS,HOME,MEMPHIS GRIZZLIES,WIN,2648,8,19,5,6,7,8,1,5,7,1,1,1,2,24.5
sextoco01,Collin Sexton,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,LOSS,2302,12,20,1,1,3,3,3,4,4,1,2,2,3,24.1
vucevni01,Nikola Vučević,CHICAGO BULLS,AWAY,BOSTON CELTICS,WIN,1897,13,23,3,6,0,0,4,5,2,2,1,2,1,24.1
bealbr01,Bradley Beal,WASHINGTON WIZARDS,HOME,OKLAHOMA CITY THUNDER,WIN,2129,12,21,3,4,3,4,0,1,2,3,1,1,1,23.7
meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,AWAY,DENVER NUGGETS,LOSS,2444,9,17,6,10,1,2,2,6,6,4,0,2,5,23.7
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,PHOENIX SUNS,LOSS,2111,12,22,0,1,9,10,0,8,2,1,1,3,3,23.3
holidjr01,Jrue Holiday,MILWAUKEE BUCKS,HOME,PHOENIX SUNS,LOSS,2428,10,19,2,6,3,3,1,3,8,2,1,2,3,22.4
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,1948,8,21,1,3,11,14,2,11,8,1,1,4,3,22.1
paulch01,Chris Paul,PHOENIX SUNS,AWAY,MILWAUKEE BUCKS,WIN,2281,10,20,2,4,0,0,0,7,13,1,0,2,1,21.8
stewais01,Isaiah Stewart,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,1890,8,12,0,0,2,2,6,10,0,3,3,2,4,21.5
bookede01,Devin Booker,PHOENIX SUNS,AWAY,MILWAUKEE BUCKS,WIN,2632,9,24,1,4,5,6,3,4,7,3,1,1,2,20.5
hortota01,Talen Horton-Tucker,LOS ANGELES LAKERS,HOME,UTAH JAZZ,LOSS,1694,8,13,3,5,5,7,0,4,2,2,0,1,1,20.5
whitede01,Derrick White,SAN ANTONIO SPURS,AWAY,INDIANA PACERS,WIN,2019,8,17,6,11,3,4,1,2,4,1,0,0,2,20.2
dragigo01,Goran Dragić,MIAMI HEAT,HOME,HOUSTON ROCKETS,WIN,1689,7,10,3,4,2,2,2,4,5,1,1,2,2,19.8
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,PHOENIX SUNS,LOSS,2302,10,22,2,9,4,4,1,6,5,2,0,2,2,19.8
aytonde01,Deandre Ayton,PHOENIX SUNS,AWAY,MILWAUKEE BUCKS,WIN,2388,8,11,0,0,4,4,1,12,2,0,1,1,3,19.7
inglejo01,Joe Ingles,UTAH JAZZ,AWAY,LOS ANGELES LAKERS,WIN,1904,8,11,5,8,0,0,0,4,5,0,0,2,2,18.4
tillmxa01,Xavier Tillman,MEMPHIS GRIZZLIES,AWAY,DENVER NUGGETS,LOSS,2470,7,12,2,3,2,4,4,10,1,2,1,1,4,18.2
bridgmi01,Mikal Bridges,PHOENIX SUNS,AWAY,MILWAUKEE BUCKS,WIN,2379,8,11,5,7,0,0,0,1,2,0,1,0,2,18.1
iguodan01,Andre Iguodala,MIAMI HEAT,HOME,HOUSTON ROCKETS,WIN,1703,6,11,4,7,0,0,1,5,7,2,2,2,3,18.0
bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,AWAY,WASHINGTON WIZARDS,LOSS,2272,7,19,1,6,11,13,2,5,3,0,0,1,3,17.5
schrode01,Dennis Schröder,LOS ANGELES LAKERS,HOME,UTAH JAZZ,LOSS,1695,6,11,2,3,1,2,0,4,6,4,0,1,1,17.3
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,AWAY,INDIANA PACERS,WIN,1910,5,13,0,2,8,9,2,6,6,0,1,0,4,17.0
whiteco01,Coby White,CHICAGO BULLS,AWAY,BOSTON CELTICS,WIN,1775,5,14,3,8,6,6,0,3,7,1,1,1,2,16.9
goberru01,Rudy Gobert,UTAH JAZZ,AWAY,LOS ANGELES LAKERS,WIN,1710,5,7,0,0,4,5,1,9,2,1,2,0,3,16.7
onealro01,Royce O'Neale,UTAH JAZZ,AWAY,LOS ANGELES LAKERS,WIN,1837,5,5,3,3,0,0,0,9,5,0,2,2,1,16.7
bertada01,Dāvis Bertāns,WASHINGTON WIZARDS,HOME,OKLAHOMA CITY THUNDER,WIN,1683,6,12,6,12,3,3,0,3,2,0,0,0,2,16.5
garlada01,Darius Garland,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,LOSS,2187,9,19,2,8,3,5,0,1,6,2,1,3,1,16.3
robindu01,Duncan Robinson,MIAMI HEAT,HOME,HOUSTON ROCKETS,WIN,1715,7,14,5,11,0,0,0,5,4,1,0,0,3,16.1
brownja02,Jaylen Brown,BOSTON CELTICS,HOME,CHICAGO BULLS,LOSS,2221,10,15,3,4,0,0,0,4,1,1,0,2,4,15.8
beysa01,Saddiq Bey,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,2154,6,12,6,11,2,3,0,5,1,2,0,1,4,15.2
clarkjo01,Jordan Clarkson,UTAH JAZZ,AWAY,LOS ANGELES LAKERS,WIN,1890,9,14,2,4,2,2,0,3,1,1,0,2,3,15.2
woodch01,Christian Wood,HOUSTON ROCKETS,AWAY,MIAMI HEAT,LOSS,1910,8,16,2,6,0,0,1,6,0,3,2,1,2,15.1
portemi01,Michael Porter,DENVER NUGGETS,HOME,MEMPHIS GRIZZLIES,WIN,2585,7,13,5,8,2,2,1,6,1,0,1,3,3,14.4
bogdabo02,Bojan Bogdanović,UTAH JAZZ,AWAY,LOS ANGELES LAKERS,WIN,1841,7,12,2,6,3,3,0,3,4,1,0,3,2,14.3
jacksfr01,Frank Jackson,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,1675,7,14,3,8,3,5,0,4,2,0,1,0,3,14.3
thybuma01,Matisse Thybulle,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,1873,6,11,1,4,0,0,1,6,1,3,1,0,1,14.2
allengr01,Grayson Allen,MEMPHIS GRIZZLIES,AWAY,DENVER NUGGETS,LOSS,2593,8,20,3,10,5,5,0,3,1,3,0,3,2,14.0
loveke01,Kevin Love,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,LOSS,1798,7,13,0,4,1,2,0,8,4,0,0,0,0,13.5
gaffoda01,Daniel Gafford,WASHINGTON WIZARDS,HOME,OKLAHOMA CITY THUNDER,WIN,958,6,6,0,0,1,2,2,3,0,0,1,0,1,13.4
lopezro01,Robin Lopez,WASHINGTON WIZARDS,HOME,OKLAHOMA CITY THUNDER,WIN,967,7,9,0,0,3,5,1,1,0,0,0,0,1,13.3
poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,AWAY,INDIANA PACERS,WIN,1477,7,10,0,0,2,2,1,6,1,2,1,2,6,13.3
conlemi01,Mike Conley,UTAH JAZZ,AWAY,LOS ANGELES LAKERS,WIN,1710,5,11,3,6,1,1,0,2,10,1,0,3,2,13.1
dedmode01,Dewayne Dedmon,MIAMI HEAT,HOME,HOUSTON ROCKETS,WIN,1142,6,8,0,1,0,0,1,5,1,1,2,1,0,13.1
wiggian01,Andrew Wiggins,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,2495,6,11,1,2,3,5,0,10,2,0,2,2,2,12.9
greenda02,Danny Green,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,1961,4,8,4,7,0,0,2,5,2,3,0,1,4,12.7
greenja01,JaMychal Green,DENVER NUGGETS,HOME,MEMPHIS GRIZZLIES,WIN,1393,4,5,2,3,2,2,0,5,1,1,0,0,2,12.5
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,UTAH JAZZ,LOSS,1743,5,8,5,7,0,0,0,0,0,1,0,0,0,12.4
kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,HOME,UTAH JAZZ,LOSS,1743,8,13,1,3,0,0,0,2,3,1,0,2,1,12.4
harteis01,Isaiah Hartenstein,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,LOSS,1193,5,8,0,0,3,4,2,4,4,1,3,4,3,12.3
brissos01,Oshae Brissett,INDIANA PACERS,HOME,SAN ANTONIO SPURS,LOSS,1481,5,8,3,5,0,1,3,3,0,1,0,0,2,12.2
porteke02,Kevin Porter,HOUSTON ROCKETS,AWAY,MIAMI HEAT,LOSS,1851,6,14,3,7,3,3,0,2,3,0,0,1,1,11.9
anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,AWAY,DENVER NUGGETS,LOSS,2319,4,10,1,5,2,2,1,5,6,1,0,0,3,11.8
bradlto01,Tony Bradley,OKLAHOMA CITY THUNDER,AWAY,WASHINGTON WIZARDS,LOSS,1193,7,9,0,0,2,2,1,2,0,2,0,2,5,11.8
jeromty01,Ty Jerome,OKLAHOMA CITY THUNDER,AWAY,WASHINGTON WIZARDS,LOSS,1215,3,6,3,5,2,2,0,5,3,1,0,1,0,11.6
millspa01,Paul Millsap,DENVER NUGGETS,HOME,MEMPHIS GRIZZLIES,WIN,776,5,6,0,1,2,4,0,5,2,1,1,2,0,11.6
murrade01,Dejounte Murray,SAN ANTONIO SPURS,AWAY,INDIANA PACERS,WIN,1976,4,10,1,2,2,4,0,7,7,0,0,0,1,11.4
pritcpa01,Payton Pritchard,BOSTON CELTICS,HOME,CHICAGO BULLS,LOSS,1886,5,8,2,3,2,2,0,1,3,1,0,2,1,11.4
brogdma01,Malcolm Brogdon,INDIANA PACERS,HOME,SAN ANTONIO SPURS,LOSS,1893,5,20,1,7,7,8,1,5,5,1,2,2,1,11.3
leeda03,Damion Lee,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,1891,5,6,2,2,0,0,1,5,1,0,1,2,1,11.0
sumneed01,Edmond Sumner,INDIANA PACERS,HOME,SAN ANTONIO SPURS,LOSS,1409,3,5,1,2,0,0,1,4,6,2,0,1,2,11.0
willike04,Kenrich Williams,OKLAHOMA CITY THUNDER,AWAY,WASHINGTON WIZARDS,LOSS,2109,5,10,2,4,3,4,3,4,3,0,0,2,5,11.0
hayeski01,Killian Hayes,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,2003,5,8,0,1,2,2,1,2,9,1,0,5,3,10.8
watertr01,Tremont Waters,BOSTON CELTICS,HOME,CHICAGO BULLS,LOSS,479,3,3,1,1,2,2,0,1,1,2,0,0,1,10.7
westbru01,Russell Westbrook,WASHINGTON WIZARDS,HOME,OKLAHOMA CITY THUNDER,WIN,2350,5,18,1,4,2,6,2,9,17,3,0,8,3,10.6
connapa01,Pat Connaughton,MILWAUKEE BUCKS,HOME,PHOENIX SUNS,LOSS,1383,3,4,3,4,0,0,1,8,0,1,0,1,0,10.5
jacksjo02,Josh Jackson,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,1808,5,16,0,5,6,7,1,4,4,1,1,2,1,10.4
youngth01,Thaddeus Young,CHICAGO BULLS,AWAY,BOSTON CELTICS,WIN,963,6,12,0,2,1,1,1,1,3,2,0,1,2,10.3
templga01,Garrett Temple,CHICAGO BULLS,AWAY,BOSTON CELTICS,WIN,1862,4,9,3,3,2,2,0,4,4,0,2,3,2,9.9
johnske04,Keldon Johnson,SAN ANTONIO SPURS,AWAY,INDIANA PACERS,WIN,1668,6,10,1,4,1,2,1,5,2,0,0,2,2,9.8
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,AWAY,MIAMI HEAT,LOSS,1724,4,7,0,1,2,2,2,3,3,0,0,1,1,9.7
johnsca02,Cameron Johnson,PHOENIX SUNS,AWAY,MILWAUKEE BUCKS,WIN,1144,5,8,3,6,0,0,0,1,1,0,0,0,2,9.6
tatumja01,Jayson Tatum,BOSTON CELTICS,HOME,CHICAGO BULLS,LOSS,2220,3,17,1,4,7,8,0,13,10,0,0,4,1,9.4
curryse01,Seth Curry,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,2110,6,15,3,7,0,0,0,0,5,1,0,1,3,9.2
greendr01,Draymond Green,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,1853,4,8,0,3,0,0,0,6,6,2,0,1,5,9.0
mykhasv01,Sviatoslav Mykhailiuk,OKLAHOMA CITY THUNDER,AWAY,WASHINGTON WIZARDS,LOSS,1520,4,7,3,5,0,0,0,2,3,0,0,1,1,9.0
lenal01,Alex Len,WASHINGTON WIZARDS,HOME,OKLAHOMA CITY THUNDER,WIN,955,3,3,0,0,3,4,1,3,1,0,0,0,3,8.8
thomptr01,Tristan Thompson,BOSTON CELTICS,HOME,CHICAGO BULLS,LOSS,2004,5,6,0,0,1,1,2,3,1,0,1,3,2,8.7
princta02,Taurean Prince,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,LOSS,1490,3,8,2,7,3,3,1,1,1,2,0,1,3,8.1
doziepj01,PJ Dozier,DENVER NUGGETS,HOME,MEMPHIS GRIZZLIES,WIN,2236,3,9,0,4,4,4,2,3,5,0,1,3,1,8.0
bitadgo01,Goga Bitadze,INDIANA PACERS,HOME,SAN ANTONIO SPURS,LOSS,1367,1,7,0,2,5,6,3,6,0,0,5,0,4,7.9
clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,DENVER NUGGETS,LOSS,1386,2,4,0,0,0,0,0,4,4,2,1,0,2,7.9
cookty01,Tyler Cook,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,1801,6,11,0,0,0,2,1,2,2,1,0,1,2,7.8
walljo01,John Wall,HOUSTON ROCKETS,AWAY,MIAMI HEAT,LOSS,1805,4,14,1,5,5,6,0,4,6,1,0,4,0,7.8
gayru01,Rudy Gay,SAN ANTONIO SPURS,AWAY,INDIANA PACERS,WIN,1271,3,7,0,3,2,2,0,7,2,0,1,0,3,7.3
maledth01,Théo Maledon,OKLAHOMA CITY THUNDER,AWAY,WASHINGTON WIZARDS,LOSS,1751,5,15,2,5,2,2,0,7,5,0,0,3,2,7.3
