slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
bouchch01,Chris Boucher,TORONTO RAPTORS,HOME,CHICAGO BULLS,LOSS,2167,14,24,3,7,7,8,9,10,1,1,1,1,2,36.3
butleji01,Jimmy Butler,MIAMI HEAT,HOME,LOS ANGELES LAKERS,WIN,2138,8,11,1,2,11,12,2,5,5,3,0,3,1,29.1
georgpa01,Paul George,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,2038,12,19,7,9,2,2,0,7,3,2,0,1,4,28.1
mitchdo01,Donovan Mitchell,UTAH JAZZ,HOME,PORTLAND TRAIL BLAZERS,WIN,1973,14,25,1,8,8,8,1,4,4,1,0,3,1,27.4
porzikr01,Kristaps Porziņģis,DALLAS MAVERICKS,HOME,MILWAUKEE BUCKS,WIN,1997,10,20,4,7,2,2,6,11,1,0,2,1,2,23.8
sextoco01,Collin Sexton,CLEVELAND CAVALIERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1998,9,17,0,1,9,10,1,2,4,1,0,0,0,23.4
goberru01,Rudy Gobert,UTAH JAZZ,HOME,PORTLAND TRAIL BLAZERS,WIN,1937,6,9,0,0,6,7,6,14,2,0,1,1,2,22.4
lavinza01,Zach LaVine,CHICAGO BULLS,AWAY,TORONTO RAPTORS,WIN,2251,8,16,2,8,4,5,0,6,13,3,1,5,2,22.4
josepco01,Cory Joseph,DETROIT PISTONS,AWAY,SACRAMENTO KINGS,WIN,1912,10,14,0,1,4,5,0,3,7,1,1,3,3,21.1
princta02,Taurean Prince,CLEVELAND CAVALIERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1650,9,15,3,5,1,1,1,2,6,1,0,0,2,20.8
doncilu01,Luka Dončić,DALLAS MAVERICKS,HOME,MILWAUKEE BUCKS,WIN,2215,11,20,3,8,2,5,0,9,9,0,1,4,3,20.7
siakapa01,Pascal Siakam,TORONTO RAPTORS,HOME,CHICAGO BULLS,LOSS,2298,10,17,1,2,6,7,0,8,1,0,3,2,3,20.7
rondora01,Rajon Rondo,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,1167,5,8,3,4,2,2,2,1,9,1,0,0,2,19.6
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,MIAMI HEAT,LOSS,2342,11,20,6,11,0,0,1,3,1,0,1,1,3,19.2
bookede01,Devin Booker,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,2196,6,13,0,2,12,14,1,2,3,0,0,0,4,18.3
divindo01,Donte DiVincenzo,MILWAUKEE BUCKS,AWAY,DALLAS MAVERICKS,LOSS,1767,7,13,6,10,2,2,0,6,2,2,0,2,2,18.1
stewais01,Isaiah Stewart,DETROIT PISTONS,AWAY,SACRAMENTO KINGS,WIN,1969,8,10,0,0,0,1,4,9,4,1,1,3,2,18.0
jeromty01,Ty Jerome,OKLAHOMA CITY THUNDER,HOME,CLEVELAND CAVALIERS,LOSS,1900,9,16,5,9,0,0,0,3,3,0,0,0,2,17.6
bridgmi01,Mikal Bridges,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,2189,7,13,3,6,3,3,2,3,1,0,1,0,1,17.0
leonaka01,Kawhi Leonard,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,2266,10,20,3,7,4,4,1,4,5,0,0,5,1,17.0
portibo01,Bobby Portis,MILWAUKEE BUCKS,AWAY,DALLAS MAVERICKS,LOSS,2087,8,19,1,4,3,4,3,11,2,1,0,0,1,16.9
oladivi01,Victor Oladipo,MIAMI HEAT,HOME,LOS ANGELES LAKERS,WIN,1524,5,8,2,3,6,6,1,3,2,3,1,4,1,16.7
aytonde01,Deandre Ayton,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,1933,9,11,0,1,0,0,4,6,3,0,1,4,2,16.5
foxde01,De'Aaron Fox,SACRAMENTO KINGS,HOME,DETROIT PISTONS,LOSS,2202,8,19,0,5,7,11,1,8,7,2,0,3,5,16.3
loveke01,Kevin Love,CLEVELAND CAVALIERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1398,6,12,3,8,3,4,1,10,2,2,0,2,1,16.3
vucevni01,Nikola Vučević,CHICAGO BULLS,AWAY,TORONTO RAPTORS,WIN,1906,9,19,3,6,1,1,2,5,4,1,0,2,2,16.2
willike04,Kenrich Williams,OKLAHOMA CITY THUNDER,HOME,CLEVELAND CAVALIERS,LOSS,1859,5,9,2,2,0,0,2,5,9,2,0,2,5,14.9
garlada01,Darius Garland,CLEVELAND CAVALIERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1915,8,15,3,7,2,2,0,3,5,0,0,3,1,14.7
markkla01,Lauri Markkanen,CHICAGO BULLS,AWAY,TORONTO RAPTORS,WIN,1100,8,10,2,4,0,0,0,3,0,0,0,0,1,14.7
drumman01,Andre Drummond,LOS ANGELES LAKERS,AWAY,MIAMI HEAT,LOSS,1611,5,9,0,0,5,6,4,8,3,2,0,3,5,14.6
holmeri01,Richaun Holmes,SACRAMENTO KINGS,HOME,DETROIT PISTONS,LOSS,1503,5,8,0,0,5,6,1,8,1,2,2,2,4,14.6
lopezbr01,Brook Lopez,MILWAUKEE BUCKS,AWAY,DALLAS MAVERICKS,LOSS,1841,7,11,2,3,0,0,2,2,1,1,0,0,2,14.0
harteis01,Isaiah Hartenstein,CLEVELAND CAVALIERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1600,3,4,0,0,2,4,3,9,6,0,1,1,1,13.9
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,UTAH JAZZ,LOSS,2038,8,21,3,12,4,6,0,5,6,0,0,2,3,13.2
wadede01,Dean Wade,CLEVELAND CAVALIERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1723,5,10,2,7,0,0,0,4,3,2,2,0,2,12.9
inglejo01,Joe Ingles,UTAH JAZZ,HOME,PORTLAND TRAIL BLAZERS,WIN,2090,4,13,2,8,3,3,0,5,6,2,0,0,1,12.8
brownmo01,Moses Brown,OKLAHOMA CITY THUNDER,HOME,CLEVELAND CAVALIERS,LOSS,1869,6,10,0,0,1,1,2,9,0,1,1,1,2,12.4
willipa01,Patrick Williams,CHICAGO BULLS,AWAY,TORONTO RAPTORS,WIN,1895,3,7,1,2,4,4,4,3,1,1,1,1,0,12.4
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,UTAH JAZZ,LOSS,2078,8,21,3,10,0,0,2,1,2,1,1,0,0,12.3
theisda01,Daniel Theis,CHICAGO BULLS,AWAY,TORONTO RAPTORS,WIN,1614,6,9,0,1,2,3,3,7,3,0,0,3,2,12.2
