slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,WIN,2378,9,18,5,8,0,0,1,5,4,1,0,3,1,16.6
butleji01,Jimmy Butler,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,1946,6,16,2,6,4,5,0,4,8,2,0,1,0,16.6
martica02,Caleb Martin,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,2107,7,14,3,7,0,0,2,8,5,1,0,1,2,16.5
payneca01,Cameron Payne,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1337,4,8,2,3,4,4,0,5,7,1,0,1,0,16.4
bogdabo02,Bojan Bogdanović,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,2142,6,14,1,3,10,10,2,5,1,0,0,3,1,15.8
powelno01,Norman Powell,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,2285,8,15,4,8,0,0,1,3,3,1,0,1,2,15.6
vandeja01,Jarred Vanderbilt,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,1266,2,2,0,0,5,6,1,3,3,1,4,0,0,15.5
adebaba01,Bam Adebayo,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,1988,4,6,0,0,3,4,4,6,5,3,1,4,2,15.0
sabondo01,Domantas Sabonis,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,2202,9,17,1,4,1,1,2,11,2,1,0,3,2,15.0
kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,2046,7,18,4,12,6,6,2,2,1,0,0,2,1,14.5
birchkh01,Khem Birch,TORONTO RAPTORS,HOME,ATLANTA HAWKS,LOSS,1505,5,6,1,2,2,3,3,4,0,2,1,2,0,14.4
saricda01,Dario Šarić,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1076,4,5,0,1,5,5,1,4,2,0,0,0,0,14.4
brownja02,Jaylen Brown,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2429,9,21,3,7,3,4,2,2,2,1,0,1,4,14.3
smartma01,Marcus Smart,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2193,4,9,3,5,2,4,1,3,7,2,1,2,1,14.3
williro04,Robert Williams,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1540,8,12,0,1,0,1,2,5,4,0,0,1,2,14.3
craigto01,Torrey Craig,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1219,5,6,2,3,2,2,1,5,1,1,0,1,2,13.9
carusal01,Alex Caruso,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,1484,4,6,3,5,2,2,0,2,6,1,0,2,1,13.8
niangge01,Georges Niang,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,2039,6,14,6,13,0,0,0,10,3,0,0,2,0,13.7
schrode01,Dennis Schröder,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,2146,8,19,3,7,0,0,0,4,6,2,0,1,4,13.7
zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,1532,7,8,0,0,0,0,2,5,2,0,0,1,2,13.7
brownmo01,Moses Brown,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1569,4,8,0,0,4,4,5,10,0,2,1,2,4,13.6
jordade01,DeAndre Jordan,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1237,5,5,0,0,3,5,1,6,2,0,1,1,2,13.5
mitchdo01,Donovan Mitchell,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,1981,7,16,4,9,4,6,0,4,3,1,0,2,5,13.1
nurkiju01,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,1555,4,6,0,1,0,1,0,9,7,3,1,2,4,12.7
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,1666,4,6,0,0,2,4,5,7,1,0,1,1,0,12.6
huertke01,Kevin Huerter,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,WIN,1942,7,14,3,6,0,0,0,0,4,1,0,0,4,12.2
batumni01,Nicolas Batum,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,1660,6,12,2,7,0,0,1,4,1,1,5,3,0,12.1
goodwbr01,Brandon Goodwin,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,WIN,2229,6,12,3,4,3,6,0,5,3,2,0,4,1,12.0
mcdanja01,Jalen McDaniels,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,2394,7,12,2,4,0,0,1,7,1,2,0,2,5,11.9
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,2230,6,19,4,11,0,0,3,4,5,1,0,0,3,11.7
davised01,Ed Davis,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,620,0,0,0,0,2,2,7,3,1,2,2,0,1,11.5
mannte01,Terance Mann,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,1473,5,9,2,2,0,0,0,4,3,2,0,1,2,11.2
mccontj01,T.J. McConnell,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,1352,6,10,1,2,0,0,2,2,0,2,0,1,2,10.6
grahade01,Devonte' Graham,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,1877,7,19,3,13,2,3,0,1,6,1,0,4,1,9.2
kanteen01,Enes Kanter,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,1252,3,4,0,0,3,4,3,7,1,1,0,3,2,9.1
arizatr01,Trevor Ariza,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,1561,4,9,2,5,0,0,0,6,0,2,1,0,2,9.0
covinro01,Robert Covington,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,1862,3,7,1,4,2,2,0,7,3,0,3,1,4,9.0
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,2150,5,12,1,5,2,3,2,5,3,0,0,2,1,8.8
johnsca02,Cameron Johnson,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1793,6,11,3,8,0,0,1,4,2,1,0,4,3,8.8
brantja01,Jarrell Brantley,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,1312,4,5,2,3,0,0,2,2,1,0,0,1,3,8.6
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,2063,3,7,1,5,2,2,0,3,2,0,2,0,1,8.6
carteje01,Jevon Carter,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1270,3,7,3,7,0,0,1,1,1,2,0,0,1,8.6
pattepa01,Patrick Patterson,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,1138,3,5,0,2,0,0,2,3,4,0,0,0,1,8.4
claxtni01,Nicolas Claxton,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1238,3,4,0,0,0,1,1,7,2,1,1,0,4,8.3
greenje02,Jeff Green,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1130,1,2,0,1,5,5,1,3,4,0,0,1,3,8.2
paulch01,Chris Paul,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1543,2,7,1,3,0,0,0,2,9,3,0,1,4,8.2
okogijo01,Josh Okogie,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,1071,2,2,1,1,2,3,0,1,1,4,1,2,4,8.1
dragigo01,Goran Dragić,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,1676,3,11,0,7,6,8,2,4,4,0,0,1,3,7.9
laymaja01,Jake Layman,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,720,3,5,2,4,1,2,0,1,0,1,1,0,1,7.9
mclaujo01,Jordan McLaughlin,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,1304,3,7,2,5,1,2,0,2,2,2,0,1,0,7.9
matthwe02,Wesley Matthews,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,834,1,3,1,3,4,4,0,1,2,2,0,0,3,7.8
anunoog01,OG Anunoby,TORONTO RAPTORS,HOME,ATLANTA HAWKS,LOSS,2135,7,12,1,5,0,0,1,5,0,1,0,3,5,7.6
kennalu01,Luke Kennard,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,1447,4,8,2,3,0,0,0,3,4,1,0,2,3,7.5
brownbr01,Bruce Brown,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1406,4,15,0,2,1,1,4,8,3,3,1,3,3,6.9
thomptr01,Tristan Thompson,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1303,2,6,0,0,1,2,3,5,3,0,1,0,2,6.8
robindu01,Duncan Robinson,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,1751,5,12,4,10,1,1,0,2,2,0,0,3,3,6.4
rondora01,Rajon Rondo,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,1102,0,3,0,1,4,4,0,5,5,2,0,1,4,6.3
harremo01,Montrezl Harrell,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,1420,2,3,0,0,2,2,0,5,1,0,0,1,0,5.9
jeromty01,Ty Jerome,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1156,5,12,4,9,0,0,0,2,2,0,0,3,2,5.8
russeda01,D'Angelo Russell,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,1222,5,12,3,5,2,2,0,1,1,1,0,4,2,5.8
jacksre01,Reggie Jackson,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,1769,1,7,0,3,4,5,1,4,4,2,0,1,3,5.6
okongon01,Onyeka Okongwu,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,WIN,790,3,4,0,0,1,1,0,0,1,1,0,0,4,5.5
chiozch01,Chris Chiozza,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,835,2,6,0,1,0,0,0,2,5,0,1,0,0,5.4
drumman01,Andre Drummond,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,1460,2,7,0,0,0,0,4,8,1,3,0,2,4,5.2
sumneed01,Edmond Sumner,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,1206,3,6,0,2,1,2,1,2,1,2,0,2,1,5.2
mckinal01,Alfonzo McKinnie,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,513,3,6,2,3,0,0,1,1,0,0,0,1,0,5.0
holidju01,Justin Holiday,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,1962,3,9,2,7,0,0,0,2,1,1,0,0,1,4.8
willilo02,Lou Williams,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,WIN,1495,3,8,1,4,2,2,0,1,5,0,0,3,2,4.6
hortota01,Talen Horton-Tucker,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,1407,2,8,1,6,1,2,0,1,4,1,0,0,1,4.5
nunnke01,Kendrick Nunn,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,1239,3,8,1,6,1,1,1,3,4,1,0,3,5,4.0
herroty01,Tyler Herro,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,1638,5,11,0,3,0,0,0,2,0,2,0,3,0,3.9
rubiori01,Ricky Rubio,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,1150,2,6,1,4,0,0,1,2,2,1,0,1,1,3.9
willigr01,Grant Williams,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1035,1,1,1,1,0,0,0,2,1,0,1,0,2,3.9
knighna01,Nathan Knight,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,WIN,1075,2,7,0,2,2,3,2,3,1,0,1,1,1,3.8
robyis01,Isaiah Roby,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1416,2,8,1,2,0,0,3,6,2,1,0,2,2,3.7
holidaa01,Aaron Holiday,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,1018,3,7,1,3,0,0,0,1,0,0,1,1,0,3.3
bouchch01,Chris Boucher,TORONTO RAPTORS,HOME,ATLANTA HAWKS,LOSS,1412,1,3,0,2,2,2,0,3,3,0,0,1,3,3.1
willike04,Kenrich Williams,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1275,3,7,0,0,0,0,1,3,2,0,0,1,3,3.1
luwawti01,Timothé Luwawu-Cabarrot,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1427,4,11,1,5,0,0,1,5,1,0,0,2,2,3.0
hillso01,Solomon Hill,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,WIN,1805,2,7,1,5,2,2,0,1,1,1,0,1,3,2.7
hoodro01,Rodney Hood,TORONTO RAPTORS,HOME,ATLANTA HAWKS,LOSS,1078,3,10,1,4,1,2,1,5,0,0,0,1,1,2.6
gillefr01,Freddie Gillespie,TORONTO RAPTORS,HOME,ATLANTA HAWKS,LOSS,708,2,3,0,0,0,0,0,1,0,0,1,0,3,2.5
mykhasv01,Sviatoslav Mykhailiuk,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1339,2,7,1,2,0,1,2,1,1,0,0,0,1,2.5
maledth01,Théo Maledon,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1404,1,6,0,3,3,4,0,0,2,1,0,0,2,2.4
mcdanja02,Jaden McDaniels,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,1432,2,5,1,3,0,0,0,3,2,0,0,1,3,2.4
darlina01,Nate Darling,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,372,0,0,0,0,3,3,0,0,0,0,1,1,1,2.3
achiupr01,Precious Achiuwa,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,535,1,2,0,0,0,0,1,1,0,1,0,0,2,2.2
coffeam01,Amir Coffey,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,58,0,0,0,0,2,2,0,0,0,0,0,0,0,2.0
mayssk01,Skylar Mays,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,WIN,596,1,3,0,1,0,0,0,0,1,1,0,0,0,2.0
zelleco01,Cody Zeller,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,1214,2,3,0,1,1,1,0,3,0,0,0,1,4,2.0
stanlca01,Cassius Stanley,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,46,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7
bradlto01,Tony Bradley,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,638,0,1,0,0,0,0,2,3,0,0,0,0,0,1.6
crowdja01,Jae Crowder,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1661,2,8,1,6,0,0,1,5,2,0,0,2,1,1.4
johnsal02,Alize Johnson,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,565,1,1,0,0,0,0,1,0,0,0,0,1,0,1.4
martico01,Cody Martin,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,1240,3,6,0,3,0,2,1,2,1,0,0,2,2,1.4
mclembe01,Ben McLemore,LOS ANGELES LAKERS,AWAY,CHARLOTTE HORNETS,WIN,1027,2,5,1,3,0,0,1,3,1,0,0,2,3,1.4
culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,896,1,6,1,5,1,2,0,3,2,0,0,1,0,1.1
favorde01,Derrick Favors,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,841,0,2,0,0,0,0,2,3,0,0,2,1,1,0.9
griffbl01,Blake Griffin,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1447,0,6,0,4,4,4,0,4,2,1,0,2,2,0.6
lambje01,Jeremy Lamb,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,864,0,4,0,3,3,4,0,4,0,0,0,0,1,0.6
trentga02,Gary Trent,TORONTO RAPTORS,HOME,ATLANTA HAWKS,LOSS,2109,3,15,0,7,1,2,0,4,2,2,0,1,1,0.5
littlna01,Nassir Little,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,410,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3
watanyu01,Yuta Watanabe,TORONTO RAPTORS,HOME,ATLANTA HAWKS,LOSS,905,0,2,0,1,0,0,0,4,1,0,0,0,1,0.1
bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1724,3,9,1,5,0,2,0,1,0,0,0,1,1,0.0
bowenbr02,Brian Bowen,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
brissos01,Oshae Brissett,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
okpalkz01,KZ Okpala,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
oturuda01,Daniel Oturu,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
strusma01,Max Strus,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ojelese01,Semi Ojeleye,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,210,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.1
onimi01,Miye Oni,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,428,0,2,0,2,0,0,0,0,1,1,0,0,1,-0.1
wanambr01,Brad Wanamaker,CHARLOTTE HORNETS,HOME,LOS ANGELES LAKERS,LOSS,1380,1,11,0,2,2,2,1,0,5,1,1,2,2,-0.2
thomama02,Matt Thomas,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,899,2,10,1,8,0,0,0,3,0,0,0,0,0,-0.3
fittsma01,Malik Fitts,LOS ANGELES CLIPPERS,AWAY,INDIANA PACERS,WIN,58,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4
martike03,Kelan Martin,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,54,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4
bookede01,Devin Booker,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1352,4,16,1,8,3,3,0,3,3,1,1,6,4,-0.5
langfro01,Romeo Langford,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,532,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.5
hoardja01,Jaylen Hoard,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,645,0,0,0,0,0,0,0,2,0,0,0,0,3,-0.6
alexaty01,Ty-Shon Alexander,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,136,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
bjeline01,Nemanja Bjelica,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,357,0,2,0,2,0,0,0,0,1,0,0,0,0,-0.7
smithja04,Jalen Smith,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,190,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
perryre01,Reggie Perry,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,209,0,2,0,0,0,0,1,0,0,0,0,0,1,-1.1
robinju01,Justin Robinson,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,129,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.1
mcderdo01,Doug McDermott,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,586,0,2,0,1,0,0,0,2,0,1,0,1,1,-1.2
jonesde02,Derrick Jones,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,877,0,1,0,1,0,2,0,1,1,0,0,0,2,-1.3
bitadgo01,Goga Bitadze,INDIANA PACERS,HOME,LOS ANGELES CLIPPERS,LOSS,678,0,4,0,2,0,0,1,1,0,0,1,0,1,-1.5
vincega01,Gabe Vincent,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,190,0,1,0,1,0,0,0,0,0,0,0,0,2,-1.5
hernaju01,Juan Hernangómez,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,728,0,3,0,3,0,0,1,1,0,0,1,1,1,-1.8
bridgmi01,Mikal Bridges,PHOENIX SUNS,HOME,MIAMI HEAT,WIN,1209,0,3,0,2,0,0,0,1,0,0,0,0,1,-2.2
halljo01,Josh Hall,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,911,0,3,0,1,0,0,0,2,1,0,0,1,1,-2.2
iguodan01,Andre Iguodala,MIAMI HEAT,AWAY,PHOENIX SUNS,LOSS,1139,0,4,0,4,0,0,0,0,0,2,0,1,1,-2.2
ilyaser01,Ersan İlyasova,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,680,0,3,0,3,0,0,0,2,0,1,0,1,2,-2.3
pritcpa01,Payton Pritchard,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,714,1,7,0,3,0,0,0,2,1,0,0,1,1,-2.6
nowelja01,Jaylen Nowell,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,1005,1,10,0,6,1,2,0,3,0,0,0,0,1,-3.5
reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,LOSS,994,1,7,0,2,0,0,0,3,0,0,2,2,4,-3.8
