Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57693-84669,PG,Luka,Luka Doncic,Doncic,51.411110206886576,54,11500,LAL@DAL,DAL,LAL,,,,,,PG
57693-55062,C,Nikola,Nikola Jokic,Jokic,54.848331705729166,60,11400,HOU@DEN,DEN,HOU,,,,,,C
57693-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,10000,LAL@DAL,LAL,DAL,O,Ankle,,,,SF
57693-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,47.989473041735195,38,9900,MIN@UTA,MIN,UTA,,,,,,C
57693-110310,PF,Zion,Zion Williamson,Williamson,42.45636541193182,55,9700,SA@NO,NO,SA,,,,,,PF
57693-14528,SF,Jimmy,Jimmy Butler,Butler,46.013952920603195,43,9400,CHI@MIA,MIA,CHI,,,,,,SF
57693-15755,PF,Anthony,Anthony Davis,Davis,43.32916768391927,24,9400,LAL@DAL,LAL,DAL,GTD,Calf,,,,PF
57693-66113,SG,Donovan,Donovan Mitchell,Mitchell,40.37592683015046,54,9200,MIN@UTA,UTA,MIN,O,Ankle,,,,SG
57693-40783,SG,Zach,Zach LaVine,LaVine,41.329630533854164,54,9100,CHI@MIA,CHI,MIA,O,Covid-19,,,,SG
57693-14514,C,Nikola,Nikola Vucevic,Vucevic,45.73934586321721,61,8700,CHI@MIA,CHI,MIA,,,,,,C
57693-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.762962058738424,54,8700,DET@IND,IND,DET,O,Back,,,,PF
57693-80817,C,Bam,Bam Adebayo,Adebayo,41.63962079893868,53,8500,CHI@MIA,MIA,CHI,,,,,,C
57693-40203,C,Rudy,Rudy Gobert,Gobert,40.88644150556144,59,8300,MIN@UTA,UTA,MIN,,,,,,C
57693-66048,SF,Brandon,Brandon Ingram,Ingram,39.03703703703704,54,8200,SA@NO,NO,SA,,,,,,SF
57693-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,38.51794746594551,39,8200,LAL@DAL,DAL,LAL,GTD,Ankle,,,,PF
57693-23798,SG,Caris,Caris LeVert,LeVert,35.076469870174634,34,8200,DET@IND,IND,DET,,,,,,SG
57693-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,38.17307692307692,52,8000,DET@IND,IND,DET,,,,,,PG
57693-42202,PF,Christian,Christian Wood,Wood,39.07026961043074,37,7900,HOU@DEN,HOU,DEN,O,Ankle,,,,PF
57693-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.53061224489796,49,7900,SA@NO,SA,NO,GTD,Quadriceps,,,,SG
57693-12332,PG,John,John Wall,Wall,36.70750122070312,40,7400,HOU@DEN,HOU,DEN,O,Rest,,,,PG
57693-84682,SF,Michael,Michael Porter,Porter,32.002040318080354,49,7200,HOU@DEN,DEN,HOU,,,,,,SF
57693-15557,C,Andre,Andre Drummond,Drummond,39.83636289654356,33,7100,LAL@DAL,LAL,DAL,GTD,Toe,,,,C
57693-9575,PG,Mike,Mike Conley,Conley,31.272916158040363,48,7100,MIN@UTA,UTA,MIN,,,,,,PG
57693-67708,PG,Dejounte,Dejounte Murray,Murray,34.95454545454545,55,7000,SA@NO,SA,NO,,,,,,PG
57693-40201,PG,Dennis,Dennis Schroder,Schroder,29.676362748579546,55,6900,LAL@DAL,LAL,DAL,GTD,Foot,,,,PG
57693-23831,PF,Jerami,Jerami Grant,Grant,35.631371591605394,51,6900,DET@IND,DET,IND,GTD,Quadriceps,,,,PF
57693-110356,SG,Nickeil,Nickeil Alexander-Walker,Alexander-Walker,19.9682929806593,41,6800,SA@NO,NO,SA,O,Ankle,,,,SG
57693-145321,SF,Anthony,Anthony Edwards,Edwards,29.933333333333334,60,6700,MIN@UTA,MIN,UTA,,,,,,SF
57693-59318,SF,Joe,Joe Ingles,Ingles,24.50925925925926,54,6500,MIN@UTA,UTA,MIN,,,,,,SF
57693-58378,C,Jakob,Jakob Poeltl,Poeltl,26.70701840049342,57,6300,SA@NO,SA,NO,,,,,,C
57693-80806,PG,Lonzo,Lonzo Ball,Ball,31.224443901909723,45,6300,SA@NO,NO,SA,,,,,,PG
57693-58312,SG,D'Angelo,D'Angelo Russell,Russell,31.259999593098957,30,6300,MIN@UTA,MIN,UTA,,,,,,SG
57693-58253,C,Myles,Myles Turner,Turner,33.217020237699465,47,6200,DET@IND,IND,DET,O,Toe,,,,C
57693-17333,SG,Will,Will Barton,Barton,24.583927699497767,56,6200,HOU@DEN,DEN,HOU,O,Hamstring,,,,SG
57693-110326,PG,Coby,Coby White,White,26.25,56,6100,CHI@MIA,CHI,MIA,,,,,,PG
57693-58377,SF,Kyle,Kyle Kuzma,Kuzma,24.614286150251115,56,6000,LAL@DAL,LAL,DAL,,,,,,SF
57693-20640,SG,Jordan,Jordan Clarkson,Clarkson,26.810908647017044,55,5900,MIN@UTA,UTA,MIN,,,,,,SG
57693-145576,PF,Jae'Sean,Jae'Sean Tate,Tate,24.97833251953125,60,5900,HOU@DEN,HOU,DEN,,,,,,PF
57693-15684,SG,Victor,Victor Oladipo,Oladipo,35.378787878787875,33,5900,CHI@MIA,MIA,CHI,O,Knee,,,,SG
57693-110345,SF,Kevin,Kevin Porter,Porter,29.404761904761905,21,5800,HOU@DEN,HOU,DEN,O,Covid-19,,,,SF
57693-23169,C,Steven,Steven Adams,Adams,24.90909090909091,55,5700,SA@NO,NO,SA,GTD,Ankle,,,,C
57693-110337,SG,Talen,Talen Horton-Tucker,Horton-Tucker,18.394444218388312,54,5700,LAL@DAL,LAL,DAL,,,,,,SG
57693-145307,PF,Isaiah,Isaiah Stewart,Stewart,20.412069386449353,58,5700,DET@IND,DET,IND,,,,,,PF
57693-101329,PG,Kendrick,Kendrick Nunn,Nunn,24.05217444378397,46,5700,CHI@MIA,MIA,CHI,,,,,,PG
57693-49675,PG,Derrick,Derrick White,White,28.185293758616726,34,5600,SA@NO,SA,NO,,,,,,PG
57693-80809,SG,Josh,Josh Jackson,Jackson,24.396364524147728,55,5600,DET@IND,DET,IND,,,,,,SG
57693-145328,SF,Saddiq,Saddiq Bey,Bey,19.887931034482758,58,5600,DET@IND,DET,IND,,,,,,SF
57693-110312,SG,Tyler,Tyler Herro,Herro,27.0749994913737,48,5500,CHI@MIA,MIA,CHI,O,Foot,,,,SG
57693-110359,C,Goga,Goga Bitadze,Bitadze,13.967567237647804,37,5500,DET@IND,IND,DET,GTD,Ankle,,,,C
57693-18338,PF,Royce,Royce O'Neale,O'Neale,21.7637939453125,58,5500,MIN@UTA,UTA,MIN,,,,,,PF
57693-9673,PG,Goran,Goran Dragic,Dragic,23.73249969482422,40,5500,CHI@MIA,MIA,CHI,O,Rest,,,,PG
57693-16376,SF,Dorian,Dorian Finney-Smith,Finney-Smith,21.67659548495678,47,5400,LAL@DAL,DAL,LAL,,,,,,SF
57693-40562,SG,Josh,Josh Hart,Hart,24.48723456200133,47,5300,SA@NO,NO,SA,O,Thumb,,,,SG
57693-14530,SF,Bojan,Bojan Bogdanovic,Bogdanovic,23.24237370895127,59,5300,MIN@UTA,UTA,MIN,,,,,,SF
57693-18393,PG,T.J.,T.J. McConnell,McConnell,26.60909090909091,55,5300,DET@IND,IND,DET,,,,,,PG
57693-117283,SF,Oshae,Oshae Brissett,Brissett,14.428571428571429,7,5200,DET@IND,IND,DET,,,,,,SF
57693-84690,SG,Jalen,Jalen Brunson,Brunson,22.607408311631943,54,5200,LAL@DAL,DAL,LAL,,,,,,SG
57693-15590,C,Mason,Mason Plumlee,Plumlee,29.61320754716981,53,5200,DET@IND,DET,IND,,,,,,C
57693-40396,PG,Monte,Monte Morris,Morris,19.96590909090909,44,5200,HOU@DEN,DEN,HOU,GTD,Hamstring,,,,PG
57693-41594,PF,Aaron,Aaron Gordon,Gordon,28.197434645432693,39,5100,HOU@DEN,DEN,HOU,,,,,,PF
57693-14496,PG,Ricky,Ricky Rubio,Rubio,24.91428484235491,56,5100,MIN@UTA,MIN,UTA,,,,,,PG
57693-15636,SF,Kentavious,Kentavious Caldwell-Pope,Caldwell-Pope,17.694545676491476,55,5100,LAL@DAL,LAL,DAL,GTD,Back,,,,SF
57693-22541,C,Kelly,Kelly Olynyk,Olynyk,26.459321620100635,59,5000,HOU@DEN,HOU,DEN,,,,,,C
57693-14529,PG,Cory,Cory Joseph,Joseph,18.086206896551722,58,5000,DET@IND,DET,IND,GTD,Ankle,,,,PG
57693-15559,SF,Jeremy,Jeremy Lamb,Lamb,20.797222561306423,36,5000,DET@IND,IND,DET,GTD,Knee,,,,SF
57693-9666,PF,Thaddeus,Thaddeus Young,Young,29.10909090909091,55,5000,CHI@MIA,CHI,MIA,,,,,,PF
57693-66064,SF,Malik,Malik Beasley,Beasley,29.767568227407093,37,4900,MIN@UTA,MIN,UTA,O,Hamstring,,,,SF
57693-110995,C,Naz,Naz Reid,Reid,22.19482842807112,58,4900,MIN@UTA,MIN,UTA,,,,,,C
57693-23097,PG,Tomas,Tomas Satoransky,Satoransky,19.91063803814827,47,4800,CHI@MIA,CHI,MIA,,,,,,PG
57693-9577,PF,Rudy,Rudy Gay,Gay,21.970588235294116,51,4700,SA@NO,SA,NO,GTD,Back,,,,PF
57693-145819,SF,Naji,Naji Marshall,Marshall,15.973684210526315,19,4700,SA@NO,NO,SA,,,,,,SF
57693-12355,SG,Eric,Eric Bledsoe,Bledsoe,22.76551766231142,58,4600,SA@NO,NO,SA,,,,,,SG
57693-145489,PG,Killian,Killian Hayes,Hayes,16.99333292643229,15,4600,DET@IND,DET,IND,,,,,,PG
57693-23776,C,Montrezl,Montrezl Harrell,Harrell,26.577965687897247,59,4600,LAL@DAL,LAL,DAL,,,,,,C
57693-16233,SF,Josh,Josh Richardson,Richardson,23.1374994913737,48,4600,LAL@DAL,DAL,LAL,GTD,Hamstring,,,,SF
57693-145319,PF,Jaden,Jaden McDaniels,McDaniels,16.50943396226415,53,4600,MIN@UTA,MIN,UTA,,,,,,PF
57693-81529,PF,Daniel,Daniel Theis,Theis,21.510713849748885,56,4500,CHI@MIA,CHI,MIA,,,,,,PF
57693-80824,PG,Frank,Frank Jackson,Jackson,11.806451612903226,31,4500,DET@IND,DET,IND,,,,,,PG
57693-85137,SG,Duncan,Duncan Robinson,Robinson,21.280000813802083,60,4400,CHI@MIA,MIA,CHI,,,,,,SG
57693-14511,PF,Markieff,Markieff Morris,Morris,15.631372788373161,51,4400,LAL@DAL,LAL,DAL,GTD,Ankle,,,,PF
57693-9664,SF,Andre,Andre Iguodala,Iguodala,16.028301886792452,53,4400,CHI@MIA,MIA,CHI,,,,,,SF
57693-145547,PG,Facundo,Facundo Campazzo,Campazzo,14.177358951208726,53,4300,HOU@DEN,DEN,HOU,,,,,,PG
57693-9966,PF,James,James Johnson,Johnson,17.980000305175782,40,4300,SA@NO,NO,SA,GTD,Groin,,,,PF
57693-110347,SF,Keldon,Keldon Johnson,Johnson,24.894544566761365,55,4300,SA@NO,SA,NO,,,,,,SF
57693-23823,C,Willie,Willie Cauley-Stein,Cauley-Stein,14.600000626001602,39,4300,LAL@DAL,DAL,LAL,,,,,,C
57693-9729,PF,Paul,Paul Millsap,Millsap,20.902128179022608,47,4200,HOU@DEN,DEN,HOU,,,,,,PF
57693-117291,SG,Armoni,Armoni Brooks,Brooks,14.850000381469727,8,4200,HOU@DEN,HOU,DEN,,,,,,SG
57693-85597,PG,Jordan,Jordan McLaughlin,McLaughlin,16.6875,40,4200,MIN@UTA,MIN,UTA,,,,,,PG
57693-16196,C,Dwight,Dwight Powell,Powell,12.320453990589488,44,4200,LAL@DAL,DAL,LAL,,,,,,C
57693-9556,SF,Eric,Eric Gordon,Gordon,25.44814724392361,27,4200,HOU@DEN,HOU,DEN,O,Groin,,,,SF
57693-23120,SF,T.J.,T.J. Warren,Warren,22.075000762939453,4,4100,DET@IND,IND,DET,O,Foot,,,,SF
57693-63127,C,Willy,Willy Hernangomez,Hernangomez,17.728571428571428,35,4100,SA@NO,NO,SA,,,,,,C
57693-81621,PF,Maxi,Maxi Kleber,Kleber,18.63333275204613,42,4100,LAL@DAL,DAL,LAL,GTD,Back,,,,PF
57693-16604,SF,Justin,Justin Holiday,Holiday,21.363792682516163,58,4100,DET@IND,IND,DET,,,,,,SF
57693-15592,PG,Austin,Austin Rivers,Rivers,13.556521208389945,23,4100,HOU@DEN,DEN,HOU,,,,,,PG
57693-9538,PF,Trevor,Trevor Ariza,Ariza,19.589474326685856,19,4100,CHI@MIA,MIA,CHI,,,,,,PF
57693-11074,SF,Garrett,Garrett Temple,Temple,17.43488400481468,43,4100,CHI@MIA,CHI,MIA,,,,,,SF
57693-15846,SG,Tim,Tim Hardaway,Hardaway,23.03157980400219,57,4100,LAL@DAL,DAL,LAL,,,,,,SG
57693-23294,SF,Danuel,Danuel House,House,18.621875762939453,32,4000,HOU@DEN,HOU,DEN,,,,,,SF
57693-145308,SF,Patrick,Patrick Williams,Williams,20.329309923895472,58,4000,CHI@MIA,CHI,MIA,GTD,Heel,,,,SF
57693-97263,C,Drew,Drew Eubanks,Eubanks,15.105000305175782,40,4000,SA@NO,SA,NO,,,,,,C
57693-66196,SG,PJ,PJ Dozier,Dozier,16.58863691850142,44,3900,HOU@DEN,DEN,HOU,,,,,,SG
57693-84699,SG,Hamidou,Hamidou Diallo,Diallo,22.120000542534722,45,3900,DET@IND,DET,IND,,,,,,SG
57693-110340,PF,Jaxson,Jaxson Hayes,Hayes,13.646809030086436,47,3900,SA@NO,NO,SA,,,,,,PF
57693-9598,PF,Ersan,Ersan Ilyasova,Ilyasova,8.34000015258789,10,3900,MIN@UTA,UTA,MIN,,,,,,PF
57693-58270,PG,Edmond,Edmond Sumner,Sumner,11.44888916015625,45,3900,DET@IND,IND,DET,,,,,,PG
57693-16301,C,Dewayne,Dewayne Dedmon,Dedmon,18.280000305175783,5,3900,CHI@MIA,MIA,CHI,,,,,,C
57693-80812,PF,Lauri,Lauri Markkanen,Markkanen,23.55384552784455,39,3900,CHI@MIA,CHI,MIA,,,,,,PF
57693-15405,PF,JaMychal,JaMychal Green,Green,16.956521739130434,46,3800,HOU@DEN,DEN,HOU,,,,,,PF
57693-84719,SG,Aaron,Aaron Holiday,Holiday,12.723214285714286,56,3800,DET@IND,IND,DET,,,,,,SG
57693-40262,SG,Sterling,Sterling Brown,Brown,17.682352701822918,51,3800,HOU@DEN,HOU,DEN,O,Knee,,,,SG
57693-18256,PF,Doug,Doug McDermott,McDermott,19.534615149864784,52,3800,DET@IND,IND,DET,GTD,Ankle,,,,PF
57693-145316,PG,Kira,Kira Lewis,Lewis,13.453657941120428,41,3800,SA@NO,NO,SA,,,,,,PG
57693-12334,SG,Avery,Avery Bradley,Bradley,13.566666920979818,24,3700,HOU@DEN,HOU,DEN,O,Illness,,,,SG
57693-23156,PF,Georges,Georges Niang,Niang,10.347457627118644,59,3700,MIN@UTA,UTA,MIN,,,,,,PF
57693-70822,PF,Juancho,Juancho Hernangomez,Hernangomez,13.4682929806593,41,3700,MIN@UTA,MIN,UTA,,,,,,PF
57693-84689,SF,Josh,Josh Okogie,Okogie,13.829787234042554,47,3700,MIN@UTA,MIN,UTA,,,,,,SF
57693-84721,PF,Jarred,Jarred Vanderbilt,Vanderbilt,17.709615854116585,52,3700,MIN@UTA,MIN,UTA,,,,,,PF
57693-9466,PG,D.J.,D.J. Augustin,Augustin,14.301961263020834,51,3700,HOU@DEN,HOU,DEN,O,Ankle,,,,PG
57693-85466,PF,Wenyen,Wenyen Gabriel,Gabriel,4.259999847412109,10,3700,SA@NO,NO,SA,,,,,,PF
57693-145533,PF,Kenyon,Kenyon Martin,Martin,16.872726902817234,33,3600,HOU@DEN,HOU,DEN,,,,,,PF
57693-84702,SG,Lonnie,Lonnie Walker,Walker,18.07608695652174,46,3600,SA@NO,SA,NO,,,,,,SG
57693-82744,PG,Shaquille,Shaquille Harrison,Harrison,3.566666739327567,21,3600,HOU@DEN,DEN,HOU,,,,,,PG
57693-9581,C,Marc,Marc Gasol,Gasol,17.37727217240767,44,3600,LAL@DAL,LAL,DAL,GTD,Finger,,,,C
57693-145310,PG,Saben,Saben Lee,Lee,14.691891232052365,37,3600,DET@IND,DET,IND,,,,,,PG
