Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57884-84669,PG,Luka,Luka Doncic,Doncic,51.223637251420456,55,11300,DAL@GS,DAL,GS,,,,,,PG
57884-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.74807504507211,52,11000,MIL@CHA,MIL,CHA,,,,,,PF
57884-9644,SG,James,James Harden,Harden,52.14186273619186,43,10300,BKN@TOR,BKN,TOR,O,Hamstring,,,,SG
57884-14498,PG,Kyrie,Kyrie Irving,Irving,46.37174125339674,46,10200,BKN@TOR,BKN,TOR,,,,,,PG
57884-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,47.54249877929688,40,9700,MIN@HOU,MIN,HOU,,,,,,C
57884-9524,PG,Stephen,Stephen Curry,Curry,47.170369466145836,54,9700,DAL@GS,GS,DAL,,,,,,PG
57884-9646,SF,Kevin,Kevin Durant,Durant,45.3360009765625,25,9700,BKN@TOR,BKN,TOR,,,,,,SF
57884-80808,PF,Jayson,Jayson Tatum,Tatum,43.18928745814732,56,9300,OKC@BOS,BOS,OKC,O,Ankle,,,,PF
57884-60021,PF,Pascal,Pascal Siakam,Siakam,39.95714335538903,49,9100,BKN@TOR,TOR,BKN,,,,,,PF
57884-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.762962058738424,54,8900,POR@IND,IND,POR,O,Back,,,,PF
57884-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,38.438887984664355,54,8500,POR@IND,IND,POR,,,,,,PG
57884-23798,SG,Caris,Caris LeVert,LeVert,35.33611043294271,36,8300,POR@IND,IND,POR,,,,,,SG
57884-20848,PG,Damian,Damian Lillard,Lillard,44.92143031529018,56,8300,POR@IND,POR,IND,,,,,,PG
57884-55057,C,Jusuf,Jusuf Nurkic,Nurkic,28.9960009765625,25,8200,POR@IND,POR,IND,,,,,,C
57884-67026,SF,Jaylen,Jaylen Brown,Brown,38.89272904829546,55,8100,OKC@BOS,BOS,OKC,,,,,,SF
57884-24247,SG,Fred,Fred VanVleet,VanVleet,39.125,48,8000,BKN@TOR,TOR,BKN,,,,,,SG
57884-12332,PG,John,John Wall,Wall,36.70750122070312,40,7800,MIN@HOU,HOU,MIN,O,Hamstring,,,,PG
57884-19067,SG,CJ,CJ McCollum,McCollum,38.648570033482144,35,7800,POR@IND,POR,IND,,,,,,SG
57884-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,38.51794746594551,39,7800,DAL@GS,DAL,GS,O,Ankle,,,,PF
57884-42677,PG,Terry,Terry Rozier,Rozier,34.85087719298246,57,7800,MIL@CHA,CHA,MIL,,,,,,PG
57884-42202,PF,Christian,Christian Wood,Wood,39.07026961043074,37,7700,MIN@HOU,HOU,MIN,,,,,,PF
57884-16261,SF,Khris,Khris Middleton,Middleton,36.44482842807112,58,7700,MIL@CHA,MIL,CHA,,,,,,SF
57884-9663,PG,Jrue,Jrue Holiday,Holiday,35.864583333333336,48,7700,MIL@CHA,MIL,CHA,,,,,,PG
57884-15860,PF,Draymond,Draymond Green,Green,32.011320294074295,53,7500,DAL@GS,GS,DAL,,,,,,PF
57884-14507,PG,Kemba,Kemba Walker,Walker,32.54615509815705,39,7400,OKC@BOS,BOS,OKC,O,Side,,,,PG
57884-145321,SF,Anthony,Anthony Edwards,Edwards,30.316128638482862,62,7400,MIN@HOU,MIN,HOU,,,,,,SF
57884-68203,C,Chris,Chris Boucher,Boucher,29.81186482057733,59,7200,BKN@TOR,TOR,BKN,O,Knee,,,,C
57884-110352,PF,P.J.,P.J. Washington,Washington,28.63962310215212,53,7200,MIL@CHA,CHA,MIL,,,,,,PF
57884-68090,SF,OG,OG Anunoby,Anunoby,30.252499389648438,40,7200,BKN@TOR,TOR,BKN,,,,,,SF
57884-58153,SF,Kelly,Kelly Oubre,Oubre,28.95740650318287,54,7100,DAL@GS,GS,DAL,,,,,,SF
57884-110637,PF,Darius,Darius Bazley,Bazley,25.6977783203125,45,7000,OKC@BOS,OKC,BOS,,,,,,PF
57884-12366,SF,Gordon,Gordon Hayward,Hayward,35.25227217240767,44,7000,MIL@CHA,CHA,MIL,O,Foot,,,,SF
57884-84678,SF,Miles,Miles Bridges,Bridges,24.776666259765626,60,7000,MIL@CHA,CHA,MIL,,,,,,SF
