Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56930-55062,C,Nikola,Nikola Jokic,Jokic,55.08113299675708,53,10400,BOS@DEN,DEN,BOS,,,,,,C
56930-55059,C,Clint,Clint Capela,Capela,41.04130487856658,46,10000,ATL@CHA,ATL,CHA,,,,,,C
56930-80808,PF,Jayson,Jayson Tatum,Tatum,43.11041768391927,48,9000,BOS@DEN,BOS,DEN,GTD,Illness,,,,PF
56930-84671,PG,Trae,Trae Young,Young,43.262001953125,50,8600,ATL@CHA,ATL,CHA,GTD,Calf,,,,PG
56930-67026,SF,Jaylen,Jaylen Brown,Brown,38.94,50,8400,BOS@DEN,BOS,DEN,GTD,Knee,,,,SF
56930-66108,PG,Jamal,Jamal Murray,Murray,35.840425531914896,47,8000,BOS@DEN,DEN,BOS,GTD,Knee,,,,PG
56930-66236,PF,John,John Collins,Collins,33.09574468085106,47,7700,ATL@CHA,ATL,CHA,O,Ankle,,,,PF
56930-84682,SF,Michael,Michael Porter,Porter,31.338094075520832,42,7400,BOS@DEN,DEN,BOS,,,,,,SF
56930-55060,SF,Bogdan,Bogdan Bogdanovic,Bogdanovic,23.278570992606028,28,7100,ATL@CHA,ATL,CHA,,,,,,SF
56930-42677,PG,Terry,Terry Rozier,Rozier,33.23673419563138,49,7000,ATL@CHA,CHA,ATL,,,,,,PG
56930-12366,SF,Gordon,Gordon Hayward,Hayward,35.25227217240767,44,7000,ATL@CHA,CHA,ATL,O,Foot,,,,SF
56930-23670,SG,Marcus,Marcus Smart,Smart,29.69999964096967,34,6900,BOS@DEN,BOS,DEN,,,,,,SG
56930-84706,SG,Devonte',Devonte' Graham,Graham,26.819511599657012,41,6600,ATL@CHA,CHA,ATL,,,,,,SG
56930-84708,C,Robert,Robert Williams,Williams,25.920000542534723,45,6600,BOS@DEN,BOS,DEN,,,,,,C
56930-14507,PG,Kemba,Kemba Walker,Walker,31.64242276278409,33,6500,BOS@DEN,BOS,DEN,,,,,,PG
56930-41594,PF,Aaron,Aaron Gordon,Gordon,29.278125762939453,32,6400,BOS@DEN,DEN,BOS,,,,,,PF
