Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57530-55062,C,Nikola,Nikola Jokic,Jokic,55.42068797144397,58,11300,DEN@POR,DEN,POR,,,,,,C
57530-84669,PG,Luka,Luka Doncic,Doncic,51.17115196814904,52,11000,DET@DAL,DAL,DET,,,,,,PG
57530-9642,PG,Russell,Russell Westbrook,Westbrook,51.277998046875,50,10800,GS@WAS,WAS,GS,,,,,,PG
57530-9644,SG,James,James Harden,Harden,52.14186273619186,43,10600,BKN@TOR,BKN,TOR,O,Hamstring,,,,SG
57530-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,48.15135069151182,37,10500,MIN@SAC,MIN,SAC,,,,,,C
57530-49111,C,Joel,Joel Embiid,Embiid,52.282051282051285,39,10400,PHO@PHI,PHI,PHO,,,,,,C
57530-9524,PG,Stephen,Stephen Curry,Curry,47.41764801623774,51,10200,GS@WAS,GS,WAS,,,,,,PG
57530-42669,PF,Julius,Julius Randle,Randle,44.9610161215572,59,10000,ATL@NY,NY,ATL,,,,,,PF
57530-80810,PG,De'Aaron,De'Aaron Fox,Fox,42.88772101151316,57,9900,MIN@SAC,SAC,MIN,,,,,,PG
57530-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.41914789727394,47,9600,MEM@LAC,LAC,MEM,O,Foot,,,,SF
57530-84671,PG,Trae,Trae Young,Young,43.16981132075472,53,9500,ATL@NY,ATL,NY,,,,,,PG
57530-12341,SG,Paul,Paul George,George,41.017392365828805,46,9400,MEM@LAC,LAC,MEM,,,,,,SG
57530-14498,PG,Kyrie,Kyrie Irving,Irving,45.63720987009447,43,9400,BKN@TOR,BKN,TOR,,,,,,PG
57530-14528,SF,Jimmy,Jimmy Butler,Butler,46.23902558117378,41,9300,MIA@SA,MIA,SA,GTD,Ankle,,,,SF
57530-66113,SG,Donovan,Donovan Mitchell,Mitchell,40.37592683015046,54,9200,UTA@HOU,UTA,HOU,O,Ankle,,,,SG
57530-40783,SG,Zach,Zach LaVine,LaVine,41.329630533854164,54,9100,CHI@CLE,CHI,CLE,O,Covid-19,,,,SG
57530-9646,SF,Kevin,Kevin Durant,Durant,44.96666463216146,24,8900,BKN@TOR,BKN,TOR,GTD,Thigh,,,,SF
57530-55059,C,Clint,Clint Capela,Capela,41.76274318321079,51,8900,ATL@NY,ATL,NY,,,,,,C
57530-14514,C,Nikola,Nikola Vucevic,Vucevic,46.26948987023305,59,8800,CHI@CLE,CHI,CLE,,,,,,C
57530-60021,PF,Pascal,Pascal Siakam,Siakam,39.743477199388586,46,8700,BKN@TOR,TOR,BKN,,,,,,PF
57530-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.762962058738424,54,8700,OKC@IND,IND,OKC,O,Back,,,,PF
57530-58460,SG,Devin,Devin Booker,Booker,37.677358951208724,53,8600,PHO@PHI,PHO,PHI,,,,,,SG
57530-15595,SG,Bradley,Bradley Beal,Beal,44.94693678252551,49,8500,GS@WAS,WAS,GS,,,,,,SG
57530-20848,PG,Damian,Damian Lillard,Lillard,45.235849056603776,53,8400,DEN@POR,POR,DEN,GTD,Hamstring,,,,PG
57530-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,38.6243236644848,37,8300,DET@DAL,DAL,DET,,,,,,PF
57530-23798,SG,Caris,Caris LeVert,LeVert,34.442423502604164,33,8200,OKC@IND,IND,OKC,,,,,,SG
57530-9623,PG,Chris,Chris Paul,Paul,37.41052460252193,57,8200,PHO@PHI,PHO,PHI,,,,,,PG
57530-14503,C,Jonas,Jonas Valanciunas,Valanciunas,36.93199951171875,50,8100,MEM@LAC,MEM,LAC,O,Concussion,,,,C
57530-19067,SG,CJ,CJ McCollum,McCollum,38.818748474121094,32,8100,DEN@POR,POR,DEN,,,,,,SG
57530-42202,PF,Christian,Christian Wood,Wood,39.205712890625,35,8000,UTA@HOU,HOU,UTA,,,,,,PF
57530-40203,C,Rudy,Rudy Gobert,Gobert,40.78793019261853,58,8000,UTA@HOU,UTA,HOU,,,,,,C
57530-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.8125,48,7900,MIA@SA,SA,MIA,,,,,,SG
57530-12332,PG,John,John Wall,Wall,36.38420988384046,38,7800,UTA@HOU,HOU,UTA,,,,,,PG
57530-84667,SG,Collin,Collin Sexton,Sexton,35.07083384195963,48,7800,CHI@CLE,CLE,CHI,,,,,,SG
57530-80817,C,Bam,Bam Adebayo,Adebayo,41.60195982689951,51,7700,MIA@SA,MIA,SA,GTD,Knee,,,,C
57530-68203,C,Chris,Chris Boucher,Boucher,30.112068965517242,58,7500,BKN@TOR,TOR,BKN,,,,,,C
57530-24247,SG,Fred,Fred VanVleet,VanVleet,39.25333387586806,45,7500,BKN@TOR,TOR,BKN,,,,,,SG
57530-55060,SF,Bogdan,Bogdan Bogdanovic,Bogdanovic,25.536364006273676,33,7500,ATL@NY,ATL,NY,,,,,,SF
57530-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,37.794117647058826,51,7500,OKC@IND,IND,OKC,,,,,,PG
57530-67708,PG,Dejounte,Dejounte Murray,Murray,35.23148148148148,54,7400,MIA@SA,SA,MIA,,,,,,PG
57530-15860,PF,Draymond,Draymond Green,Green,31.65199951171875,50,7400,GS@WAS,GS,WAS,,,,,,PF
57530-84682,SF,Michael,Michael Porter,Porter,31.927659055019948,47,7400,DEN@POR,DEN,POR,,,,,,SF
57530-14518,PF,Tobias,Tobias Harris,Harris,38.06326480787627,49,7200,PHO@PHI,PHI,PHO,GTD,Knee,,,,PF
57530-66236,PF,John,John Collins,Collins,32.640816824776785,49,7200,ATL@NY,ATL,NY,,,,,,PF
57530-84673,C,Deandre,Deandre Ayton,Ayton,33.46842019599781,57,7200,PHO@PHI,PHO,PHI,,,,,,C
57530-110342,PG,Darius,Darius Garland,Garland,30.087233523105052,47,7200,CHI@CLE,CLE,CHI,,,,,,PG
57530-23831,PF,Jerami,Jerami Grant,Grant,35.7360009765625,50,7000,DET@DAL,DET,DAL,,,,,,PF
57530-9535,PG,Kyle,Kyle Lowry,Lowry,35.595001220703125,40,7000,BKN@TOR,TOR,BKN,,,,,,PG
57530-9575,PG,Mike,Mike Conley,Conley,31.05531862948803,47,7000,UTA@HOU,UTA,HOU,,,,,,PG
57530-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.53428431919643,35,7000,OKC@IND,OKC,IND,O,Foot,,,,SG
57530-49116,SG,Andrew,Andrew Wiggins,Wiggins,31.182758199757544,58,7000,GS@WAS,GS,WAS,,,,,,SG
57530-66115,PG,Ben,Ben Simmons,Simmons,38.10208384195963,48,6900,PHO@PHI,PHI,PHO,GTD,Illness,,,,PG
57530-145321,SF,Anthony,Anthony Edwards,Edwards,30.132204217425848,59,6900,MIN@SAC,MIN,SAC,,,,,,SF
57530-20992,PF,Larry,Larry Nance,Nance,27.928125381469727,32,6800,CHI@CLE,CLE,CHI,,,,,,PF
57530-110344,PG,Ja,Ja Morant,Morant,34.59166717529297,48,6800,MEM@LAC,MEM,LAC,,,,,,PG
57530-58153,SF,Kelly,Kelly Oubre,Oubre,28.437255859375,51,6700,GS@WAS,GS,WAS,,,,,,SF
57530-68090,SF,OG,OG Anunoby,Anunoby,29.743243243243242,37,6600,BKN@TOR,TOR,BKN,,,,,,SF
57530-84695,SG,Gary,Gary Trent,Trent,23.496227336379718,53,6600,BKN@TOR,TOR,BKN,,,,,,SG
57530-23447,C,Richaun,Richaun Holmes,Holmes,33.07800048828125,50,6500,MIN@SAC,SAC,MIN,GTD,Hamstring,,,,C
57530-80821,C,Jarrett,Jarrett Allen,Allen,31.943751017252605,48,6500,CHI@CLE,CLE,CHI,,,,,,C
57530-23716,SF,Kyle,Kyle Anderson,Anderson,29.7703699182581,54,6300,MEM@LAC,MEM,LAC,,,,,,SF
57530-59318,SG,Joe,Joe Ingles,Ingles,24.23207639298349,53,6300,UTA@HOU,UTA,HOU,,,,,,SG
57530-58312,SG,D'Angelo,D'Angelo Russell,Russell,30.989655593345905,29,6300,MIN@SAC,MIN,SAC,,,,,,SG
57530-58253,C,Myles,Myles Turner,Turner,33.217020237699465,47,6200,OKC@IND,IND,OKC,O,Toe,,,,C
57530-16293,SF,Norman,Norman Powell,Powell,28.061818625710227,55,6200,DEN@POR,POR,DEN,,,,,,SF
57530-20640,PG,Jordan,Jordan Clarkson,Clarkson,26.77962917751736,54,6100,UTA@HOU,UTA,HOU,,,,,,PG
57530-110637,PF,Darius,Darius Bazley,Bazley,25.071428571428573,42,6000,OKC@IND,OKC,IND,,,,,,PF
57530-15946,PF,Harrison,Harrison Barnes,Barnes,30.312726384943183,55,6000,MIN@SAC,SAC,MIN,,,,,,PF
57530-110345,SF,Kevin,Kevin Porter,Porter,29.404761904761905,21,6000,UTA@HOU,HOU,UTA,,,,,,SF
57530-17333,SG,Will,Will Barton,Barton,24.98148148148148,54,6000,DEN@POR,DEN,POR,,,,,,SG
57530-58378,C,Jakob,Jakob Poeltl,Poeltl,26.17818270596591,55,5900,MIA@SA,SA,MIA,,,,,,C
57530-145576,PF,Jae'Sean,Jae'Sean Tate,Tate,24.93620773841595,58,5900,UTA@HOU,HOU,UTA,,,,,,PF
57530-15684,SG,Victor,Victor Oladipo,Oladipo,35.378787878787875,33,5900,MIA@SA,MIA,SA,O,Knee,,,,SG
57530-9874,PF,Kevin,Kevin Love,Love,23.357142857142858,14,5900,CHI@CLE,CLE,CHI,,,,,,PF
57530-22541,C,Kelly,Kelly Olynyk,Olynyk,26.29298159950658,57,5800,UTA@HOU,HOU,UTA,,,,,,C
57530-23665,SF,Buddy,Buddy Hield,Hield,28.31578947368421,57,5800,MIN@SAC,SAC,MIN,,,,,,SF
57530-9475,PG,Derrick,Derrick Rose,Rose,25.055262515419408,38,5800,ATL@NY,NY,ATL,,,,,,PG
57530-84704,SG,Kevin,Kevin Huerter,Huerter,24.53448275862069,58,5800,ATL@NY,ATL,NY,,,,,,SG
57530-55057,C,Jusuf,Jusuf Nurkic,Nurkic,26.64999944513494,22,5800,DEN@POR,POR,DEN,O,Coach's decision,,,,C
57530-110357,SF,RJ,RJ Barrett,Barrett,29.659322447695974,59,5800,ATL@NY,NY,ATL,,,,,,SF
57530-14512,PF,Marcus,Marcus Morris,Morris,21.39999974027593,47,5700,MEM@LAC,LAC,MEM,,,,,,PF
57530-111273,SF,Luguentz,Luguentz Dort,Dort,23.257777235243054,45,5700,OKC@IND,OKC,IND,GTD,Hip,,,,SF
57530-9673,PG,Goran,Goran Dragic,Dragic,24.292104620682565,38,5600,MIA@SA,MIA,SA,,,,,,PG
57530-145344,PG,Malachi,Malachi Flynn,Flynn,14.160605690696023,33,5600,BKN@TOR,TOR,BKN,,,,,,PG
57530-14516,C,Enes,Enes Kanter,Kanter,30.364913137335527,57,5500,DEN@POR,POR,DEN,,,,,,C
57530-14523,PG,Reggie,Reggie Jackson,Jackson,19.49122807017544,57,5500,MEM@LAC,LAC,MEM,,,,,,PG
57530-9637,SF,Danilo,Danilo Gallinari,Gallinari,21.617948091947117,39,5500,ATL@NY,ATL,NY,GTD,Foot,,,,SF
57530-49675,PG,Derrick,Derrick White,White,27.262500762939453,32,5500,MIA@SA,SA,MIA,,,,,,PG
57530-110326,PG,Coby,Coby White,White,26.12037037037037,54,5500,CHI@CLE,CHI,CLE,,,,,,PG
57530-18338,PF,Royce,Royce O'Neale,O'Neale,21.757893880208332,57,5500,UTA@HOU,UTA,HOU,,,,,,PF
57530-80809,SG,Josh,Josh Jackson,Jackson,24.13773677034198,53,5500,DET@DAL,DET,DAL,,,,,,SG
57530-16376,SF,Dorian,Dorian Finney-Smith,Finney-Smith,21.724443901909723,45,5500,DET@DAL,DAL,DET,,,,,,SF
57530-20491,PF,Robert,Robert Covington,Covington,26.538181374289774,55,5400,DEN@POR,POR,DEN,,,,,,PF
57530-12363,C,Hassan,Hassan Whiteside,Whiteside,20.045713588169644,35,5400,MIN@SAC,SAC,MIN,,,,,,C
57530-14530,SF,Bojan,Bojan Bogdanovic,Bogdanovic,23.315518083243536,58,5400,UTA@HOU,UTA,HOU,,,,,,SF
57530-110359,C,Goga,Goga Bitadze,Bitadze,13.967567237647804,37,5400,OKC@IND,IND,OKC,GTD,Ankle,,,,C
57530-145328,SF,Saddiq,Saddiq Bey,Bey,20.044642857142858,56,5400,DET@DAL,DET,DAL,,,,,,SF
57530-101329,PG,Kendrick,Kendrick Nunn,Nunn,23.988636363636363,44,5400,MIA@SA,MIA,SA,,,,,,PG
57530-9758,SF,Danny,Danny Green,Green,22.271427699497767,56,5300,PHO@PHI,PHI,PHO,,,,,,SF
57530-40830,PG,Delon,Delon Wright,Wright,25.775510204081634,49,5300,MIN@SAC,SAC,MIN,,,,,,PG
57530-18393,PG,T.J.,T.J. McConnell,McConnell,26.549999095775462,54,5300,OKC@IND,IND,OKC,,,,,,PG
57530-14496,PG,Ricky,Ricky Rubio,Rubio,24.880000443892044,55,5200,MIN@SAC,MIN,SAC,,,,,,PG
57530-23825,C,Nerlens,Nerlens Noel,Noel,22.186537522536057,52,5200,ATL@NY,NY,ATL,,,,,,C
57530-40396,PG,Monte,Monte Morris,Morris,19.96590909090909,44,5200,DEN@POR,DEN,POR,O,Hamstring,,,,PG
57530-117286,C,Moses,Moses Brown,Brown,22.93103448275862,29,5200,OKC@IND,OKC,IND,,,,,,C
57530-84690,SG,Jalen,Jalen Brunson,Brunson,22.46923123873197,52,5200,DET@DAL,DAL,DET,,,,,,SG
57530-60233,SG,Dillon,Dillon Brooks,Brooks,26.823077862079327,52,5200,MEM@LAC,MEM,LAC,GTD,Thigh,,,,SG
57530-80825,PF,Isaiah,Isaiah Hartenstein,Hartenstein,14.475609756097562,41,5200,CHI@CLE,CLE,CHI,,,,,,PF
57530-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,27.71538367638221,52,5200,MIN@SAC,SAC,MIN,,,,,,SG
57530-70827,C,Ivica,Ivica Zubac,Zubac,22.24666748046875,60,5100,MEM@LAC,LAC,MEM,,,,,,C
57530-9809,SF,Nicolas,Nicolas Batum,Batum,21.875,56,5100,MEM@LAC,LAC,MEM,,,,,,SF
57530-41594,PF,Aaron,Aaron Gordon,Gordon,28.210812130489863,37,5100,DEN@POR,DEN,POR,,,,,,PF
57530-84670,SF,Mikal,Mikal Bridges,Bridges,26.096491228070175,57,5100,PHO@PHI,PHO,PHI,,,,,,SF
57530-84694,SG,Bruce,Bruce Brown,Brown,20.1629638671875,54,5100,BKN@TOR,BKN,TOR,,,,,,SG
57530-14529,PG,Cory,Cory Joseph,Joseph,17.74561403508772,57,5000,DET@DAL,DET,DAL,,,,,,PG
57530-15559,SF,Jeremy,Jeremy Lamb,Lamb,20.797222561306423,36,5000,OKC@IND,IND,OKC,GTD,Knee,,,,SF
57530-9481,PF,Taj,Taj Gibson,Gibson,17.674999237060547,32,5000,ATL@NY,NY,ATL,,,,,,PF
57530-9560,PF,Blake,Blake Griffin,Griffin,23.212499618530273,32,5000,BKN@TOR,BKN,TOR,,,,,,PF
57530-84703,SG,De'Anthony,De'Anthony Melton,Melton,22.680555555555557,36,5000,MEM@LAC,MEM,LAC,,,,,,SG
57530-110339,SG,Cam,Cam Reddish,Reddish,21.588461068960335,26,5000,ATL@NY,ATL,NY,O,Achilles,,,,SG
57530-145336,PF,Xavier,Xavier Tillman,Tillman,17.22826086956522,46,5000,MEM@LAC,MEM,LAC,,,,,,PF
57530-15590,C,Mason,Mason Plumlee,Plumlee,29.400000939002403,52,4900,DET@DAL,DET,DAL,,,,,,C
57530-110995,C,Naz,Naz Reid,Reid,21.945614463404606,57,4900,MIN@SAC,MIN,SAC,,,,,,C
57530-66064,SF,Malik,Malik Beasley,Beasley,29.767568227407093,37,4900,MIN@SAC,MIN,SAC,O,Hamstring,,,,SF
57530-110312,SG,Tyler,Tyler Herro,Herro,27.195652173913043,46,4900,MIA@SA,MIA,SA,GTD,Foot,,,,SG
57530-16233,SF,Josh,Josh Richardson,Richardson,23.219564686650816,46,4900,DET@DAL,DAL,DET,,,,,,SF
