slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
garlada01,Darius Garland,CLEVELAND CAVALIERS,AWAY,SAN ANTONIO SPURS,WIN,1799,14,22,5,10,4,4,0,1,7,2,1,1,2,33.3
bookede01,Devin Booker,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,2134,11,20,6,8,8,9,1,5,6,1,0,2,4,29.8
irvinky01,Kyrie Irving,BROOKLYN NETS,HOME,NEW YORK KNICKS,WIN,2236,15,28,5,12,5,5,0,2,7,1,0,2,4,29.3
conlemi01,Mike Conley,UTAH JAZZ,AWAY,DALLAS MAVERICKS,LOSS,1884,8,13,6,10,6,6,2,1,7,1,0,0,3,28.5
foxde01,De'Aaron Fox,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2250,8,16,2,4,13,15,1,5,9,2,0,4,3,27.5
paulch01,Chris Paul,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,2103,6,9,3,5,4,5,0,5,11,4,0,2,2,25.1
aytonde01,Deandre Ayton,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,2008,10,14,0,0,7,8,1,10,1,0,2,2,4,23.0
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,WIN,2166,8,18,2,3,5,5,4,9,5,2,0,1,2,22.8
doncilu01,Luka Dončić,DALLAS MAVERICKS,HOME,UTAH JAZZ,WIN,2153,11,26,6,11,3,3,2,7,8,0,0,4,2,21.5
barneha02,Harrison Barnes,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2242,9,14,0,3,3,4,3,9,4,1,0,2,1,20.6
finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,HOME,UTAH JAZZ,WIN,2064,8,17,5,12,2,2,2,4,4,1,1,0,4,19.8
porteke02,Kevin Porter,HOUSTON ROCKETS,HOME,PHOENIX SUNS,LOSS,1784,5,10,1,3,9,10,2,7,8,0,0,3,4,19.1
goberru01,Rudy Gobert,UTAH JAZZ,AWAY,DALLAS MAVERICKS,LOSS,2060,6,6,0,0,2,3,2,13,2,0,2,1,1,18.5
westbru01,Russell Westbrook,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,2388,9,25,1,6,4,4,2,12,11,1,0,4,1,18.4
bridgmi01,Mikal Bridges,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,1962,7,12,4,6,2,2,0,1,3,2,1,0,3,18.3
grantje01,Jerami Grant,DETROIT PISTONS,AWAY,OKLAHOMA CITY THUNDER,WIN,1395,7,15,2,4,5,5,1,4,5,1,0,1,1,18.3
harteis01,Isaiah Hartenstein,CLEVELAND CAVALIERS,AWAY,SAN ANTONIO SPURS,WIN,1633,7,8,0,1,2,3,2,10,3,0,1,0,5,18.0
