Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57420-9642,PG,Russell,Russell Westbrook,Westbrook,51.24897859534439,49,11500,OKC@WAS,WAS,OKC,,,,,,PG
57420-55062,C,Nikola,Nikola Jokic,Jokic,55.11227898848684,57,11100,MEM@DEN,DEN,MEM,,,,,,C
57420-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.583333333333336,48,11000,PHO@MIL,MIL,PHO,,,,,,PF
57420-9524,PG,Stephen,Stephen Curry,Curry,47.2839990234375,50,10700,GS@PHI,GS,PHI,GTD,Ankle,,,,PG
57420-49111,C,Joel,Joel Embiid,Embiid,52.14210590563322,38,10400,GS@PHI,PHI,GS,,,,,,C
57420-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,10000,UTA@LAL,LAL,UTA,O,Ankle,,,,SF
57420-80808,PF,Jayson,Jayson Tatum,Tatum,43.43461726262019,52,9700,CHI@BOS,BOS,CHI,GTD,Ankle,,,,PF
57420-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9600,UTA@LAL,LAL,UTA,O,Calf,,,,PF
57420-14528,SF,Jimmy,Jimmy Butler,Butler,46.23902558117378,41,9300,HOU@MIA,MIA,HOU,GTD,Ankle,,,,SF
57420-66113,SG,Donovan,Donovan Mitchell,Mitchell,40.37592683015046,54,9200,UTA@LAL,UTA,LAL,O,Ankle,,,,SG
57420-14514,C,Nikola,Nikola Vucevic,Vucevic,46.20862237338362,58,9100,CHI@BOS,CHI,BOS,,,,,,C
57420-40783,SG,Zach,Zach LaVine,LaVine,41.329630533854164,54,9100,CHI@BOS,CHI,BOS,O,Covid-19,,,,SG
57420-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.762962058738424,54,8700,SA@IND,IND,SA,,,,,,PF
57420-15595,SG,Bradley,Bradley Beal,Beal,44.94166564941406,48,8500,OKC@WAS,WAS,OKC,,,,,,SG
57420-58460,SG,Devin,Devin Booker,Booker,37.36538461538461,52,8400,PHO@MIL,PHO,MIL,,,,,,SG
57420-23798,SG,Caris,Caris LeVert,LeVert,34.775001525878906,32,8300,SA@IND,IND,SA,,,,,,SG
57420-67026,SF,Jaylen,Jaylen Brown,Brown,39.116980210790096,53,8300,CHI@BOS,BOS,CHI,GTD,Illness,,,,SF
57420-14503,C,Jonas,Jonas Valanciunas,Valanciunas,36.93199951171875,50,8100,MEM@DEN,MEM,DEN,O,Concussion,,,,C
57420-42202,PF,Christian,Christian Wood,Wood,39.17058967141544,34,8000,HOU@MIA,HOU,MIA,,,,,,PF
57420-40203,C,Rudy,Rudy Gobert,Gobert,40.83684124862938,57,8000,UTA@LAL,UTA,LAL,GTD,Knee,,,,C
57420-9663,PG,Jrue,Jrue Holiday,Holiday,35.40454656427557,44,8000,PHO@MIL,MIL,PHO,,,,,,PG
57420-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.7957452002992,47,7900,SA@IND,SA,IND,,,,,,SG
57420-12332,PG,John,John Wall,Wall,36.6432445629223,37,7800,HOU@MIA,HOU,MIA,,,,,,PG
57420-16261,SF,Khris,Khris Middleton,Middleton,36.90925880714699,54,7800,PHO@MIL,MIL,PHO,,,,,,SF
57420-9623,PG,Chris,Chris Paul,Paul,37.169642857142854,56,7700,PHO@MIL,PHO,MIL,,,,,,PG
57420-80817,C,Bam,Bam Adebayo,Adebayo,41.60195982689951,51,7700,HOU@MIA,MIA,HOU,,,,,,C
57420-84682,SF,Michael,Michael Porter,Porter,31.949998938519023,46,7600,MEM@DEN,DEN,MEM,,,,,,SF
