Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SF,Luka Doncic (17274402),Luka Doncic,17274402,PG/SF/F/G/UTIL,10900,DAL@GS 04/27/2021 09:30PM ET,DAL,55.29
PF/C,Giannis Antetokounmpo (17274407),Giannis Antetokounmpo,17274407,PF/C/F/UTIL,10700,MIL@CHA 04/27/2021 07:00PM ET,MIL,56.78
PG/SG,James Harden (17274411),James Harden,17274411,PG/SG/G/UTIL,10400,BKN@TOR 04/27/2021 07:30PM ET,BKN,56.62
PG,Stephen Curry (17274415),Stephen Curry,17274415,PG/G/UTIL,10300,DAL@GS 04/27/2021 09:30PM ET,GS,50.70
C,Karl-Anthony Towns (17274418),Karl-Anthony Towns,17274418,C/UTIL,10000,MIN@HOU 04/27/2021 09:00PM ET,MIN,49.92
PF,Jayson Tatum (17274420),Jayson Tatum,17274420,PF/F/UTIL,9800,OKC@BOS 04/27/2021 07:00PM ET,BOS,45.10
PG/SG,Kyrie Irving (17274423),Kyrie Irving,17274423,PG/SG/G/UTIL,9500,BKN@TOR 04/27/2021 07:30PM ET,BKN,47.41
PG,Damian Lillard (17274427),Damian Lillard,17274427,PG/G/UTIL,9100,POR@IND 04/27/2021 07:00PM ET,POR,48.14
PF/C,Domantas Sabonis (17274430),Domantas Sabonis,17274430,PF/C/F/UTIL,8900,POR@IND 04/27/2021 07:00PM ET,IND,46.95
PG,Malcolm Brogdon (17274434),Malcolm Brogdon,17274434,PG/G/UTIL,8800,POR@IND 04/27/2021 07:00PM ET,IND,40.05
PF/C,Kristaps Porzingis (17274437),Kristaps Porzingis,17274437,PF/C/F/UTIL,8700,DAL@GS 04/27/2021 09:30PM ET,DAL,39.38
PF,Pascal Siakam (17274441),Pascal Siakam,17274441,PF/F/UTIL,8600,BKN@TOR 04/27/2021 07:30PM ET,TOR,40.66
PG/SG,CJ McCollum (17274444),CJ McCollum,17274444,PG/SG/G/UTIL,8500,POR@IND 04/27/2021 07:00PM ET,POR,39.99
SG/SF,Jaylen Brown (17274448),Jaylen Brown,17274448,SG/SF/F/G/UTIL,8400,OKC@BOS 04/27/2021 07:00PM ET,BOS,40.49
PF,Kevin Durant (17274453),Kevin Durant,17274453,PF/F/UTIL,8300,BKN@TOR 04/27/2021 07:30PM ET,BKN,47.23
SG,Caris LeVert (17274456),Caris LeVert,17274456,SG/G/UTIL,8200,POR@IND 04/27/2021 07:00PM ET,IND,35.42
PF/C,Christian Wood (17274459),Christian Wood,17274459,PF/C/F/UTIL,8000,MIN@HOU 04/27/2021 09:00PM ET,HOU,40.03
PG/SG,Fred VanVleet (17274463),Fred VanVleet,17274463,PG/SG/G/UTIL,7900,BKN@TOR 04/27/2021 07:30PM ET,TOR,39.59
PG/SG,Jrue Holiday (17274467),Jrue Holiday,17274467,PG/SG/G/UTIL,7800,MIL@CHA 04/27/2021 07:00PM ET,MIL,35.94
PG/SG,Terry Rozier (17274471),Terry Rozier,17274471,PG/SG/G/UTIL,7700,MIL@CHA 04/27/2021 07:00PM ET,CHA,36.16
SG/SF,Khris Middleton (17274475),Khris Middleton,17274475,SG/SF/F/G/UTIL,7700,MIL@CHA 04/27/2021 07:00PM ET,MIL,38.15
PG,Shai Gilgeous-Alexander (17274480),Shai Gilgeous-Alexander,17274480,PG/G/UTIL,7600,OKC@BOS 04/27/2021 07:00PM ET,OKC,41
SF/PF,Miles Bridges (17274488),Miles Bridges,17274488,SF/PF/F/UTIL,7500,MIL@CHA 04/27/2021 07:00PM ET,CHA,25.59
SG/SF,Anthony Edwards (17274483),Anthony Edwards,17274483,SG/SF/F/G/UTIL,7500,MIN@HOU 04/27/2021 09:00PM ET,MIN,31.21
PG,Kemba Walker (17274496),Kemba Walker,17274496,PG/G/UTIL,7400,OKC@BOS 04/27/2021 07:00PM ET,BOS,33.80
PF/C,Draymond Green (17274492),Draymond Green,17274492,PF/C/F/UTIL,7400,DAL@GS 04/27/2021 09:30PM ET,GS,32.32
PG,John Wall (17274499),John Wall,17274499,PG/G/UTIL,7300,MIN@HOU 04/27/2021 09:00PM ET,HOU,38.13
PG,Kyle Lowry (17274502),Kyle Lowry,17274502,PG/G/UTIL,7200,BKN@TOR 04/27/2021 07:30PM ET,TOR,37.27
PF,Gordon Hayward (17274505),Gordon Hayward,17274505,PF/F/UTIL,7100,MIL@CHA 04/27/2021 07:00PM ET,CHA,36.11
PG,LaMelo Ball (17274508),LaMelo Ball,17274508,PG/G/UTIL,7000,MIL@CHA 04/27/2021 07:00PM ET,CHA,36.17
SG/SF,Andrew Wiggins (17274515),Andrew Wiggins,17274515,SG/SF/F/G/UTIL,6900,DAL@GS 04/27/2021 09:30PM ET,GS,31.55
PF/C,Chris Boucher (17274511),Chris Boucher,17274511,PF/C/F/UTIL,6900,BKN@TOR 04/27/2021 07:30PM ET,TOR,29.15
PF/C,PJ Washington (17274520),PJ Washington,17274520,PF/C/F/UTIL,6800,MIL@CHA 04/27/2021 07:00PM ET,CHA,28.77
C,Jusuf Nurkic (17274524),Jusuf Nurkic,17274524,C/UTIL,6800,POR@IND 04/27/2021 07:00PM ET,POR,29.03
SF/PF,OG Anunoby (17274526),OG Anunoby,17274526,SF/PF/F/UTIL,6700,BKN@TOR 04/27/2021 07:30PM ET,TOR,30.42
