slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
lopezro01,Robin Lopez,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,WIN,1633,9,14,0,0,2,2,4,4,2,0,0,0,0,19.2
morrimo01,Monte Morris,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1529,7,8,5,5,2,2,0,3,2,1,0,2,1,19.1
portemi01,Michael Porter,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,2413,8,15,2,7,4,5,1,9,2,1,1,2,2,18.0
quickim01,Immanuel Quickley,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,1834,7,12,4,6,2,2,2,2,2,1,0,0,2,18.0
woodch01,Christian Wood,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1837,9,15,1,4,4,9,0,3,2,0,3,0,2,17.7
harrito02,Tobias Harris,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,2067,7,16,2,5,7,9,0,7,3,1,0,1,3,16.8
mcderdo01,Doug McDermott,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1281,8,13,1,3,2,2,3,3,0,1,0,0,1,16.7
moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,2310,9,18,4,5,4,8,0,4,6,0,1,4,2,16.7
rosste01,Terrence Ross,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1669,10,15,2,5,2,3,0,4,1,0,1,2,3,16.5
wiggian01,Andrew Wiggins,GOLDEN STATE WARRIORS,HOME,WASHINGTON WIZARDS,LOSS,2136,7,13,0,5,1,4,2,5,6,3,0,0,3,16.4
poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,2155,6,9,0,0,1,3,6,4,5,1,1,1,4,16.3
brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,2398,9,18,3,9,2,3,0,3,5,1,0,1,5,16.0
okogijo01,Josh Okogie,MINNESOTA TIMBERWOLVES,AWAY,BOSTON CELTICS,LOSS,2229,6,11,2,4,2,2,2,1,1,4,0,0,3,15.9
barrerj01,RJ Barrett,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,2013,7,13,2,4,4,5,0,5,2,1,0,1,1,15.8
grahade01,Devonte' Graham,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,WIN,1534,6,12,6,12,2,2,0,2,5,0,0,2,1,15.7
lenal01,Alex Len,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,WIN,1214,5,9,0,0,5,5,2,3,1,2,1,0,2,15.6
washipj01,P.J. Washington,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,WIN,1867,6,13,3,7,3,3,0,7,4,0,1,1,1,15.5
walkeke02,Kemba Walker,BOSTON CELTICS,HOME,MINNESOTA TIMBERWOLVES,WIN,2348,5,14,3,10,4,4,1,6,9,2,0,4,2,15.2
ennisja01,James Ennis,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1982,3,6,1,2,7,8,1,4,4,1,0,0,3,15.1
gallida01,Danilo Gallinari,ATLANTA HAWKS,HOME,CHICAGO BULLS,WIN,1818,6,16,4,8,4,4,2,4,1,2,0,1,2,14.7
rosede01,Derrick Rose,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,1577,8,17,0,4,3,3,2,2,3,1,2,2,1,14.4
wisemja01,James Wiseman,GOLDEN STATE WARRIORS,HOME,WASHINGTON WIZARDS,LOSS,1398,9,11,0,1,0,0,1,5,1,0,0,1,4,14.2
randlju01,Julius Randle,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,2291,4,12,1,2,6,9,1,9,11,1,0,3,5,14.1
martike04,Kenyon Martin,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1256,4,6,2,3,4,4,3,3,0,0,0,0,1,14.0
zelleco01,Cody Zeller,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,WIN,1292,5,8,0,0,0,0,7,5,3,0,3,2,3,13.8
porteke02,Kevin Porter,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1837,4,13,3,6,3,4,2,4,13,0,0,3,3,13.6
huertke01,Kevin Huerter,ATLANTA HAWKS,HOME,CHICAGO BULLS,WIN,2082,5,8,1,4,0,0,0,2,5,2,1,0,2,13.4
bartowi01,Will Barton,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,2167,6,11,2,4,3,3,0,1,5,1,0,2,3,13.3
sabondo01,Domantas Sabonis,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1962,3,12,1,2,9,12,3,12,6,0,2,4,4,13.3
hachiru01,Rui Hachimura,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,WIN,2269,9,16,1,2,3,4,1,4,1,0,0,3,1,13.2
holidaa01,Aaron Holiday,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1398,7,14,6,10,0,0,0,2,3,1,1,4,1,13.0
anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,2024,4,10,2,5,5,6,0,6,5,2,1,2,6,12.8
mccontj01,T.J. McConnell,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1616,3,7,0,3,2,2,0,2,9,2,1,1,1,12.5
banede01,Desmond Bane,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,1378,6,9,3,4,1,3,0,5,2,0,0,1,2,12.4
hernawi01,Willy Hernangómez,NEW ORLEANS PELICANS,HOME,PHILADELPHIA 76ERS,WIN,1161,5,6,0,0,0,0,3,7,0,0,1,0,1,12.3
campafa01,Facundo Campazzo,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1385,1,2,1,2,6,6,0,1,4,1,0,0,0,12.1
okekech01,Chuma Okeke,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1712,3,5,0,2,2,2,1,5,7,0,1,1,1,12.1
batumni01,Nicolas Batum,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,WIN,1639,6,13,2,5,3,3,1,2,0,1,1,1,1,11.9
sumneed01,Edmond Sumner,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1256,4,5,1,1,3,3,0,0,1,1,1,0,2,11.7
burksal01,Alec Burks,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,1986,5,15,3,8,6,6,0,5,2,0,0,1,2,11.6
leeda03,Damion Lee,GOLDEN STATE WARRIORS,HOME,WASHINGTON WIZARDS,LOSS,894,3,6,2,3,2,2,0,3,1,4,0,1,0,11.6
brownst02,Sterling Brown,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1525,6,8,3,5,0,0,0,4,1,1,0,3,1,11.3
forbebr01,Bryn Forbes,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,1561,7,14,4,8,0,0,0,3,2,0,0,2,0,11.3
hayesja02,Jaxson Hayes,NEW ORLEANS PELICANS,HOME,PHILADELPHIA 76ERS,WIN,1153,5,6,0,1,2,3,1,5,0,0,1,1,0,11.3
simmobe01,Ben Simmons,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,2035,3,6,0,0,4,9,0,9,6,5,1,6,1,11.2
olynyke01,Kelly Olynyk,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1943,6,11,1,5,0,0,4,7,3,0,0,3,2,10.9
bambamo01,Mohamed Bamba,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1332,4,10,2,5,4,6,1,5,2,0,3,2,2,10.7
roziete01,Terry Rozier,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,WIN,1992,8,17,3,9,1,2,0,3,1,1,1,2,4,10.6
rubiori01,Ricky Rubio,MINNESOTA TIMBERWOLVES,AWAY,BOSTON CELTICS,LOSS,1377,1,5,0,3,2,2,0,4,7,4,0,0,1,10.6
diakima01,Mamadi Diakite,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,1371,2,5,0,2,6,6,0,5,1,2,0,1,1,10.1
johnske04,Keldon Johnson,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1602,6,10,1,1,2,2,0,4,2,0,0,1,5,10.0
bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,WIN,1796,7,16,1,5,5,6,1,2,6,0,0,6,2,9.9
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1880,7,14,1,6,3,5,2,0,1,1,0,3,2,9.5
toupaax01,Axel Toupane,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,1065,2,4,1,1,4,5,0,2,2,2,0,0,3,9.4
wanambr01,Brad Wanamaker,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,WIN,1351,1,3,0,1,4,4,0,3,7,2,0,2,2,9.3
gayru01,Rudy Gay,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1164,5,12,3,7,2,2,0,6,1,0,0,1,3,8.9
williro04,Robert Williams,BOSTON CELTICS,HOME,MINNESOTA TIMBERWOLVES,WIN,1472,3,5,0,0,0,0,1,6,5,0,2,1,3,8.9
zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,WIN,1403,4,6,0,0,2,2,1,6,0,0,0,0,3,8.7
toppiob01,Obi Toppin,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,889,3,5,0,2,2,2,1,5,1,0,0,0,1,8.2
adamsst01,Steven Adams,NEW ORLEANS PELICANS,HOME,PHILADELPHIA 76ERS,WIN,1628,3,5,0,0,1,4,2,3,1,3,3,2,4,8.0
willilo02,Lou Williams,ATLANTA HAWKS,HOME,CHICAGO BULLS,WIN,1048,3,7,1,3,2,2,0,0,5,0,0,1,0,7.8
greendr01,Draymond Green,GOLDEN STATE WARRIORS,HOME,WASHINGTON WIZARDS,LOSS,1992,2,9,0,3,1,2,2,3,8,3,2,3,2,7.6
murrade01,Dejounte Murray,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1910,5,17,1,5,1,1,1,6,4,3,0,2,2,7.6
ingrabr01,Brandon Ingram,NEW ORLEANS PELICANS,HOME,PHILADELPHIA 76ERS,WIN,2090,5,21,2,9,5,6,1,7,2,2,0,2,2,7.3
mclaujo01,Jordan McLaughlin,MINNESOTA TIMBERWOLVES,AWAY,BOSTON CELTICS,LOSS,897,2,2,0,0,3,4,0,1,1,2,0,1,2,7.2
walkelo01,Lonnie Walker,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1036,2,6,1,3,3,3,0,0,2,1,0,0,0,7.0
whiteco01,Coby White,CHICAGO BULLS,AWAY,ATLANTA HAWKS,LOSS,1712,4,11,1,5,2,2,0,1,4,1,0,0,5,7.0
eubandr01,Drew Eubanks,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,725,1,2,0,0,3,4,2,3,0,1,0,0,0,6.9
merrisa01,Sam Merrill,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,1604,5,13,3,8,0,0,0,6,2,0,0,1,3,6.9
greenda02,Danny Green,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,1784,3,6,2,5,0,0,0,7,2,0,1,2,1,6.8
leverca01,Caris LeVert,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1725,4,12,0,2,3,3,1,6,2,1,1,1,5,6.8
noelne01,Nerlens Noel,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,1494,2,4,0,0,2,2,0,5,1,1,4,2,3,6.8
anthoco01,Cole Anthony,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1532,3,12,0,2,2,2,4,5,5,0,1,1,4,6.7
tillmxa01,Xavier Tillman,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,1035,3,6,0,0,0,3,4,1,4,0,1,1,2,6.6
doziepj01,PJ Dozier,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1146,4,8,1,2,0,1,1,4,2,0,0,1,1,6.5
paytoel01,Elfrid Payton,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,911,5,9,2,2,0,0,0,0,0,1,0,1,3,6.5
hernaju01,Juan Hernangómez,MINNESOTA TIMBERWOLVES,AWAY,BOSTON CELTICS,LOSS,1140,3,8,2,3,2,2,2,2,0,0,0,0,3,6.4
mcdanja02,Jaden McDaniels,MINNESOTA TIMBERWOLVES,AWAY,BOSTON CELTICS,LOSS,2615,5,12,1,5,0,0,2,1,1,2,0,1,4,6.4
pritcpa01,Payton Pritchard,BOSTON CELTICS,HOME,MINNESOTA TIMBERWOLVES,WIN,742,3,5,1,2,0,0,0,0,1,1,0,0,0,6.4
thomptr01,Tristan Thompson,BOSTON CELTICS,HOME,MINNESOTA TIMBERWOLVES,WIN,1651,2,4,0,0,3,3,3,4,1,0,0,1,4,6.4
bullore01,Reggie Bullock,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,1227,3,5,2,4,0,0,0,1,1,0,0,0,1,6.3
clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,1156,2,5,0,0,1,2,3,1,2,1,0,0,1,6.3
korkmfu01,Furkan Korkmaz,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,1030,4,9,4,8,0,0,0,2,2,0,0,2,3,6.1
morrima03,Marcus Morris,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,WIN,1576,4,9,1,4,0,0,1,3,1,2,1,2,3,6.1
gibsota01,Taj Gibson,NEW YORK KNICKS,HOME,MEMPHIS GRIZZLIES,WIN,1674,1,4,0,0,4,4,5,3,1,1,1,2,6,6.0
brogdma01,Malcolm Brogdon,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1685,4,14,0,5,3,4,1,3,4,1,0,1,3,5.6
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,HOME,CHICAGO BULLS,WIN,2053,5,10,0,4,0,0,0,4,2,0,1,2,2,5.5
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,1876,5,16,0,3,4,4,1,8,1,0,2,3,4,5.4
okongon01,Onyeka Okongwu,ATLANTA HAWKS,HOME,CHICAGO BULLS,WIN,655,3,3,0,0,0,0,1,4,0,0,0,0,4,5.4
jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,870,3,5,0,1,2,2,0,1,1,0,0,1,1,5.3
kurucro01,Rodions Kurucs,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,1017,0,1,0,0,0,0,2,4,4,2,0,1,1,5.3
bazemke01,Kent Bazemore,GOLDEN STATE WARRIORS,HOME,WASHINGTON WIZARDS,LOSS,1669,1,6,0,1,2,2,3,2,2,1,1,0,2,5.2
scottmi01,Mike Scott,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,874,2,4,2,4,0,0,0,2,0,1,0,0,1,5.2
gordoaa01,Aaron Gordon,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1872,5,11,1,4,0,0,0,1,2,0,1,1,4,5.1
pattepa01,Patrick Patterson,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,WIN,1096,2,7,2,6,0,0,0,1,3,0,1,0,0,5.0
augusdj01,D.J. Augustin,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1143,1,5,1,2,3,3,0,0,5,1,0,2,2,4.6
johnsja01,James Johnson,NEW ORLEANS PELICANS,HOME,PHILADELPHIA 76ERS,WIN,1933,2,7,1,4,1,2,0,3,1,3,1,1,3,4.6
howardw01,Dwight Howard,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,881,2,2,0,0,2,2,2,2,0,0,1,2,4,4.5
allengr01,Grayson Allen,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,1948,3,9,1,4,3,3,0,0,4,1,0,2,6,4.3
bradlav01,Avery Bradley,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1559,2,5,0,2,2,2,1,2,0,0,0,0,1,4.2
miltosh01,Shake Milton,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,1231,4,9,1,3,0,0,1,2,2,0,0,2,2,4.2
bledser01,Eric Bledsoe,NEW ORLEANS PELICANS,HOME,PHILADELPHIA 76ERS,WIN,1721,3,9,1,4,2,2,0,4,2,0,0,2,1,4.1
cartemi01,Michael Carter-Williams,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1348,3,8,1,2,2,2,0,2,3,0,0,2,3,4.1
lambje01,Jeremy Lamb,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1153,2,5,0,1,2,2,0,3,0,1,1,1,2,4.1
kennalu01,Luke Kennard,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,WIN,1527,1,3,1,2,0,0,0,6,3,1,0,1,3,4.0
cartewe01,Wendell Carter,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1548,4,11,0,1,0,0,2,7,0,1,1,2,3,3.9
lewiski01,Kira Lewis,NEW ORLEANS PELICANS,HOME,PHILADELPHIA 76ERS,WIN,1235,1,4,0,1,0,0,0,2,4,3,1,2,2,3.9
youngth01,Thaddeus Young,CHICAGO BULLS,AWAY,ATLANTA HAWKS,LOSS,1424,2,4,0,0,0,0,2,3,3,0,1,3,1,3.7
portibo01,Bobby Portis,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,1509,5,15,0,2,0,0,7,6,1,0,2,6,2,3.5
theisda01,Daniel Theis,CHICAGO BULLS,AWAY,ATLANTA HAWKS,LOSS,699,1,2,0,0,2,2,1,2,0,0,0,0,2,3.5
netora01,Raul Neto,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,WIN,420,1,1,0,0,0,0,0,0,1,1,0,0,0,3.4
willipa01,Patrick Williams,CHICAGO BULLS,AWAY,ATLANTA HAWKS,LOSS,1548,2,4,0,1,0,0,1,1,0,2,0,0,4,3.4
coffeam01,Amir Coffey,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,WIN,561,2,4,1,1,0,0,0,1,0,0,0,0,0,3.3
snellto01,Tony Snell,ATLANTA HAWKS,HOME,CHICAGO BULLS,WIN,920,0,1,0,1,0,0,2,1,1,2,0,0,1,3.3
reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,AWAY,BOSTON CELTICS,LOSS,658,3,6,1,3,1,2,0,0,0,0,0,1,1,3.2
bacondw01,Dwayne Bacon,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1092,3,9,0,2,1,2,2,2,0,0,0,0,1,3.1
bitadgo01,Goga Bitadze,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,919,2,7,1,3,0,0,3,4,0,0,2,1,4,3.0
browntr01,Troy Brown,CHICAGO BULLS,AWAY,ATLANTA HAWKS,LOSS,904,2,5,1,4,0,0,0,3,0,0,0,0,1,2.8
thybuma01,Matisse Thybulle,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,928,2,3,0,1,0,0,0,1,0,1,0,0,3,2.8
mcgeeja01,JaVale McGee,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,578,2,3,0,0,0,0,2,6,1,0,1,3,4,2.7
hamptrj01,R.J. Hampton,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1116,3,4,0,1,0,2,0,2,0,1,1,3,1,2.5
antetth01,Thanasis Antetokounmpo,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,1606,5,15,0,2,2,5,3,1,3,1,0,5,1,2.4
markkla01,Lauri Markkanen,CHICAGO BULLS,AWAY,ATLANTA HAWKS,LOSS,1617,1,4,1,3,2,2,0,5,1,0,0,2,1,2.4
avdijde01,Deni Avdija,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,WIN,1284,0,6,0,3,2,4,1,3,3,2,0,0,1,2.3
satorto01,Tomáš Satoranský,CHICAGO BULLS,AWAY,ATLANTA HAWKS,LOSS,1991,0,6,0,3,0,0,0,1,10,2,0,2,2,2.3
connapa01,Pat Connaughton,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,1057,1,4,1,3,1,2,1,0,0,1,1,1,1,2.2
holidju01,Justin Holiday,INDIANA PACERS,AWAY,ORLANDO MAGIC,WIN,1405,1,3,1,3,0,0,0,3,1,0,1,1,1,2.2
wilsodj01,D.J. Wilson,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,886,0,3,0,2,0,0,0,4,2,0,3,0,1,2.2
bertada01,Dāvis Bertāns,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,WIN,1618,2,5,2,5,0,0,0,5,0,0,0,1,5,1.8
maxeyty01,Tyrese Maxey,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,31,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7
harriga01,Gary Harris,ORLANDO MAGIC,HOME,INDIANA PACERS,LOSS,1069,2,10,0,2,4,4,1,2,1,0,0,2,1,1.4
hillso01,Solomon Hill,ATLANTA HAWKS,HOME,CHICAGO BULLS,WIN,1323,0,2,0,1,0,0,1,2,1,1,0,0,1,1.2
careyve01,Vernon Carey,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,WIN,213,1,2,0,1,1,1,0,1,0,0,0,1,1,0.9
jeffrda01,DaQuan Jeffries,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,LOSS,178,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7
jonesma05,Mason Jones,PHILADELPHIA 76ERS,AWAY,NEW ORLEANS PELICANS,LOSS,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7
marshna01,Naji Marshall,NEW ORLEANS PELICANS,HOME,PHILADELPHIA 76ERS,WIN,1363,0,4,0,2,1,2,0,3,4,0,0,0,2,0.7
rillegr01,Grant Riller,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,WIN,148,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7
konchjo01,John Konchar,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,LOSS,636,0,3,0,1,0,0,0,1,2,1,0,0,0,0.6
ojelese01,Semi Ojeleye,BOSTON CELTICS,HOME,MINNESOTA TIMBERWOLVES,WIN,422,1,3,1,2,0,0,0,1,0,0,0,1,0,0.6
martico01,Cody Martin,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,WIN,751,1,4,1,3,0,0,0,4,0,0,1,2,0,0.5
