Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SF,Luka Doncic (16967807),Luka Doncic,16967807,PG/SF/F/G/UTIL,10900,MIL@DAL 04/08/2021 09:00PM ET,DAL,55.47
PF/C,Giannis Antetokounmpo (16967812),Giannis Antetokounmpo,16967812,PF/C/F/UTIL,10700,MIL@DAL 04/08/2021 09:00PM ET,MIL,57.37
PG,LeBron James (16967816),LeBron James,16967816,PG/G/UTIL,9600,LAL@MIA 04/08/2021 07:30PM ET,LAL,50.71
PG,Damian Lillard (16967819),Damian Lillard,16967819,PG/G/UTIL,9500,POR@UTA 04/08/2021 10:00PM ET,POR,49.31
SF,Kawhi Leonard (16967822),Kawhi Leonard,16967822,SF/F/UTIL,9400,PHO@LAC 04/08/2021 10:00PM ET,LAC,46.30
PG,De'Aaron Fox (16967825),De'Aaron Fox,16967825,PG/G/UTIL,9300,DET@SAC 04/08/2021 10:00PM ET,SAC,42.88
SG,Devin Booker (16967828),Devin Booker,16967828,SG/G/UTIL,9200,PHO@LAC 04/08/2021 10:00PM ET,PHO,39.56
C,Nikola Vucevic (16967831),Nikola Vucevic,16967831,C/UTIL,9100,CHI@TOR 04/08/2021 07:30PM ET,CHI,49.19
SF,Jimmy Butler (16967833),Jimmy Butler,16967833,SF/F/UTIL,9000,LAL@MIA 04/08/2021 07:30PM ET,MIA,46.22
C,Anthony Davis (16967836),Anthony Davis,16967836,C/UTIL,8800,LAL@MIA 04/08/2021 07:30PM ET,LAL,43.75
PF/C,Kristaps Porzingis (16967838),Kristaps Porzingis,16967838,PF/C/F/UTIL,8700,MIL@DAL 04/08/2021 09:00PM ET,DAL,38.88
PG/SG,Donovan Mitchell (16967842),Donovan Mitchell,16967842,PG/SG/G/UTIL,8600,POR@UTA 04/08/2021 10:00PM ET,UTA,42.03
PF/C,Pascal Siakam (16967846),Pascal Siakam,16967846,PF/C/F/UTIL,8500,CHI@TOR 04/08/2021 07:30PM ET,TOR,40.18
C,Bam Adebayo (16967850),Bam Adebayo,16967850,C/UTIL,8400,LAL@MIA 04/08/2021 07:30PM ET,MIA,43.17
PG,Chris Paul (16967852),Chris Paul,16967852,PG/G/UTIL,8300,PHO@LAC 04/08/2021 10:00PM ET,PHO,38.44
SG,Paul George (16967855),Paul George,16967855,SG/G/UTIL,8200,PHO@LAC 04/08/2021 10:00PM ET,LAC,41.76
PG/SG,Jrue Holiday (16967858),Jrue Holiday,16967858,PG/SG/G/UTIL,8100,MIL@DAL 04/08/2021 09:00PM ET,MIL,35.79
SG,Zach LaVine (16967862),Zach LaVine,16967862,SG/G/UTIL,8000,CHI@TOR 04/08/2021 07:30PM ET,CHI,43
PG/SG,Fred VanVleet (16967865),Fred VanVleet,16967865,PG/SG/G/UTIL,7900,CHI@TOR 04/08/2021 07:30PM ET,TOR,40.08
SG/SF,Khris Middleton (16967875),Khris Middleton,16967875,SG/SF/F/G/UTIL,7800,MIL@DAL 04/08/2021 09:00PM ET,MIL,38.51
PG/SG,CJ McCollum (16967869),CJ McCollum,16967869,PG/SG/G/UTIL,7800,POR@UTA 04/08/2021 10:00PM ET,POR,40.47
C,Rudy Gobert (16967873),Rudy Gobert,16967873,C/UTIL,7800,POR@UTA 04/08/2021 10:00PM ET,UTA,40.06
PG/SG,Shai Gilgeous-Alexander (16967880),Shai Gilgeous-Alexander,16967880,PG/SG/G/UTIL,7700,CLE@OKC 04/08/2021 08:00PM ET,OKC,41
C,Jarrett Allen (16967884),Jarrett Allen,16967884,C/UTIL,7700,CLE@OKC 04/08/2021 08:00PM ET,CLE,32.22
PF/C,Richaun Holmes (16967890),Richaun Holmes,16967890,PF/C/F/UTIL,7600,DET@SAC 04/08/2021 10:00PM ET,SAC,32.73
PG/SG,Collin Sexton (16967886),Collin Sexton,16967886,PG/SG/G/UTIL,7600,CLE@OKC 04/08/2021 08:00PM ET,CLE,35.78
PG,Mike Conley (16967894),Mike Conley,16967894,PG/G/UTIL,7300,POR@UTA 04/08/2021 10:00PM ET,UTA,32.79
PF/C,Larry Nance Jr. (16967897),Larry Nance Jr.,16967897,PF/C/F/UTIL,7200,CLE@OKC 04/08/2021 08:00PM ET,CLE,28.49
SF/PF,Kyle Kuzma (16967904),Kyle Kuzma,16967904,SF/PF/F/UTIL,7100,LAL@MIA 04/08/2021 07:30PM ET,LAL,25.99
PG,Kyle Lowry (16967901),Kyle Lowry,16967901,PG/G/UTIL,7100,CHI@TOR 04/08/2021 07:30PM ET,TOR,37.70
PG,Dennis Schroder (16967912),Dennis Schroder,16967912,PG/G/UTIL,7000,LAL@MIA 04/08/2021 07:30PM ET,LAL,29.47
SF/PF,Jerami Grant (16967908),Jerami Grant,16967908,SF/PF/F/UTIL,7000,DET@SAC 04/08/2021 10:00PM ET,DET,36.63
PF,OG Anunoby (16967915),OG Anunoby,16967915,PF/F/UTIL,7000,CHI@TOR 04/08/2021 07:30PM ET,TOR,29.86
PG/SG,Victor Oladipo (16967918),Victor Oladipo,16967918,PG/SG/G/UTIL,6800,LAL@MIA 04/08/2021 07:30PM ET,MIA,36.34
C,Deandre Ayton (16967922),Deandre Ayton,16967922,C/UTIL,6700,PHO@LAC 04/08/2021 10:00PM ET,PHO,33.47
C,Moses Brown (16967924),Moses Brown,16967924,C/UTIL,6600,CLE@OKC 04/08/2021 08:00PM ET,OKC,22.40
C,Andre Drummond (16967926),Andre Drummond,16967926,C/UTIL,6500,LAL@MIA 04/08/2021 07:30PM ET,LAL,41.83
PG/SG,Tyrese Haliburton (16967931),Tyrese Haliburton,16967931,PG/SG/G/UTIL,6500,DET@SAC 04/08/2021 10:00PM ET,SAC,28.86
PG,Darius Garland (16967928),Darius Garland,16967928,PG/G/UTIL,6500,CLE@OKC 04/08/2021 08:00PM ET,CLE,30.49
PF,Harrison Barnes (16967935),Harrison Barnes,16967935,PF/F/UTIL,6400,DET@SAC 04/08/2021 10:00PM ET,SAC,31.62
PF/C,Thaddeus Young (16967938),Thaddeus Young,16967938,PF/C/F/UTIL,6300,CHI@TOR 04/08/2021 07:30PM ET,CHI,30.09
SG/SF,Gary Trent Jr. (16967942),Gary Trent Jr.,16967942,SG/SF/F/G/UTIL,6300,CHI@TOR 04/08/2021 07:30PM ET,TOR,23.45
C,Montrezl Harrell (16967947),Montrezl Harrell,16967947,C/UTIL,6200,LAL@MIA 04/08/2021 07:30PM ET,LAL,27.35
C,Enes Kanter (16967949),Enes Kanter,16967949,C/UTIL,6100,POR@UTA 04/08/2021 10:00PM ET,POR,31.28
SG/SF,Buddy Hield (16967951),Buddy Hield,16967951,SG/SF/F/G/UTIL,6000,DET@SAC 04/08/2021 10:00PM ET,SAC,30.49
SG/SF,Norman Powell (16967956),Norman Powell,16967956,SG/SF/F/G/UTIL,5900,POR@UTA 04/08/2021 10:00PM ET,POR,29.18
PF/C,Robert Covington (16967961),Robert Covington,16967961,PF/C/F/UTIL,5900,POR@UTA 04/08/2021 10:00PM ET,POR,26.72
C,Mason Plumlee (16967965),Mason Plumlee,16967965,C/UTIL,5900,DET@SAC 04/08/2021 10:00PM ET,DET,30.22
PG/SG,Jordan Clarkson (16967977),Jordan Clarkson,16967977,PG/SG/G/UTIL,5800,POR@UTA 04/08/2021 10:00PM ET,UTA,28.22
C,Al Horford (16967967),Al Horford,16967967,C/UTIL,5800,CLE@OKC 04/08/2021 08:00PM ET,OKC,31.82
SF/PF,Aleksej Pokusevski (16967969),Aleksej Pokusevski,16967969,SF/PF/F/UTIL,5800,CLE@OKC 04/08/2021 08:00PM ET,OKC,19.39
PF/C,Kevin Love (16967973),Kevin Love,16967973,PF/C/F/UTIL,5800,CLE@OKC 04/08/2021 08:00PM ET,CLE,18.39
PG/SG,Donte DiVincenzo (16967983),Donte DiVincenzo,16967983,PG/SG/G/UTIL,5700,MIL@DAL 04/08/2021 09:00PM ET,MIL,25.19
SG/SF,Joe Ingles (16967987),Joe Ingles,16967987,SG/SF/F/G/UTIL,5700,POR@UTA 04/08/2021 10:00PM ET,UTA,24.88
C,Chris Boucher (16967981),Chris Boucher,16967981,C/UTIL,5700,CHI@TOR 04/08/2021 07:30PM ET,TOR,28.25
C,Jusuf Nurkic (16967997),Jusuf Nurkic,16967997,C/UTIL,5600,POR@UTA 04/08/2021 10:00PM ET,POR,26
SG/SF,Svi Mykhailiuk (16967992),Svi Mykhailiuk,16967992,SG/SF/F/G/UTIL,5600,CLE@OKC 04/08/2021 08:00PM ET,OKC,15.20
PF,Darius Bazley (16967999),Darius Bazley,16967999,PF/F/UTIL,5600,CLE@OKC 04/08/2021 08:00PM ET,OKC,26.01
SF,Tim Hardaway Jr. (16968006),Tim Hardaway Jr.,16968006,SF/F/UTIL,5500,MIL@DAL 04/08/2021 09:00PM ET,DAL,25.83
PG/SG,Tyler Herro (16968002),Tyler Herro,16968002,PG/SG/G/UTIL,5500,LAL@MIA 04/08/2021 07:30PM ET,MIA,29.24
PF/C,Bobby Portis (16968009),Bobby Portis,16968009,PF/C/F/UTIL,5300,MIL@DAL 04/08/2021 09:00PM ET,MIL,24.00
PG/SG,Jalen Brunson (16968020),Jalen Brunson,16968020,PG/SG/G/UTIL,5300,MIL@DAL 04/08/2021 09:00PM ET,DAL,23.58
SF,Mikal Bridges (16968024),Mikal Bridges,16968024,SF/F/UTIL,5300,PHO@LAC 04/08/2021 10:00PM ET,PHO,26.87
