Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SF,Luka Doncic (17257122),Luka Doncic,17257122,PG/SF/F/G/UTIL,11100,DAL@SAC 04/26/2021 10:00PM ET,DAL,55.29
C,Nikola Jokic (17257127),Nikola Jokic,17257127,C/UTIL,11000,MEM@DEN 04/26/2021 09:00PM ET,DEN,58.17
PG,Russell Westbrook (17257129),Russell Westbrook,17257129,PG/G/UTIL,10900,SA@WAS 04/26/2021 07:00PM ET,WAS,56.26
C,Karl-Anthony Towns (17257132),Karl-Anthony Towns,17257132,C/UTIL,10700,UTA@MIN 04/26/2021 08:00PM ET,MIN,50.19
C,Nikola Vucevic (17257134),Nikola Vucevic,17257134,C/UTIL,10300,CHI@MIA 04/26/2021 08:00PM ET,CHI,48.37
C,Joel Embiid (17257136),Joel Embiid,17257136,C/UTIL,10200,OKC@PHI 04/26/2021 07:00PM ET,PHI,53.35
PF/C,Zion Williamson (17257138),Zion Williamson,17257138,PF/C/F/UTIL,10100,LAC@NO 04/26/2021 08:00PM ET,NO,43.74
PF/C,Julius Randle (17257142),Julius Randle,17257142,PF/C/F/UTIL,9900,PHO@NY 04/26/2021 07:30PM ET,NY,49.12
PG,De'Aaron Fox (17257146),De'Aaron Fox,17257146,PG/G/UTIL,9800,DAL@SAC 04/26/2021 10:00PM ET,SAC,43.95
SG/SF,Bradley Beal (17257152),Bradley Beal,17257152,SG/SF/F/G/UTIL,9700,SA@WAS 04/26/2021 07:00PM ET,WAS,46.85
PG,LeBron James (17257149),LeBron James,17257149,PG/G/UTIL,9700,LAL@ORL 04/26/2021 07:00PM ET,LAL,50.71
SG,Paul George (17257161),Paul George,17257161,SG/G/UTIL,9600,LAC@NO 04/26/2021 08:00PM ET,LAC,43.84
PG/SG,Donovan Mitchell (17257157),Donovan Mitchell,17257157,PG/SG/G/UTIL,9600,UTA@MIN 04/26/2021 08:00PM ET,UTA,42.69
PG,Trae Young (17257164),Trae Young,17257164,PG/G/UTIL,9500,ATL@DET 04/26/2021 07:00PM ET,ATL,46.43
SF,Jimmy Butler (17257167),Jimmy Butler,17257167,SF/F/UTIL,9500,CHI@MIA 04/26/2021 08:00PM ET,MIA,45.96
PF/C,Anthony Davis (17257170),Anthony Davis,17257170,PF/C/F/UTIL,9400,LAL@ORL 04/26/2021 07:00PM ET,LAL,41.8
SG,Zach LaVine (17257174),Zach LaVine,17257174,SG/G/UTIL,9300,CHI@MIA 04/26/2021 08:00PM ET,CHI,44.11
C,Clint Capela (17257177),Clint Capela,17257177,C/UTIL,9200,ATL@DET 04/26/2021 07:00PM ET,ATL,41.49
SF,Kawhi Leonard (17257179),Kawhi Leonard,17257179,SF/F/UTIL,9100,LAC@NO 04/26/2021 08:00PM ET,LAC,46.22
PF/C,Kristaps Porzingis (17257182),Kristaps Porzingis,17257182,PF/C/F/UTIL,9000,DAL@SAC 04/26/2021 10:00PM ET,DAL,39.38
PF,Pascal Siakam (17257186),Pascal Siakam,17257186,PF/F/UTIL,8900,CLE@TOR 04/26/2021 07:30PM ET,TOR,40.70
SF,Brandon Ingram (17257189),Brandon Ingram,17257189,SF/F/UTIL,8900,LAC@NO 04/26/2021 08:00PM ET,NO,40.44
C,Bam Adebayo (17257192),Bam Adebayo,17257192,C/UTIL,8800,CHI@MIA 04/26/2021 08:00PM ET,MIA,42.31
SF,DeMar DeRozan (17257194),DeMar DeRozan,17257194,SF/F/UTIL,8700,SA@WAS 04/26/2021 07:00PM ET,SA,39.34
C,Rudy Gobert (17257197),Rudy Gobert,17257197,C/UTIL,8600,UTA@MIN 04/26/2021 08:00PM ET,UTA,40.23
SF/PF,Michael Porter Jr. (17257199),Michael Porter Jr.,17257199,SF/PF/F/UTIL,8500,MEM@DEN 04/26/2021 09:00PM ET,DEN,33.62
SG,Devin Booker (17257203),Devin Booker,17257203,SG/G/UTIL,8400,PHO@NY 04/26/2021 07:30PM ET,PHO,38.96
PG/SG,Fred VanVleet (17257206),Fred VanVleet,17257206,PG/SG/G/UTIL,8300,CLE@TOR 04/26/2021 07:30PM ET,TOR,39.89
PG,Ja Morant (17257210),Ja Morant,17257210,PG/G/UTIL,8200,MEM@DEN 04/26/2021 09:00PM ET,MEM,36.91
C,Jonas Valanciunas (17257213),Jonas Valanciunas,17257213,C/UTIL,8000,MEM@DEN 04/26/2021 09:00PM ET,MEM,38.64
PG,Ben Simmons (17257215),Ben Simmons,17257215,PG/G/UTIL,7900,OKC@PHI 04/26/2021 07:00PM ET,PHI,38.58
SG,Bogdan Bogdanovic (17257222),Bogdan Bogdanovic,17257222,SG/G/UTIL,7800,ATL@DET 04/26/2021 07:00PM ET,ATL,27.84
