Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SF,Luka Doncic (17192757),Luka Doncic,17192757,PG/SF/F/G/UTIL,11000,LAL@DAL 04/22/2021 09:30PM ET,DAL,55.39
PF/C,Giannis Antetokounmpo (17192762),Giannis Antetokounmpo,17192762,PF/C/F/UTIL,10800,PHI@MIL 04/22/2021 07:00PM ET,MIL,56.53
C,Joel Embiid (17192766),Joel Embiid,17192766,C/UTIL,10500,PHI@MIL 04/22/2021 07:00PM ET,PHI,53.84
PF,Jayson Tatum (17192768),Jayson Tatum,17192768,PF/F/UTIL,10200,PHO@BOS 04/22/2021 07:00PM ET,BOS,45.11
C,Nikola Vucevic (17192771),Nikola Vucevic,17192771,C/UTIL,10000,CHA@CHI 04/22/2021 09:00PM ET,CHI,48.28
PF/C,Zion Williamson (17192773),Zion Williamson,17192773,PF/C/F/UTIL,9900,NO@ORL 04/22/2021 07:00PM ET,NO,43.73
PG,LeBron James (17192777),LeBron James,17192777,PG/G/UTIL,9800,LAL@DAL 04/22/2021 09:30PM ET,LAL,50.71
PF/C,Anthony Davis (17192780),Anthony Davis,17192780,PF/C/F/UTIL,9400,LAL@DAL 04/22/2021 09:30PM ET,LAL,43.75
SG,Zach LaVine (17192784),Zach LaVine,17192784,SG/G/UTIL,9300,CHA@CHI 04/22/2021 09:00PM ET,CHI,44.11
PF/C,Kristaps Porzingis (17192787),Kristaps Porzingis,17192787,PF/C/F/UTIL,9000,LAL@DAL 04/22/2021 09:30PM ET,DAL,39.61
SG,Devin Booker (17192791),Devin Booker,17192791,SG/G/UTIL,8800,PHO@BOS 04/22/2021 07:00PM ET,PHO,39.22
SF,Brandon Ingram (17192794),Brandon Ingram,17192794,SF/F/UTIL,8700,NO@ORL 04/22/2021 07:00PM ET,NO,40.44
SG/SF,Jaylen Brown (17192797),Jaylen Brown,17192797,SG/SF/F/G/UTIL,8600,PHO@BOS 04/22/2021 07:00PM ET,BOS,40.56
SF,DeMar DeRozan (17192802),DeMar DeRozan,17192802,SF/F/UTIL,8500,DET@SA 04/22/2021 08:30PM ET,SA,39.08
PG/SG,Terry Rozier (17192805),Terry Rozier,17192805,PG/SG/G/UTIL,8400,CHA@CHI 04/22/2021 09:00PM ET,CHA,36
SG/SF,Khris Middleton (17192809),Khris Middleton,17192809,SG/SF/F/G/UTIL,8300,PHI@MIL 04/22/2021 07:00PM ET,MIL,38.79
PG/SG,Jrue Holiday (17192814),Jrue Holiday,17192814,PG/SG/G/UTIL,8200,PHI@MIL 04/22/2021 07:00PM ET,MIL,35.78
PG,Ben Simmons (17192818),Ben Simmons,17192818,PG/G/UTIL,7900,PHI@MIL 04/22/2021 07:00PM ET,PHI,38.58
SF/PF,Tobias Harris (17192821),Tobias Harris,17192821,SF/PF/F/UTIL,7800,PHI@MIL 04/22/2021 07:00PM ET,PHI,38.61
SF/PF,Miles Bridges (17192825),Miles Bridges,17192825,SF/PF/F/UTIL,7700,CHA@CHI 04/22/2021 09:00PM ET,CHA,25
PG,Chris Paul (17192829),Chris Paul,17192829,PG/G/UTIL,7600,PHO@BOS 04/22/2021 07:00PM ET,PHO,38.27
PF,Gordon Hayward (17192832),Gordon Hayward,17192832,PF/F/UTIL,7500,CHA@CHI 04/22/2021 09:00PM ET,CHA,36.11
PG,Kemba Walker (17192835),Kemba Walker,17192835,PG/G/UTIL,7400,PHO@BOS 04/22/2021 07:00PM ET,BOS,33.34
C,Andre Drummond (17192838),Andre Drummond,17192838,C/UTIL,7300,LAL@DAL 04/22/2021 09:30PM ET,LAL,40.01
PG,Dejounte Murray (17192840),Dejounte Murray,17192840,PG/G/UTIL,7200,DET@SA 04/22/2021 08:30PM ET,SA,35.46
PG,LaMelo Ball (17192843),LaMelo Ball,17192843,PG/G/UTIL,7100,CHA@CHI 04/22/2021 09:00PM ET,CHA,36.17
PG,Lonzo Ball (17192846),Lonzo Ball,17192846,PG/G/UTIL,7000,NO@ORL 04/22/2021 07:00PM ET,NO,32.10
PF,Jerami Grant (17192849),Jerami Grant,17192849,PF/F/UTIL,6900,DET@SA 04/22/2021 08:30PM ET,DET,36.31
PG,Dennis Schroder (17192852),Dennis Schroder,17192852,PG/G/UTIL,6800,LAL@DAL 04/22/2021 09:30PM ET,LAL,30.15
SF/PF,Kyle Kuzma (17192857),Kyle Kuzma,17192857,SF/PF/F/UTIL,6700,LAL@DAL 04/22/2021 09:30PM ET,LAL,26.13
C,Wendell Carter Jr. (17192855),Wendell Carter Jr.,17192855,C/UTIL,6700,NO@ORL 04/22/2021 07:00PM ET,ORL,27.94
PG/SG,Marcus Smart (17192861),Marcus Smart,17192861,PG/SG/G/UTIL,6600,PHO@BOS 04/22/2021 07:00PM ET,BOS,30.19
C,Deandre Ayton (17192865),Deandre Ayton,17192865,C/UTIL,6500,PHO@BOS 04/22/2021 07:00PM ET,PHO,33.89
PG,Cole Anthony (17192867),Cole Anthony,17192867,PG/G/UTIL,6400,NO@ORL 04/22/2021 07:00PM ET,ORL,25.44
PG/SG,Derrick White (17192870),Derrick White,17192870,PG/SG/G/UTIL,6300,DET@SA 04/22/2021 08:30PM ET,SA,27.61
PG/SG,Devonte' Graham (17192874),Devonte' Graham,17192874,PG/SG/G/UTIL,6300,CHA@CHI 04/22/2021 09:00PM ET,CHA,28.28
SG,Josh Hart (17192878),Josh Hart,17192878,SG/G/UTIL,6200,NO@ORL 04/22/2021 07:00PM ET,NO,25.24
PG,Nickeil Alexander-Walker (17192881),Nickeil Alexander-Walker,17192881,PG/G/UTIL,6200,NO@ORL 04/22/2021 07:00PM ET,NO,20.12
SG/SF,Terrence Ross (17192884),Terrence Ross,17192884,SG/SF/F/G/UTIL,6000,NO@ORL 04/22/2021 07:00PM ET,ORL,26.52
C,Robert Williams (17192893),Robert Williams,17192893,C/UTIL,5900,PHO@BOS 04/22/2021 07:00PM ET,BOS,24.41
C,Jakob Poeltl (17192895),Jakob Poeltl,17192895,C/UTIL,5900,DET@SA 04/22/2021 08:30PM ET,SA,25.37
PF/C,PJ Washington (17192889),PJ Washington,17192889,PF/C/F/UTIL,5900,CHA@CHI 04/22/2021 09:00PM ET,CHA,28.48
C,Isaiah Stewart (17192897),Isaiah Stewart,17192897,C/UTIL,5800,DET@SA 04/22/2021 08:30PM ET,DET,19.78
PG/SG,Donte DiVincenzo (17192899),Donte DiVincenzo,17192899,PG/SG/G/UTIL,5800,PHI@MIL 04/22/2021 07:00PM ET,MIL,25.31
C,Montrezl Harrell (17192907),Montrezl Harrell,17192907,C/UTIL,5700,LAL@DAL 04/22/2021 09:30PM ET,LAL,26.32
PF/C,Chuma Okeke (17192903),Chuma Okeke,17192903,PF/C/F/UTIL,5700,NO@ORL 04/22/2021 07:00PM ET,ORL,18.68
SF,Saddiq Bey (17192912),Saddiq Bey,17192912,SF/F/UTIL,5600,DET@SA 04/22/2021 08:30PM ET,DET,21.00
PF,Jalen McDaniels (17192909),Jalen McDaniels,17192909,PF/F/UTIL,5600,CHA@CHI 04/22/2021 09:00PM ET,CHA,12.75
SF/PF,Dorian Finney-Smith (17192918),Dorian Finney-Smith,17192918,SF/PF/F/UTIL,5500,LAL@DAL 04/22/2021 09:30PM ET,DAL,21.89
C,Steven Adams (17192927),Steven Adams,17192927,C/UTIL,5500,NO@ORL 04/22/2021 07:00PM ET,NO,24.90
SG/SF,Josh Jackson (17192922),Josh Jackson,17192922,SG/SF/F/G/UTIL,5500,DET@SA 04/22/2021 08:30PM ET,DET,24.5
PF/C,Bobby Portis (17192929),Bobby Portis,17192929,PF/C/F/UTIL,5500,PHI@MIL 04/22/2021 07:00PM ET,MIL,24.29
PG,Coby White (17192915),Coby White,17192915,PG/G/UTIL,5500,CHA@CHI 04/22/2021 09:00PM ET,CHI,27.92
SG/SF,Evan Fournier (17192933),Evan Fournier,17192933,SG/SF/F/G/UTIL,5400,PHO@BOS 04/22/2021 07:00PM ET,BOS,30.45
SG/SF,Naji Marshall (17192938),Naji Marshall,17192938,SG/SF/F/G/UTIL,5400,NO@ORL 04/22/2021 07:00PM ET,NO,16.22
PG/SG,Eric Bledsoe (17192948),Eric Bledsoe,17192948,PG/SG/G/UTIL,5300,NO@ORL 04/22/2021 07:00PM ET,NO,23.75
SG/SF,Furkan Korkmaz (17192943),Furkan Korkmaz,17192943,SG/SF/F/G/UTIL,5300,PHI@MIL 04/22/2021 07:00PM ET,PHI,16.75
SG/SF,Josh Richardson (17192955),Josh Richardson,17192955,SG/SF/F/G/UTIL,5200,LAL@DAL 04/22/2021 09:30PM ET,DAL,23.49
SG,Kentavious Caldwell-Pope (17192960),Kentavious Caldwell-Pope,17192960,SG/G/UTIL,5200,LAL@DAL 04/22/2021 09:30PM ET,LAL,17.80
PF,Keldon Johnson (17192952),Keldon Johnson,17192952,PF/F/UTIL,5200,DET@SA 04/22/2021 08:30PM ET,SA,25.39
PF/C,Thaddeus Young (17192963),Thaddeus Young,17192963,PF/C/F/UTIL,5200,CHA@CHI 04/22/2021 09:00PM ET,CHI,28.92
SF,Talen Horton-Tucker (17192967),Talen Horton-Tucker,17192967,SF/F/UTIL,5100,LAL@DAL 04/22/2021 09:30PM ET,LAL,18.54
SF/PF,Otto Porter Jr. (17192970),Otto Porter Jr.,17192970,SF/PF/F/UTIL,5100,NO@ORL 04/22/2021 07:00PM ET,ORL,21.20
PG/SG,Cory Joseph (17192977),Cory Joseph,17192977,PG/SG/G/UTIL,5100,DET@SA 04/22/2021 08:30PM ET,DET,17.96
SF,Danny Green (17192974),Danny Green,17192974,SF/F/UTIL,5100,PHI@MIL 04/22/2021 07:00PM ET,PHI,22.31
SF,James Ennis III (17192981),James Ennis III,17192981,SF/F/UTIL,4900,NO@ORL 04/22/2021 07:00PM ET,ORL,18.08
C,Mason Plumlee (17192986),Mason Plumlee,17192986,C/UTIL,4900,DET@SA 04/22/2021 08:30PM ET,DET,29.90
C,Brook Lopez (17192984),Brook Lopez,17192984,C/UTIL,4900,PHI@MIL 04/22/2021 07:00PM ET,MIL,23.46
C,Tristan Thompson (17192988),Tristan Thompson,17192988,C/UTIL,4800,PHO@BOS 04/22/2021 07:00PM ET,BOS,21.05
SF,Mikal Bridges (17192993),Mikal Bridges,17192993,SF/F/UTIL,4800,PHO@BOS 04/22/2021 07:00PM ET,PHO,25.99
PF,Markieff Morris (17192996),Markieff Morris,17192996,PF/F/UTIL,4800,LAL@DAL 04/22/2021 09:30PM ET,LAL,16.54
PG,Michael Carter-Williams (17192990),Michael Carter-Williams,17192990,PG/G/UTIL,4800,NO@ORL 04/22/2021 07:00PM ET,ORL,22.52
C,Mo Bamba (17193002),Mo Bamba,17193002,C/UTIL,4700,NO@ORL 04/22/2021 07:00PM ET,ORL,15.42
SG,Malik Monk (17192999),Malik Monk,17192999,SG/G/UTIL,4700,CHA@CHI 04/22/2021 09:00PM ET,CHA,20.88
PG/SG,Jalen Brunson (17193016),Jalen Brunson,17193016,PG/SG/G/UTIL,4600,LAL@DAL 04/22/2021 09:30PM ET,DAL,23.56
SG/SF,Dwayne Bacon (17193004),Dwayne Bacon,17193004,SG/SF/F/G/UTIL,4600,NO@ORL 04/22/2021 07:00PM ET,ORL,17.39
SF/PF,James Johnson (17193020),James Johnson,17193020,SF/PF/F/UTIL,4600,NO@ORL 04/22/2021 07:00PM ET,NO,17.23
PG/SG,Shake Milton (17193012),Shake Milton,17193012,PG/SG/G/UTIL,4600,PHI@MIL 04/22/2021 07:00PM ET,PHI,21.96
PG,Tomas Satoransky (17193009),Tomas Satoransky,17193009,PG/G/UTIL,4600,CHA@CHI 04/22/2021 09:00PM ET,CHI,20.08
SG/SF,Gary Harris (17193024),Gary Harris,17193024,SG/SF/F/G/UTIL,4500,NO@ORL 04/22/2021 07:00PM ET,ORL,18.04
SG,Seth Curry (17193029),Seth Curry,17193029,SG/G/UTIL,4500,PHI@MIL 04/22/2021 07:00PM ET,PHI,21.31
PF,Rudy Gay (17193032),Rudy Gay,17193032,PF/F/UTIL,4400,DET@SA 04/22/2021 08:30PM ET,SA,22.2
C,Dwight Howard (17193035),Dwight Howard,17193035,C/UTIL,4400,PHI@MIL 04/22/2021 07:00PM ET,PHI,20.41
PF,Jae Crowder (17193041),Jae Crowder,17193041,PF/F/UTIL,4300,PHO@BOS 04/22/2021 07:00PM ET,PHO,22.21
SF,Tim Hardaway Jr. (17193044),Tim Hardaway Jr.,17193044,SF/F/UTIL,4300,LAL@DAL 04/22/2021 09:30PM ET,DAL,24.57
SF/PF,Patrick Williams (17193037),Patrick Williams,17193037,SF/PF/F/UTIL,4300,CHA@CHI 04/22/2021 09:00PM ET,CHI,20.20
