Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57764-9642,PG,Russell,Russell Westbrook,Westbrook,51.55000187800481,52,11100,CLE@WAS,WAS,CLE,,,,,,PG
57764-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.629413679534316,51,10900,MIL@ATL,MIL,ATL,,,,,,PF
57764-9524,PG,Stephen,Stephen Curry,Curry,47.109434883549525,53,9800,SAC@GS,GS,SAC,,,,,,PG
57764-80810,PG,De'Aaron,De'Aaron Fox,Fox,43.070691338900865,58,9800,SAC@GS,SAC,GS,O,Covid-19,,,,PG
57764-55059,C,Clint,Clint Capela,Capela,42.1500009390024,52,9500,MIL@ATL,ATL,MIL,GTD,Back,,,,C
57764-84671,PG,Trae,Trae Young,Young,43.3777759693287,54,9500,MIL@ATL,ATL,MIL,O,Ankle,,,,PG
57764-15595,SG,Bradley,Bradley Beal,Beal,45.119609757965684,51,9200,CLE@WAS,WAS,CLE,,,,,,SG
57764-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.762962058738424,54,8800,IND@ORL,IND,ORL,O,Back,,,,PF
57764-23798,SG,Caris,Caris LeVert,LeVert,35.385714285714286,35,8300,IND@ORL,IND,ORL,,,,,,SG
57764-84667,SG,Collin,Collin Sexton,Sexton,35.33800048828125,50,8200,CLE@WAS,CLE,WAS,O,Concussion,,,,SG
57764-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,38.27547123747052,53,8200,IND@ORL,IND,ORL,,,,,,PG
57764-16261,SF,Khris,Khris Middleton,Middleton,36.50175609923246,57,8000,MIL@ATL,MIL,ATL,,,,,,SF
57764-9663,PG,Jrue,Jrue Holiday,Holiday,35.702127659574465,47,7900,MIL@ATL,MIL,ATL,,,,,,PG
57764-110342,PG,Darius,Darius Garland,Garland,30.516327527104593,49,7300,CLE@WAS,CLE,WAS,,,,,,PG
57764-55060,SF,Bogdan,Bogdan Bogdanovic,Bogdanovic,26.271428571428572,35,7300,MIL@ATL,ATL,MIL,,,,,,SF
57764-15860,PF,Draymond,Draymond Green,Green,31.794231708233173,52,7200,SAC@GS,GS,SAC,,,,,,PF
57764-58153,SF,Kelly,Kelly Oubre,Oubre,29.00566129864387,53,7000,SAC@GS,GS,SAC,,,,,,SF
57764-66236,PF,John,John Collins,Collins,32.3549014820772,51,6900,MIL@ATL,ATL,MIL,,,,,,PF
57764-49116,SG,Andrew,Andrew Wiggins,Wiggins,31.230000813802082,60,6800,SAC@GS,GS,SAC,,,,,,SG
57764-23447,C,Richaun,Richaun Holmes,Holmes,33.07800048828125,50,6700,SAC@GS,SAC,GS,GTD,Hamstring,,,,C
57764-23665,SF,Buddy,Buddy Hield,Hield,28.615516399515087,58,6500,SAC@GS,SAC,GS,,,,,,SF
57764-145327,PG,Cole,Cole Anthony,Anthony,24.805883071001837,34,6500,IND@ORL,ORL,IND,,,,,,PG
57764-15946,PF,Harrison,Harrison Barnes,Barnes,30.408929007393972,56,6400,SAC@GS,SAC,GS,,,,,,PF
57764-84676,C,Wendell,Wendell Carter,Carter,27.8,45,6400,IND@ORL,ORL,IND,GTD,Ankle,,,,C
57764-58253,C,Myles,Myles Turner,Turner,33.217020237699465,47,6100,IND@ORL,IND,ORL,O,Toe,,,,C
57764-80821,C,Jarrett,Jarrett Allen,Allen,31.60800048828125,50,6100,CLE@WAS,CLE,WAS,,,,,,C
57764-9874,PF,Kevin,Kevin Love,Love,23.487499237060547,16,6000,CLE@WAS,CLE,WAS,,,,,,PF
57764-40830,PG,Delon,Delon Wright,Wright,25.39,50,5900,SAC@GS,SAC,GS,,,,,,PG
57764-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,27.75094431751179,53,5800,SAC@GS,SAC,GS,,,,,,SG
57764-84704,SG,Kevin,Kevin Huerter,Huerter,24.823333740234375,60,5700,MIL@ATL,ATL,MIL,,,,,,SG
57764-20992,PF,Larry,Larry Nance,Nance,27.341175752527572,34,5600,CLE@WAS,CLE,WAS,,,,,,PF
57764-9637,SF,Danilo,Danilo Gallinari,Gallinari,21.689999389648438,40,5500,MIL@ATL,ATL,MIL,,,,,,SF
57764-84675,C,Mo,Mo Bamba,Bamba,16.228571428571428,35,5500,IND@ORL,ORL,IND,,,,,,C
57764-110336,PF,Chuma,Chuma Okeke,Okeke,18.916666666666668,42,5300,IND@ORL,ORL,IND,,,,,,PF
57764-110359,C,Goga,Goga Bitadze,Bitadze,13.967567237647804,37,5300,IND@ORL,IND,ORL,O,Ankle,,,,C
57764-117283,SF,Oshae,Oshae Brissett,Brissett,16.399999618530273,8,5300,IND@ORL,IND,ORL,,,,,,SF
57764-19781,SF,Kent,Kent Bazemore,Bazemore,15.894736842105264,57,5300,SAC@GS,GS,SAC,O,Covid-19,,,,SF
57764-42156,PF,Bobby,Bobby Portis,Portis,24.185453657670454,55,5300,MIL@ATL,MIL,ATL,,,,,,PF
57764-15559,SF,Jeremy,Jeremy Lamb,Lamb,20.797222561306423,36,5300,IND@ORL,IND,ORL,O,Knee,,,,SF
