Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF,Rui Hachimura (17112918),Rui Hachimura,17112918,PF/F/UTIL,5800,DET@WAS 04/17/2021 08:00PM ET,WAS,24.79
PF/C,Thaddeus Young (17112914),Thaddeus Young,17112914,PF/C/F/UTIL,5800,CLE@CHI 04/17/2021 08:00PM ET,CHI,29.17
SG/SF,Dillon Brooks (17112921),Dillon Brooks,17112921,SG/SF/F/G/UTIL,5400,MEM@MIL 04/17/2021 09:00PM ET,MEM,27.07
SF/PF,Taurean Prince (17112926),Taurean Prince,17112926,SF/PF/F/UTIL,5400,CLE@CHI 04/17/2021 08:00PM ET,CLE,19.57
SG/SF,Evan Fournier (17112930),Evan Fournier,17112930,SG/SF/F/G/UTIL,5300,GS@BOS 04/17/2021 08:30PM ET,BOS,30.45
PG,Tomas Satoransky (17112935),Tomas Satoransky,17112935,PG/G/UTIL,5300,CLE@CHI 04/17/2021 08:00PM ET,CHI,20.35
C,Isaiah Hartenstein (17112938),Isaiah Hartenstein,17112938,C/UTIL,5300,CLE@CHI 04/17/2021 08:00PM ET,CLE,13.31
SF,Saddiq Bey (17112943),Saddiq Bey,17112943,SF/F/UTIL,5200,DET@WAS 04/17/2021 08:00PM ET,DET,20.92
PG,Coby White (17112940),Coby White,17112940,PG/G/UTIL,5200,CLE@CHI 04/17/2021 08:00PM ET,CHI,27.73
SF,Kent Bazemore (17112955),Kent Bazemore,17112955,SF/F/UTIL,5100,GS@BOS 04/17/2021 08:30PM ET,GS,15.14
PF,Josh Jackson (17112946),Josh Jackson,17112946,PF/F/UTIL,5100,DET@WAS 04/17/2021 08:00PM ET,DET,24.40
PF,Keldon Johnson (17112949),Keldon Johnson,17112949,PF/F/UTIL,5100,SA@PHO 04/17/2021 10:00PM ET,SA,25.63
SF,Mikal Bridges (17112952),Mikal Bridges,17112952,SF/F/UTIL,5100,SA@PHO 04/17/2021 10:00PM ET,PHO,25.96
C,Brook Lopez (17112958),Brook Lopez,17112958,C/UTIL,5000,MEM@MIL 04/17/2021 09:00PM ET,MIL,23.56
C,Mason Plumlee (17112960),Mason Plumlee,17112960,C/UTIL,4900,DET@WAS 04/17/2021 08:00PM ET,DET,29.91
PF,Dean Wade (17112962),Dean Wade,17112962,PF/F/UTIL,4900,CLE@CHI 04/17/2021 08:00PM ET,CLE,13.01
PG/SG,Jordan Poole (17112969),Jordan Poole,17112969,PG/SG/G/UTIL,4800,GS@BOS 04/17/2021 08:30PM ET,GS,17.1
SF/PF,Deni Avdija (17112965),Deni Avdija,17112965,SF/PF/F/UTIL,4800,DET@WAS 04/17/2021 08:00PM ET,WAS,16.22
C,Thomas Bryant (17112973),Thomas Bryant,17112973,C/UTIL,4700,DET@WAS 04/17/2021 08:00PM ET,WAS,26.62
PG/SG,Cory Joseph (17112975),Cory Joseph,17112975,PG/SG/G/UTIL,4700,DET@WAS 04/17/2021 08:00PM ET,DET,17.50
C,Isaiah Stewart (17112979),Isaiah Stewart,17112979,C/UTIL,4600,DET@WAS 04/17/2021 08:00PM ET,DET,18.83
PF,Jae Crowder (17112981),Jae Crowder,17112981,PF/F/UTIL,4600,SA@PHO 04/17/2021 10:00PM ET,PHO,22.64
C,Tristan Thompson (17112984),Tristan Thompson,17112984,C/UTIL,4500,GS@BOS 04/17/2021 08:30PM ET,BOS,21.18
C,James Wiseman (17112986),James Wiseman,17112986,C/UTIL,4500,GS@BOS 04/17/2021 08:30PM ET,GS,21.64
PG/SG,De'Anthony Melton (17112988),De'Anthony Melton,17112988,PG/SG/G/UTIL,4500,MEM@MIL 04/17/2021 09:00PM ET,MEM,21.8
SF/PF,Patrick Williams (17112992),Patrick Williams,17112992,SF/PF/F/UTIL,4400,CLE@CHI 04/17/2021 08:00PM ET,CHI,20.00
SF,Pat Connaughton (17112996),Pat Connaughton,17112996,SF/F/UTIL,4300,MEM@MIL 04/17/2021 09:00PM ET,MIL,17.58
SG,Grayson Allen (17112999),Grayson Allen,17112999,SG/G/UTIL,4200,MEM@MIL 04/17/2021 09:00PM ET,MEM,21.09
SF,Hamidou Diallo (17113006),Hamidou Diallo,17113006,SF/F/UTIL,4100,DET@WAS 04/17/2021 08:00PM ET,DET,23.17
PG/SG,Bryn Forbes (17113015),Bryn Forbes,17113015,PG/SG/G/UTIL,4100,MEM@MIL 04/17/2021 09:00PM ET,MIL,13.54
PF/C,Lauri Markkanen (17113002),Lauri Markkanen,17113002,PF/C/F/UTIL,4100,CLE@CHI 04/17/2021 08:00PM ET,CHI,25.18
SF,Isaac Okoro (17113012),Isaac Okoro,17113012,SF/F/UTIL,4100,CLE@CHI 04/17/2021 08:00PM ET,CLE,17.22
PF,Rudy Gay (17113009),Rudy Gay,17113009,PF/F/UTIL,4100,SA@PHO 04/17/2021 10:00PM ET,SA,22.34
SF/PF,Davis Bertans (17113025),Davis Bertans,17113025,SF/PF/F/UTIL,4000,DET@WAS 04/17/2021 08:00PM ET,WAS,19.17
PF/C,Brandon Clarke (17113019),Brandon Clarke,17113019,PF/C/F/UTIL,4000,MEM@MIL 04/17/2021 09:00PM ET,MEM,24.42
C,Daniel Theis (17113023),Daniel Theis,17113023,C/UTIL,4000,CLE@CHI 04/17/2021 08:00PM ET,CHI,21.47
C,Kevon Looney (17113029),Kevon Looney,17113029,C/UTIL,3900,GS@BOS 04/17/2021 08:30PM ET,GS,13.34
PG,Jeff Teague (17113031),Jeff Teague,17113031,PG/G/UTIL,3900,MEM@MIL 04/17/2021 09:00PM ET,MIL,14.24
PF,Jordan Nwora (17113034),Jordan Nwora,17113034,PF/F/UTIL,3800,MEM@MIL 04/17/2021 09:00PM ET,MIL,10.24
SG/SF,Cedi Osman (17113037),Cedi Osman,17113037,SG/SF/F/G/UTIL,3700,CLE@CHI 04/17/2021 08:00PM ET,CLE,19.94
PF/C,Juan Toscano-Anderson (17113042),Juan Toscano-Anderson,17113042,PF/C/F/UTIL,3600,GS@BOS 04/17/2021 08:30PM ET,GS,15.12
SG/SF,Desmond Bane (17113046),Desmond Bane,17113046,SG/SF/F/G/UTIL,3600,MEM@MIL 04/17/2021 09:00PM ET,MEM,17.96
PG,Matthew Dellavedova (17113051),Matthew Dellavedova,17113051,PG/G/UTIL,3600,CLE@CHI 04/17/2021 08:00PM ET,CLE,13
PG/SG,Raul Neto (17113061),Raul Neto,17113061,PG/SG/G/UTIL,3500,DET@WAS 04/17/2021 08:00PM ET,WAS,16.33
C,Daniel Gafford (17113073),Daniel Gafford,17113073,C/UTIL,3500,DET@WAS 04/17/2021 08:00PM ET,WAS,14.18
PF,Thanasis Antetokounmpo (17113070),Thanasis Antetokounmpo,17113070,PF/F/UTIL,3500,MEM@MIL 04/17/2021 09:00PM ET,MIL,8.99
PG,Cameron Payne (17113054),Cameron Payne,17113054,PG/G/UTIL,3500,SA@PHO 04/17/2021 10:00PM ET,PHO,17.32
SF/PF,Cameron Johnson (17113057),Cameron Johnson,17113057,SF/PF/F/UTIL,3500,SA@PHO 04/17/2021 10:00PM ET,PHO,18.61
SG/SF,Lonnie Walker IV (17113065),Lonnie Walker IV,17113065,SG/SF/F/G/UTIL,3500,SA@PHO 04/17/2021 10:00PM ET,SA,18.96
PG,Killian Hayes (17113079),Killian Hayes,17113079,PG/G/UTIL,3400,DET@WAS 04/17/2021 08:00PM ET,DET,16.06
PG,Ish Smith (17113082),Ish Smith,17113082,PG/G/UTIL,3400,DET@WAS 04/17/2021 08:00PM ET,WAS,17.84
C,Alex Len (17113085),Alex Len,17113085,C/UTIL,3400,DET@WAS 04/17/2021 08:00PM ET,WAS,15.25
PG/SG,Patty Mills (17113075),Patty Mills,17113075,PG/SG/G/UTIL,3400,SA@PHO 04/17/2021 10:00PM ET,SA,20.12
C,Robin Lopez (17113097),Robin Lopez,17113097,C/UTIL,3300,DET@WAS 04/17/2021 08:00PM ET,WAS,16.22
PG,Tyus Jones (17113094),Tyus Jones,17113094,PG/G/UTIL,3300,MEM@MIL 04/17/2021 09:00PM ET,MEM,18.29
PG,Ryan Arcidiacono (17113087),Ryan Arcidiacono,17113087,PG/G/UTIL,3300,CLE@CHI 04/17/2021 08:00PM ET,CHI,7.65
SF/PF,Al-Farouq Aminu (17113090),Al-Farouq Aminu,17113090,SF/PF/F/UTIL,3300,CLE@CHI 04/17/2021 08:00PM ET,CHI,15.96
PG,Payton Pritchard (17113105),Payton Pritchard,17113105,PG/G/UTIL,3200,GS@BOS 04/17/2021 08:30PM ET,BOS,14.02
SF/PF,Isaac Bonga (17113099),Isaac Bonga,17113099,SF/PF/F/UTIL,3200,DET@WAS 04/17/2021 08:00PM ET,WAS,6.18
PG,Saben Lee (17113114),Saben Lee,17113114,PG/G/UTIL,3200,DET@WAS 04/17/2021 08:00PM ET,DET,14.56
SF/PF,Justise Winslow (17113110),Justise Winslow,17113110,SF/PF/F/UTIL,3200,MEM@MIL 04/17/2021 09:00PM ET,MEM,17.52
SG,Brodric Thomas (17113117),Brodric Thomas,17113117,SG/G/UTIL,3200,CLE@CHI 04/17/2021 08:00PM ET,CLE,6.39
C,Dario Saric (17113103),Dario Saric,17113103,C/UTIL,3200,SA@PHO 04/17/2021 10:00PM ET,PHO,18.15
C,Drew Eubanks (17113108),Drew Eubanks,17113108,C/UTIL,3200,SA@PHO 04/17/2021 10:00PM ET,SA,13.36
SG/SF,Damion Lee (17113120),Damion Lee,17113120,SG/SF/F/G/UTIL,3100,GS@BOS 04/17/2021 08:30PM ET,GS,14.39
PG,Nico Mannion (17113169),Nico Mannion,17113169,PG/G/UTIL,3100,GS@BOS 04/17/2021 08:30PM ET,GS,11.32
PG,Cassius Winston (17113125),Cassius Winston,17113125,PG/G/UTIL,3100,DET@WAS 04/17/2021 08:00PM ET,WAS,4.48
PF,Sekou Doumbouya (17113128),Sekou Doumbouya,17113128,PF/F/UTIL,3100,DET@WAS 04/17/2021 08:00PM ET,DET,8.57
SG/SF,Garrison Mathews (17113135),Garrison Mathews,17113135,SG/SF/F/G/UTIL,3100,DET@WAS 04/17/2021 08:00PM ET,WAS,10.57
SG/SF,Wayne Ellington (17113156),Wayne Ellington,17113156,SG/SF/F/G/UTIL,3100,DET@WAS 04/17/2021 08:00PM ET,DET,16.43
PG,Dennis Smith Jr. (17113166),Dennis Smith Jr.,17113166,PG/G/UTIL,3100,DET@WAS 04/17/2021 08:00PM ET,DET,17.97
PF/C,Killian Tillie (17113144),Killian Tillie,17113144,PF/C/F/UTIL,3100,MEM@MIL 04/17/2021 09:00PM ET,MEM,7.07
PF/C,Jontay Porter (17113148),Jontay Porter,17113148,PF/C/F/UTIL,3100,MEM@MIL 04/17/2021 09:00PM ET,MEM,3.95
PF/C,Xavier Tillman (17113152),Xavier Tillman,17113152,PF/C/F/UTIL,3100,MEM@MIL 04/17/2021 09:00PM ET,MEM,15.93
SG,Javonte Green (17113175),Javonte Green,17113175,SG/G/UTIL,3100,CLE@CHI 04/17/2021 08:00PM ET,CHI,8.36
PG/SG,Jevon Carter (17113131),Jevon Carter,17113131,PG/SG/G/UTIL,3100,SA@PHO 04/17/2021 10:00PM ET,PHO,8.74
SF/PF,Keita Bates-Diop (17113140),Keita Bates-Diop,17113140,SF/PF/F/UTIL,3100,SA@PHO 04/17/2021 10:00PM ET,SA,5.34
SG/SF,Torrey Craig (17113161),Torrey Craig,17113161,SG/SF/F/G/UTIL,3100,SA@PHO 04/17/2021 10:00PM ET,PHO,11.60
SG,Quinndary Weatherspoon (17113172),Quinndary Weatherspoon,17113172,SG/G/UTIL,3100,SA@PHO 04/17/2021 10:00PM ET,SA,2.8
C,Luke Kornet (17113187),Luke Kornet,17113187,C/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,8.61
C,Tacko Fall (17113189),Tacko Fall,17113189,C/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,8.18
SF/PF,Grant Williams (17113203),Grant Williams,17113203,SF/PF/F/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,11.34
PF/C,Moritz Wagner (17113219),Moritz Wagner,17113219,PF/C/F/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,12.22
PF/C,Eric Paschall (17113231),Eric Paschall,17113231,PF/C/F/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,GS,16.06
PF/C,Alen Smailagic (17113235),Alen Smailagic,17113235,PF/C/F/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,GS,4.43
PG/SG,Carsen Edwards (17113239),Carsen Edwards,17113239,PG/SG/G/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,6.72
PG/SG,Mychal Mulder (17113251),Mychal Mulder,17113251,PG/SG/G/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,GS,6.47
SG/SF,Romeo Langford (17113264),Romeo Langford,17113264,SG/SF/F/G/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,7.61
PG,Tremont Waters (17113290),Tremont Waters,17113290,PG/G/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,7.5
PG,Gary Payton II (17113302),Gary Payton II,17113302,PG/G/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,GS,6.56
PF,Semi Ojeleye (17113311),Semi Ojeleye,17113311,PF/F/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,10.15
SG,Aaron Nesmith (17113317),Aaron Nesmith,17113317,SG/G/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,BOS,7.51
SF,Klay Thompson (17113344),Klay Thompson,17113344,SF/F/UTIL,3000,GS@BOS 04/17/2021 08:30PM ET,GS,0
C,Jordan Bell (17113183),Jordan Bell,17113183,C/UTIL,3000,DET@WAS 04/17/2021 08:00PM ET,WAS,14.67
C,Jahlil Okafor (17113193),Jahlil Okafor,17113193,C/UTIL,3000,DET@WAS 04/17/2021 08:00PM ET,DET,8.69
PF/C,Tyler Cook (17113227),Tyler Cook,17113227,PF/C/F/UTIL,3000,DET@WAS 04/17/2021 08:00PM ET,DET,6.90
PG/SG,Frank Jackson (17113247),Frank Jackson,17113247,PG/SG/G/UTIL,3000,DET@WAS 04/17/2021 08:00PM ET,DET,11.60
SG/SF,Rodney McGruder (17113274),Rodney McGruder,17113274,SG/SF/F/G/UTIL,3000,DET@WAS 04/17/2021 08:00PM ET,DET,10.16
PF,Anthony Gill (17113308),Anthony Gill,17113308,PF/F/UTIL,3000,DET@WAS 04/17/2021 08:00PM ET,WAS,4.16
SG,Deividas Sirvydis (17113320),Deividas Sirvydis,17113320,SG/G/UTIL,3000,DET@WAS 04/17/2021 08:00PM ET,DET,2.38
SF,Chandler Hutchison (17113335),Chandler Hutchison,17113335,SF/F/UTIL,3000,DET@WAS 04/17/2021 08:00PM ET,WAS,9.06
C,Mamadi Diakite (17113201),Mamadi Diakite,17113201,C/UTIL,3000,MEM@MIL 04/17/2021 09:00PM ET,MIL,8.22
SF/PF,P.J. Tucker (17113207),P.J. Tucker,17113207,SF/PF/F/UTIL,3000,MEM@MIL 04/17/2021 09:00PM ET,MIL,14.12
SF/PF,Rodions Kurucs (17113211),Rodions Kurucs,17113211,SF/PF/F/UTIL,3000,MEM@MIL 04/17/2021 09:00PM ET,MIL,5.04
PG/SG,Sam Merrill (17113255),Sam Merrill,17113255,PG/SG/G/UTIL,3000,MEM@MIL 04/17/2021 09:00PM ET,MIL,6.45
PG,Tim Frazier (17113293),Tim Frazier,17113293,PG/G/UTIL,3000,MEM@MIL 04/17/2021 09:00PM ET,MEM,6.67
SG,Sean McDermott (17113323),Sean McDermott,17113323,SG/G/UTIL,3000,MEM@MIL 04/17/2021 09:00PM ET,MEM,4.95
SG,Axel Toupane (17113329),Axel Toupane,17113329,SG/G/UTIL,3000,MEM@MIL 04/17/2021 09:00PM ET,MIL,4.75
PG/SF,John Konchar (17113347),John Konchar,17113347,PG/SF/F/G/UTIL,3000,MEM@MIL 04/17/2021 09:00PM ET,MEM,11.25
SG/SF,Garrett Temple (17113178),Garrett Temple,17113178,SG/SF/F/G/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CHI,17.33
C,Cristiano Felicio (17113185),Cristiano Felicio,17113185,C/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CHI,3.48
C,Mfiondu Kabengele (17113195),Mfiondu Kabengele,17113195,C/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CLE,2.99
SG/SF,Denzel Valentine (17113259),Denzel Valentine,17113259,SG/SF/F/G/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CHI,15.36
PG,Devon Dotson (17113284),Devon Dotson,17113284,PG/G/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CHI,3.19
PG,Adam Mokoka (17113287),Adam Mokoka,17113287,PG/G/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CHI,3.28
PG,Damyean Dotson (17113305),Damyean Dotson,17113305,PG/G/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CLE,13.27
SG,Dylan Windler (17113332),Dylan Windler,17113332,SG/G/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CLE,13.06
SF,Troy Brown Jr. (17113338),Troy Brown Jr.,17113338,SF/F/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CHI,10.83
SF,Lamar Stevens (17113341),Lamar Stevens,17113341,SF/F/UTIL,3000,CLE@CHI 04/17/2021 08:00PM ET,CLE,9.71
C,Jalen Smith (17113191),Jalen Smith,17113191,C/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,PHO,2.55
C,Gorgui Dieng (17113197),Gorgui Dieng,17113197,C/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,SA,16.66
C,Trey Lyles (17113199),Trey Lyles,17113199,C/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,SA,11.44
SF/PF,Abdel Nader (17113215),Abdel Nader,17113215,SF/PF/F/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,PHO,12.65
PF/C,Frank Kaminsky (17113223),Frank Kaminsky,17113223,PF/C/F/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,PHO,14.95
PG/SG,Langston Galloway (17113243),Langston Galloway,17113243,PG/SG/G/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,PHO,7.80
SG/SF,E'Twaun Moore (17113269),E'Twaun Moore,17113269,SG/SF/F/G/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,PHO,9.92
SG/SF,Devin Vassell (17113279),Devin Vassell,17113279,SG/SF/F/G/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,SA,12.29
PG,Tre Jones (17113296),Tre Jones,17113296,PG/G/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,SA,3.29
PG,Ty-Shon Alexander (17113299),Ty-Shon Alexander,17113299,PG/G/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,PHO,1.22
PF,Luka Samanic (17113314),Luka Samanic,17113314,PF/F/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,SA,7.97
SG,Cameron Reynolds (17113326),Cameron Reynolds,17113326,SG/G/UTIL,3000,SA@PHO 04/17/2021 10:00PM ET,SA,0.67
