slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,PORTLAND TRAIL BLAZERS,WIN,2176,11,17,1,3,10,12,1,4,13,1,0,0,0,36.7
westbru01,Russell Westbrook,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,2221,14,23,3,4,6,7,1,10,11,0,0,3,5,32.5
nurkiju01,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,1741,11,15,1,1,3,4,3,14,5,1,1,2,5,27.0
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,2024,11,18,4,9,6,6,0,8,3,0,0,3,3,24.1
tatumja01,Jayson Tatum,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,2363,14,27,6,12,4,7,2,8,4,0,0,5,3,23.9
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,HOME,CLEVELAND CAVALIERS,WIN,2161,9,15,4,6,3,4,0,10,2,2,0,1,1,22.7
walljo01,John Wall,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2368,9,22,1,7,8,9,0,3,13,1,2,4,2,22.4
garlada01,Darius Garland,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,2246,12,20,2,5,1,2,1,3,6,2,0,2,3,22.0
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,2330,8,16,4,10,2,2,2,7,7,1,0,1,2,21.6
oubreke01,Kelly Oubre,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,1950,9,16,3,7,2,5,1,5,3,3,2,1,1,21.5
olynyke01,Kelly Olynyk,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2051,8,13,2,6,5,5,1,9,2,4,0,4,2,21.1
bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,2183,12,24,4,6,5,5,1,5,3,1,2,7,1,20.3
bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,1941,6,12,3,5,5,8,4,2,0,5,0,0,3,20.0
portemi01,Michael Porter,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,2199,8,18,7,14,3,5,0,5,1,1,2,0,1,20.0
washipj01,P.J. Washington,CHARLOTTE HORNETS,HOME,CLEVELAND CAVALIERS,WIN,2231,9,18,5,9,2,3,1,4,2,1,1,0,2,19.8
georgpa01,Paul George,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,2035,10,27,3,10,10,10,2,12,4,2,0,7,3,19.7
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,1983,7,13,5,9,2,2,0,3,8,1,0,1,4,19.6
pritcpa01,Payton Pritchard,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,1417,8,12,6,7,0,0,0,3,2,0,1,0,1,19.4
maledth01,Théo Maledon,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,1866,5,11,4,6,6,7,0,2,8,1,1,2,2,19.0
harrijo01,Joe Harris,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,2073,6,12,4,7,4,4,1,3,3,0,2,0,1,18.7
jacksja02,Jaren Jackson,MEMPHIS GRIZZLIES,AWAY,PORTLAND TRAIL BLAZERS,WIN,1486,10,14,0,2,3,4,0,3,2,1,1,1,4,18.2
greenje02,Jeff Green,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,2114,5,11,3,5,6,6,0,2,3,2,1,0,2,17.9
brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,PORTLAND TRAIL BLAZERS,WIN,2094,11,19,3,6,0,0,0,2,3,1,0,2,0,17.8
roziete01,Terry Rozier,CHARLOTTE HORNETS,HOME,CLEVELAND CAVALIERS,WIN,2196,9,20,2,8,5,5,0,1,6,1,0,2,1,17.7
nunnke01,Kendrick Nunn,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,2035,7,13,5,9,2,2,0,2,2,1,0,0,1,17.3
sextoco01,Collin Sexton,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,2060,11,19,3,8,3,5,1,6,2,1,0,4,5,17.2
butleji01,Jimmy Butler,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,2231,6,13,0,3,7,7,1,1,7,3,1,4,2,17.1
wiggian01,Andrew Wiggins,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,2039,7,14,3,6,2,4,2,5,2,1,2,1,2,16.1
jacksre01,Reggie Jackson,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,1911,7,17,3,6,2,2,2,3,5,2,0,1,2,15.9
arizatr01,Trevor Ariza,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,1881,5,8,3,6,0,0,2,8,3,1,0,0,3,15.1
netora01,Raul Neto,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,2014,6,10,3,5,0,0,2,2,5,2,0,2,2,15.1
allenja01,Jarrett Allen,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,1991,6,6,0,0,3,4,3,6,1,0,0,2,1,15.0
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,2232,8,22,3,11,8,10,0,3,5,1,0,4,1,15.0
jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,2004,7,16,0,3,5,5,0,6,6,0,0,1,2,14.8
goodwbr01,Brandon Goodwin,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,1293,6,10,1,5,4,4,1,2,4,0,0,2,0,14.5
woodch01,Christian Wood,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2220,8,22,2,7,6,8,5,14,2,0,0,4,4,14.5
robyis01,Isaiah Roby,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,1737,8,16,1,4,1,1,3,5,2,2,1,3,1,14.3
gordoaa01,Aaron Gordon,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1632,6,11,2,5,3,4,2,4,2,0,1,2,0,14.0
huertke01,Kevin Huerter,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,2140,4,9,3,8,0,0,0,4,6,5,0,2,2,13.9
collijo01,John Collins,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,1938,9,14,1,1,1,2,2,6,1,0,1,4,1,13.6
gallida01,Danilo Gallinari,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,1323,5,11,3,7,4,4,1,4,1,0,0,0,2,13.1
brownbr01,Bruce Brown,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,1630,7,8,1,2,0,2,1,7,1,0,0,0,5,12.9
dortlu01,Luguentz Dort,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,2078,5,15,1,7,7,7,2,6,1,0,1,1,2,12.3
irvinky01,Kyrie Irving,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,2065,4,19,0,6,7,7,0,9,11,4,1,5,3,12.2
poolejo01,Jordan Poole,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,1512,5,12,2,6,3,3,0,1,3,2,0,0,2,12.2
tillmxa01,Xavier Tillman,MEMPHIS GRIZZLIES,AWAY,PORTLAND TRAIL BLAZERS,WIN,1362,6,8,0,1,0,1,3,3,1,1,1,1,2,12.0
anthoca01,Carmelo Anthony,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,1146,4,7,3,4,2,2,0,3,1,1,0,0,1,11.9
couside01,DeMarcus Cousins,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,929,5,7,1,1,0,1,2,6,2,0,1,1,1,11.6
gillan01,Anthony Gill,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,1218,4,5,1,2,0,0,3,7,1,1,0,1,1,11.6
adebaba01,Bam Adebayo,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,2185,6,12,0,0,4,6,0,3,5,3,1,5,2,11.5
greendr01,Draymond Green,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,1951,1,3,0,2,0,0,1,11,19,0,0,6,1,11.2
griffbl01,Blake Griffin,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,1384,5,11,1,5,2,2,1,4,3,2,0,1,3,11.1
harteis01,Isaiah Hartenstein,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,889,5,5,0,0,0,0,0,5,2,0,1,1,2,10.3
jordade01,DeAndre Jordan,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,1473,3,5,0,0,2,3,2,9,3,1,3,4,2,9.8
pattepa01,Patrick Patterson,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,1255,5,11,2,5,0,0,4,2,0,0,0,0,0,9.7
smartma01,Marcus Smart,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,1813,7,17,2,10,3,3,1,4,3,2,0,5,3,9.7
willilo02,Lou Williams,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,1192,5,11,1,1,2,2,0,0,2,2,0,1,0,9.7
mcdanja01,Jalen McDaniels,CHARLOTTE HORNETS,HOME,CLEVELAND CAVALIERS,WIN,1481,4,9,1,4,1,2,3,3,3,0,0,0,1,9.6
meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,AWAY,PORTLAND TRAIL BLAZERS,WIN,1430,3,7,2,6,2,2,0,0,1,1,2,0,0,9.4
coffeam01,Amir Coffey,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,1528,2,5,1,1,5,6,1,4,3,0,0,0,4,9.3
hillso01,Solomon Hill,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,2154,3,6,1,3,2,3,0,4,1,3,0,1,1,9.1
kanteen01,Enes Kanter,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,1109,6,11,0,0,0,0,4,3,1,0,0,1,3,8.9
powelno01,Norman Powell,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,2211,5,12,1,3,2,3,1,1,2,1,0,0,2,8.8
muldemy01,Mychal Mulder,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,1368,6,10,2,6,0,0,1,0,0,0,0,0,4,8.5
toscaju01,Juan Toscano-Anderson,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,1551,4,7,1,2,0,0,0,8,4,1,0,3,1,8.5
anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,AWAY,PORTLAND TRAIL BLAZERS,WIN,1525,5,12,2,5,2,3,2,6,1,1,1,2,6,8.4
thomptr01,Tristan Thompson,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,1564,3,9,0,0,2,4,4,5,0,1,2,0,1,8.4
doziepj01,PJ Dozier,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1781,4,11,1,4,0,0,0,2,5,3,0,1,2,8.2
bertada01,Dāvis Bertāns,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,1344,4,7,4,7,0,0,0,2,0,0,0,0,3,8.1
loveke01,Kevin Love,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,1639,3,11,3,7,3,3,1,4,2,0,0,1,1,7.4
zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,1420,5,9,0,0,2,4,2,6,1,0,0,2,5,6.8
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,HOME,CLEVELAND CAVALIERS,WIN,1625,2,6,0,0,0,1,9,2,1,0,0,0,3,6.6
clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,PORTLAND TRAIL BLAZERS,WIN,1326,3,5,0,0,0,0,1,3,3,0,0,0,2,6.6
dedmode01,Dewayne Dedmon,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,695,3,3,0,0,0,0,1,2,0,2,0,1,2,6.6
robindu01,Duncan Robinson,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,1903,5,13,2,10,1,1,0,5,2,0,0,1,3,6.6
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2159,3,9,2,6,0,0,0,2,7,2,0,2,5,6.4
covinro01,Robert Covington,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,2343,2,9,1,5,2,2,3,5,5,1,1,2,5,6.3
looneke01,Kevon Looney,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,1621,1,3,0,1,0,0,2,6,4,0,0,0,1,5.9
brookar01,Armoni Brooks,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,1807,3,8,3,8,0,0,1,3,0,0,0,0,1,5.8
herroty01,Tyler Herro,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,1002,5,10,2,5,0,0,0,2,0,0,0,1,2,5.8
shamela01,Landry Shamet,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,1827,3,8,1,4,2,2,0,3,0,2,0,1,2,5.7
jamesmi02,Mike James,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,1277,3,8,1,1,1,2,1,1,2,0,0,0,0,5.6
jeromty01,Ty Jerome,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,1144,3,7,1,3,0,0,0,3,4,0,0,1,1,5.6
jonesde02,Derrick Jones,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,793,1,3,1,1,3,4,1,0,1,0,1,0,1,5.6
millspa01,Paul Millsap,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,748,1,4,0,2,1,2,1,6,4,1,2,2,1,5.5
hutchch01,Chandler Hutchison,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,561,1,1,1,1,2,2,0,4,0,0,0,0,2,5.1
martico01,Cody Martin,CHARLOTTE HORNETS,HOME,CLEVELAND CAVALIERS,WIN,1431,2,4,0,0,2,2,2,1,0,1,0,1,2,4.9
batumni01,Nicolas Batum,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,1982,1,5,0,3,0,0,0,8,5,1,2,2,1,4.8
gaffoda01,Daniel Gafford,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,913,1,3,0,0,0,0,4,2,1,1,1,1,1,4.7
knighna01,Nathan Knight,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,685,2,2,0,0,0,0,2,2,0,0,0,0,2,4.6
willike04,Kenrich Williams,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,1497,3,6,0,1,0,0,1,2,1,1,1,1,3,4.5
grahade01,Devonte' Graham,CHARLOTTE HORNETS,HOME,CLEVELAND CAVALIERS,WIN,2168,3,16,2,13,0,0,0,2,10,0,0,0,3,4.4
okongon01,Onyeka Okongwu,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,1692,2,4,0,1,2,2,2,5,1,1,1,3,5,4.3
nesmiaa01,Aaron Nesmith,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,1010,2,5,1,2,0,0,2,6,2,0,0,2,2,4.1
campafa01,Facundo Campazzo,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1903,1,8,1,7,4,4,0,1,4,1,0,0,5,3.9
mannte01,Terance Mann,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,2221,2,6,1,2,0,0,1,2,1,1,0,0,2,3.8
parkeja01,Jabari Parker,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,772,1,5,0,0,0,0,2,6,2,0,1,0,1,3.8
riverau01,Austin Rivers,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1379,3,7,0,3,0,0,0,4,2,0,1,1,2,3.8
harrish01,Shaquille Harrison,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1088,2,4,0,0,0,0,1,1,0,2,0,1,1,3.6
wilsodj01,D.J. Wilson,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,344,1,2,1,2,0,0,0,2,0,0,1,0,0,3.3
lenal01,Alex Len,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,820,2,3,0,0,2,2,0,2,0,0,1,2,2,3.2
martike04,Kenyon Martin,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,1391,2,6,1,2,0,0,1,2,0,0,2,0,3,3.1
winslju01,Justise Winslow,MEMPHIS GRIZZLIES,AWAY,PORTLAND TRAIL BLAZERS,WIN,820,2,8,1,1,0,0,1,3,2,1,0,0,3,3.0
houseda01,Danuel House,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,1258,2,4,1,3,0,0,0,1,0,0,0,0,1,2.9
ojelese01,Semi Ojeleye,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,1007,1,3,1,3,0,0,1,1,0,2,0,1,1,2.9
wanambr01,Brad Wanamaker,CHARLOTTE HORNETS,HOME,CLEVELAND CAVALIERS,WIN,1107,2,6,0,0,1,1,0,0,2,2,0,1,3,2.8
howarma02,Markus Howard,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,128,1,1,1,1,0,0,0,0,0,0,0,0,0,2.7
winstca01,Cassius Winston,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,135,1,2,1,1,0,0,0,0,1,0,0,0,0,2.7
okorois01,Isaac Okoro,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,2048,1,6,1,3,0,0,4,1,4,0,0,1,4,2.5
dragigo01,Goran Dragić,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,1073,1,3,1,1,0,0,1,0,2,0,0,1,0,2.4
lopezro01,Robin Lopez,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,1082,2,5,0,0,0,0,0,1,1,0,2,1,1,2.3
nancela02,Larry Nance,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,1625,2,8,1,4,0,0,1,7,2,1,0,3,1,2.0
smailal01,Alen Smailagić,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,128,0,0,0,0,0,0,0,1,1,1,0,0,0,2.0
bradlto01,Tony Bradley,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,676,2,4,0,0,0,0,1,2,0,1,0,2,1,1.9
pokusal01,Aleksej Pokusevski,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,1529,3,10,0,4,2,2,1,2,0,1,2,4,0,1.9
brownmo01,Moses Brown,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,410,1,2,0,0,0,0,1,0,0,1,1,0,4,1.8
paytoga02,Gary Payton,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,128,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7
greenja01,JaMychal Green,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1095,1,6,1,5,0,0,2,1,0,0,1,0,0,1.6
wadede01,Dean Wade,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,1070,1,1,0,0,0,0,0,2,1,0,0,1,1,1.6
simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,HOME,MEMPHIS GRIZZLIES,LOSS,495,1,1,0,0,0,0,0,0,1,0,0,1,0,1.4
kornelu01,Luke Kornet,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,485,1,2,0,1,0,0,0,0,1,0,0,0,1,1.3
mykhasv01,Sviatoslav Mykhailiuk,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,LOSS,1376,3,9,0,3,0,0,1,1,2,0,0,2,0,1.3
iguodan01,Andre Iguodala,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,1395,0,4,0,3,0,0,1,1,3,0,3,0,3,1.2
willigr01,Grant Williams,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,1073,1,4,1,3,0,0,0,3,2,0,1,2,1,1.2
luwawti01,Timothé Luwawu-Cabarrot,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,557,1,4,0,2,0,0,0,3,0,1,0,0,1,1.1
dellama01,Matthew Dellavedova,CLEVELAND CAVALIERS,AWAY,CHARLOTTE HORNETS,LOSS,832,0,4,0,3,0,0,0,2,7,0,0,1,2,0.9
bartowi01,Will Barton,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7
bolbo01,Bol Bol,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,128,0,0,0,0,0,0,0,0,1,1,0,1,0,0.7
mannini01,Nico Mannion,GOLDEN STATE WARRIORS,HOME,DENVER NUGGETS,WIN,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7
bongais01,Isaac Bonga,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,WIN,625,1,3,1,3,0,0,1,1,0,1,0,2,2,0.5
fournev01,Evan Fournier,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,1339,0,7,0,3,2,2,1,1,5,1,1,2,2,0.5
