slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
butleji01,Jimmy Butler,MIAMI HEAT,HOME,CHICAGO BULLS,LOSS,2093,11,21,0,2,11,11,2,6,5,2,0,0,1,31.0
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,AWAY,WASHINGTON WIZARDS,WIN,2457,12,23,0,0,13,13,1,1,10,0,0,2,3,30.5
bealbr01,Bradley Beal,WASHINGTON WIZARDS,HOME,SAN ANTONIO SPURS,LOSS,2496,20,37,0,4,5,5,2,1,1,0,0,0,2,28.7
theisda01,Daniel Theis,CHICAGO BULLS,AWAY,MIAMI HEAT,WIN,1949,10,13,1,2,2,3,2,10,5,0,2,0,1,26.4
portemi01,Michael Porter,DENVER NUGGETS,HOME,MEMPHIS GRIZZLIES,WIN,2150,12,19,3,6,4,5,2,5,2,1,1,2,0,26.1
russeda01,D'Angelo Russell,MINNESOTA TIMBERWOLVES,HOME,UTAH JAZZ,WIN,1858,10,16,7,12,0,0,0,2,12,0,1,3,1,26.1
murrade01,Dejounte Murray,SAN ANTONIO SPURS,AWAY,WASHINGTON WIZARDS,WIN,2504,12,23,0,1,1,1,6,11,5,3,0,1,5,24.7
moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,DENVER NUGGETS,LOSS,1792,10,15,0,4,7,9,0,6,6,1,0,3,2,22.9
adebaba01,Bam Adebayo,MIAMI HEAT,HOME,CHICAGO BULLS,LOSS,2213,9,14,0,0,5,6,2,4,2,2,2,1,1,22.4
jokicni01,Nikola Jokić,DENVER NUGGETS,HOME,MEMPHIS GRIZZLIES,WIN,1781,6,12,2,3,10,10,1,14,5,2,0,6,3,21.2
conlemi01,Mike Conley,UTAH JAZZ,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1907,10,19,3,9,3,5,2,7,7,0,1,4,0,21.0
flynnma01,Malachi Flynn,TORONTO RAPTORS,HOME,CLEVELAND CAVALIERS,WIN,1447,4,6,2,4,8,8,1,4,5,2,0,1,2,21.0
