Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF,Harrison Barnes (17028593),Harrison Barnes,17028593,PF/F/UTIL,6300,SAC@NO 04/12/2021 09:00PM ET,SAC,31.22
SG/SF,Buddy Hield (17028599),Buddy Hield,17028599,SG/SF/F/G/UTIL,6200,SAC@NO 04/12/2021 09:00PM ET,SAC,30.49
SG,Josh Hart (17028604),Josh Hart,17028604,SG/G/UTIL,6200,SAC@NO 04/12/2021 09:00PM ET,NO,25.24
SF/PF,Kelly Oubre Jr. (17028607),Kelly Oubre Jr.,17028607,SF/PF/F/UTIL,6100,DEN@GS 04/12/2021 10:00PM ET,GS,28.92
PG/SG,Tyrese Haliburton (17028611),Tyrese Haliburton,17028611,PG/SG/G/UTIL,6100,SAC@NO 04/12/2021 09:00PM ET,SAC,28.56
PG/SG,Nickeil Alexander-Walker (17028615),Nickeil Alexander-Walker,17028615,PG/SG/G/UTIL,6100,SAC@NO 04/12/2021 09:00PM ET,NO,20.12
C,Jakob Poeltl (17028619),Jakob Poeltl,17028619,C/UTIL,6000,SA@ORL 04/12/2021 08:00PM ET,SA,25.21
C,Wendell Carter Jr. (17028621),Wendell Carter Jr.,17028621,C/UTIL,5900,SA@ORL 04/12/2021 08:00PM ET,ORL,27.03
PF,Kyle Anderson (17028623),Kyle Anderson,17028623,PF/F/UTIL,5900,CHI@MEM 04/12/2021 09:00PM ET,MEM,29.30
PF/C,Thaddeus Young (17028626),Thaddeus Young,17028626,PF/C/F/UTIL,5900,CHI@MEM 04/12/2021 09:00PM ET,CHI,29.76
SF/PF,Dorian Finney-Smith (17028634),Dorian Finney-Smith,17028634,SF/PF/F/UTIL,5800,PHI@DAL 04/12/2021 07:30PM ET,DAL,21.40
SF/PF,Aaron Gordon (17028630),Aaron Gordon,17028630,SF/PF/F/UTIL,5800,DEN@GS 04/12/2021 10:00PM ET,DEN,29.92
SG/SF,Malik Beasley (17028638),Malik Beasley,17028638,SG/SF/F/G/UTIL,5800,BKN@MIN 04/12/2021 08:00PM ET,MIN,31.53
C,Montrezl Harrell (17028648),Montrezl Harrell,17028648,C/UTIL,5700,LAL@NY 04/12/2021 07:30PM ET,LAL,27.33
SG/SF,Joe Ingles (17028643),Joe Ingles,17028643,SG/SF/F/G/UTIL,5700,WAS@UTA 04/12/2021 09:00PM ET,UTA,24.93
PG/SG,Jordan Clarkson (17028650),Jordan Clarkson,17028650,PG/SG/G/UTIL,5600,WAS@UTA 04/12/2021 09:00PM ET,UTA,27.99
SG/SF,Dillon Brooks (17028654),Dillon Brooks,17028654,SG/SF/F/G/UTIL,5600,CHI@MEM 04/12/2021 09:00PM ET,MEM,26.73
SG/SF,Joe Harris (17028659),Joe Harris,17028659,SG/SF/F/G/UTIL,5600,BKN@MIN 04/12/2021 08:00PM ET,BKN,24.24
SF/PF,James Ennis III (17028664),James Ennis III,17028664,SF/PF/F/UTIL,5500,SA@ORL 04/12/2021 08:00PM ET,ORL,17.70
PF/C,Chuma Okeke (17028668),Chuma Okeke,17028668,PF/C/F/UTIL,5500,SA@ORL 04/12/2021 08:00PM ET,ORL,17.94
SF/PF,James Johnson (17028672),James Johnson,17028672,SF/PF/F/UTIL,5500,SAC@NO 04/12/2021 09:00PM ET,NO,17.40
C,LaMarcus Aldridge (17028676),LaMarcus Aldridge,17028676,C/UTIL,5500,BKN@MIN 04/12/2021 08:00PM ET,BKN,25.25
SG/SF,Will Barton (17028678),Will Barton,17028678,SG/SF/F/G/UTIL,5300,DEN@GS 04/12/2021 10:00PM ET,DEN,25.72
PG/SG,Jordan Poole (17028686),Jordan Poole,17028686,PG/SG/G/UTIL,5300,DEN@GS 04/12/2021 10:00PM ET,GS,16.88
PG,Cole Anthony (17028690),Cole Anthony,17028690,PG/G/UTIL,5300,SA@ORL 04/12/2021 08:00PM ET,ORL,24.43
SF,Talen Horton-Tucker (17028683),Talen Horton-Tucker,17028683,SF/F/UTIL,5300,LAL@NY 04/12/2021 07:30PM ET,LAL,17.80
PG,Tomas Satoransky (17028696),Tomas Satoransky,17028696,PG/G/UTIL,5200,CHI@MEM 04/12/2021 09:00PM ET,CHI,20.69
C,Steven Adams (17028699),Steven Adams,17028699,C/UTIL,5200,SAC@NO 04/12/2021 09:00PM ET,NO,24.56
SF,Mikal Bridges (17028693),Mikal Bridges,17028693,SF/F/UTIL,5200,HOU@PHO 04/12/2021 10:00PM ET,PHO,26.49
PF,Keldon Johnson (17028707),Keldon Johnson,17028707,PF/F/UTIL,5100,SA@ORL 04/12/2021 08:00PM ET,SA,25.87
PF,Markieff Morris (17028704),Markieff Morris,17028704,PF/F/UTIL,5100,LAL@NY 04/12/2021 07:30PM ET,LAL,16.18
PG,Ricky Rubio (17028701),Ricky Rubio,17028701,PG/G/UTIL,5100,BKN@MIN 04/12/2021 08:00PM ET,MIN,25.52
SF,Tim Hardaway Jr. (17028710),Tim Hardaway Jr.,17028710,SF/F/UTIL,5000,PHI@DAL 04/12/2021 07:30PM ET,DAL,25.30
SG,Dwayne Bacon (17028713),Dwayne Bacon,17028713,SG/G/UTIL,5000,SA@ORL 04/12/2021 08:00PM ET,ORL,17.27
SF/PF,Deni Avdija (17028719),Deni Avdija,17028719,SF/PF/F/UTIL,5000,WAS@UTA 04/12/2021 09:00PM ET,WAS,16.47
SG,Eric Gordon (17028716),Eric Gordon,17028716,SG/G/UTIL,5000,HOU@PHO 04/12/2021 10:00PM ET,HOU,26.78
PF,Otto Porter Jr. (17028727),Otto Porter Jr.,17028727,PF/F/UTIL,4900,SA@ORL 04/12/2021 08:00PM ET,ORL,21.20
PG/SG,Derrick Rose (17028723),Derrick Rose,17028723,PG/SG/G/UTIL,4900,LAL@NY 04/12/2021 07:30PM ET,NY,24.45
SF/PF,Bojan Bogdanovic (17028730),Bojan Bogdanovic,17028730,SF/PF/F/UTIL,4900,WAS@UTA 04/12/2021 09:00PM ET,UTA,24.04
SG/SF,Danuel House Jr. (17028734),Danuel House Jr.,17028734,SG/SF/F/G/UTIL,4900,HOU@PHO 04/12/2021 10:00PM ET,HOU,19.44
SG,Seth Curry (17028750),Seth Curry,17028750,SG/G/UTIL,4800,PHI@DAL 04/12/2021 07:30PM ET,PHI,21.70
SG,Grayson Allen (17028743),Grayson Allen,17028743,SG/G/UTIL,4800,CHI@MEM 04/12/2021 09:00PM ET,MEM,20.57
PF/C,Marvin Bagley III (17028739),Marvin Bagley III,17028739,PF/C/F/UTIL,4800,SAC@NO 04/12/2021 09:00PM ET,SAC,26.78
PG/SG,Bruce Brown (17028746),Bruce Brown,17028746,PG/SG/G/UTIL,4800,BKN@MIN 04/12/2021 08:00PM ET,BKN,18.60
C,Dwight Howard (17028758),Dwight Howard,17028758,C/UTIL,4700,PHI@DAL 04/12/2021 07:30PM ET,PHI,20.46
C,James Wiseman (17028753),James Wiseman,17028753,C/UTIL,4700,DEN@GS 04/12/2021 10:00PM ET,GS,21.64
PG,Coby White (17028755),Coby White,17028755,PG/G/UTIL,4700,CHI@MEM 04/12/2021 09:00PM ET,CHI,28.22
SG/SF,Josh Richardson (17028762),Josh Richardson,17028762,SG/SF/F/G/UTIL,4600,PHI@DAL 04/12/2021 07:30PM ET,DAL,24.01
SF,Alec Burks (17028767),Alec Burks,17028767,SF/F/UTIL,4600,LAL@NY 04/12/2021 07:30PM ET,NY,23.94
SG,Kentavious Caldwell-Pope (17028773),Kentavious Caldwell-Pope,17028773,SG/G/UTIL,4600,LAL@NY 04/12/2021 07:30PM ET,LAL,17.09
C,Thomas Bryant (17028760),Thomas Bryant,17028760,C/UTIL,4600,WAS@UTA 04/12/2021 09:00PM ET,WAS,26.62
PF,Jae Crowder (17028770),Jae Crowder,17028770,PF/F/UTIL,4600,HOU@PHO 04/12/2021 10:00PM ET,PHO,22.56
PF/C,Jeff Green (17028776),Jeff Green,17028776,PF/C/F/UTIL,4600,BKN@MIN 04/12/2021 08:00PM ET,BKN,19.24
PF,Rudy Gay (17028789),Rudy Gay,17028789,PF/F/UTIL,4500,SA@ORL 04/12/2021 08:00PM ET,SA,22.47
PG/SF,Michael Carter-Williams (17028796),Michael Carter-Williams,17028796,PG/SF/F/G/UTIL,4500,SA@ORL 04/12/2021 08:00PM ET,ORL,22.43
C,Mitchell Robinson (17028784),Mitchell Robinson,17028784,C/UTIL,4500,LAL@NY 04/12/2021 07:30PM ET,NY,24.23
PG/SG,De'Anthony Melton (17028780),De'Anthony Melton,17028780,PG/SG/G/UTIL,4500,CHI@MEM 04/12/2021 09:00PM ET,MEM,21.8
SF/PF,Patrick Williams (17028792),Patrick Williams,17028792,SF/PF/F/UTIL,4500,CHI@MEM 04/12/2021 09:00PM ET,CHI,20.11
PF,Jaden McDaniels (17028786),Jaden McDaniels,17028786,PF/F/UTIL,4500,BKN@MIN 04/12/2021 08:00PM ET,MIN,16.25
PF/C,Blake Griffin (17028801),Blake Griffin,17028801,PF/C/F/UTIL,4500,BKN@MIN 04/12/2021 08:00PM ET,BKN,24.12
PG/SG,Jalen Brunson (17028808),Jalen Brunson,17028808,PG/SG/G/UTIL,4400,PHI@DAL 04/12/2021 07:30PM ET,DAL,23.28
PG,Isaiah Thomas (17028805),Isaiah Thomas,17028805,PG/G/UTIL,4400,SAC@NO 04/12/2021 09:00PM ET,NO,16
SF,Danny Green (17028819),Danny Green,17028819,SF/F/UTIL,4300,PHI@DAL 04/12/2021 07:30PM ET,PHI,22.00
SF,Kent Bazemore (17028812),Kent Bazemore,17028812,SF/F/UTIL,4300,DEN@GS 04/12/2021 10:00PM ET,GS,14.80
C,Mo Bamba (17028822),Mo Bamba,17028822,C/UTIL,4300,SA@ORL 04/12/2021 08:00PM ET,ORL,15.51
SG/SF,Reggie Bullock (17028824),Reggie Bullock,17028824,SG/SF/F/G/UTIL,4300,LAL@NY 04/12/2021 07:30PM ET,NY,18.47
PF/C,Brandon Clarke (17028815),Brandon Clarke,17028815,PF/C/F/UTIL,4300,CHI@MEM 04/12/2021 09:00PM ET,MEM,24.54
PG/SG,Shake Milton (17028841),Shake Milton,17028841,PG/SG/G/UTIL,4200,PHI@DAL 04/12/2021 07:30PM ET,PHI,22.48
PG/SG,R.J. Hampton (17028833),R.J. Hampton,17028833,PG/SG/G/UTIL,4200,SA@ORL 04/12/2021 08:00PM ET,ORL,9.49
SG/SF,Lonnie Walker IV (17028845),Lonnie Walker IV,17028845,SG/SF/F/G/UTIL,4200,SA@ORL 04/12/2021 08:00PM ET,SA,19.40
SF/PF,Royce O'Neale (17028829),Royce O'Neale,17028829,SF/PF/F/UTIL,4200,WAS@UTA 04/12/2021 09:00PM ET,UTA,21.84
PF/C,Lauri Markkanen (17028850),Lauri Markkanen,17028850,PF/C/F/UTIL,4200,CHI@MEM 04/12/2021 09:00PM ET,CHI,26.41
PG/SG,Kira Lewis Jr. (17028837),Kira Lewis Jr.,17028837,PG/SG/G/UTIL,4200,SAC@NO 04/12/2021 09:00PM ET,NO,13.55
PG,Elfrid Payton (17028854),Elfrid Payton,17028854,PG/G/UTIL,4100,LAL@NY 04/12/2021 07:30PM ET,NY,22.81
SF/PF,Davis Bertans (17028863),Davis Bertans,17028863,SF/PF/F/UTIL,4100,WAS@UTA 04/12/2021 09:00PM ET,WAS,18.88
C,Jaxson Hayes (17028861),Jaxson Hayes,17028861,C/UTIL,4100,SAC@NO 04/12/2021 09:00PM ET,NO,13.19
PG/SG,Jaylen Nowell (17028857),Jaylen Nowell,17028857,PG/SG/G/UTIL,4100,BKN@MIN 04/12/2021 08:00PM ET,MIN,17.32
PG,Chasson Randle (17028867),Chasson Randle,17028867,PG/G/UTIL,4000,SA@ORL 04/12/2021 08:00PM ET,ORL,11.73
C,Nerlens Noel (17028870),Nerlens Noel,17028870,C/UTIL,4000,LAL@NY 04/12/2021 07:30PM ET,NY,19.38
SG/SF,Ben McLemore (17028877),Ben McLemore,17028877,SG/SF/F/G/UTIL,4000,LAL@NY 04/12/2021 07:30PM ET,LAL,13.32
PG/SG,Raul Neto (17028884),Raul Neto,17028884,PG/SG/G/UTIL,4000,WAS@UTA 04/12/2021 09:00PM ET,WAS,16.74
SG/SF,Desmond Bane (17028872),Desmond Bane,17028872,SG/SF/F/G/UTIL,4000,CHI@MEM 04/12/2021 09:00PM ET,MEM,17.88
SG/SF,Sterling Brown (17028888),Sterling Brown,17028888,SG/SF/F/G/UTIL,4000,HOU@PHO 04/12/2021 10:00PM ET,HOU,18.28
C,DeAndre Jordan (17028882),DeAndre Jordan,17028882,C/UTIL,4000,BKN@MIN 04/12/2021 08:00PM ET,BKN,21.34
SG/SF,Furkan Korkmaz (17028893),Furkan Korkmaz,17028893,SG/SF/F/G/UTIL,3900,PHI@DAL 04/12/2021 07:30PM ET,PHI,15.89
PG,George Hill (17028898),George Hill,17028898,PG/G/UTIL,3900,PHI@DAL 04/12/2021 07:30PM ET,PHI,21.34
PF/C,Maxi Kleber (17028905),Maxi Kleber,17028905,PF/C/F/UTIL,3900,PHI@DAL 04/12/2021 07:30PM ET,DAL,19.59
PG/SG,Monte Morris (17028901),Monte Morris,17028901,PG/SG/G/UTIL,3900,DEN@GS 04/12/2021 10:00PM ET,DEN,20.27
SG/SF,Gary Harris (17028917),Gary Harris,17028917,SG/SF/F/G/UTIL,3900,SA@ORL 04/12/2021 08:00PM ET,ORL,17.43
PF/C,Taj Gibson (17028909),Taj Gibson,17028909,PF/C/F/UTIL,3900,LAL@NY 04/12/2021 07:30PM ET,NY,15.11
C,Alex Len (17028915),Alex Len,17028915,C/UTIL,3900,WAS@UTA 04/12/2021 09:00PM ET,WAS,15.13
C,Guillermo Hernangomez (17028913),Guillermo Hernangomez,17028913,C/UTIL,3900,SAC@NO 04/12/2021 09:00PM ET,NO,17.64
SG/SF,PJ Dozier (17028926),PJ Dozier,17028926,SG/SF/F/G/UTIL,3800,DEN@GS 04/12/2021 10:00PM ET,DEN,15.99
PG/SG,Immanuel Quickley (17028922),Immanuel Quickley,17028922,PG/SG/G/UTIL,3800,LAL@NY 04/12/2021 07:30PM ET,NY,20.19
PG,Ish Smith (17028931),Ish Smith,17028931,PG/G/UTIL,3800,WAS@UTA 04/12/2021 09:00PM ET,WAS,17.94
PG/SG,Delon Wright (17028934),Delon Wright,17028934,PG/SG/G/UTIL,3800,SAC@NO 04/12/2021 09:00PM ET,SAC,25.42
PG,D.J. Augustin (17028938),D.J. Augustin,17028938,PG/G/UTIL,3800,HOU@PHO 04/12/2021 10:00PM ET,HOU,16.06
PF/C,Paul Millsap (17028941),Paul Millsap,17028941,PF/C/F/UTIL,3700,DEN@GS 04/12/2021 10:00PM ET,DEN,20.52
PG,Jordan McLaughlin (17028945),Jordan McLaughlin,17028945,PG/G/UTIL,3700,BKN@MIN 04/12/2021 08:00PM ET,MIN,16.60
SG,Landry Shamet (17028948),Landry Shamet,17028948,SG/G/UTIL,3700,BKN@MIN 04/12/2021 08:00PM ET,BKN,13.83
PG/SG,Facundo Campazzo (17028966),Facundo Campazzo,17028966,PG/SG/G/UTIL,3600,DEN@GS 04/12/2021 10:00PM ET,DEN,13.53
PG/SG,Alex Caruso (17028958),Alex Caruso,17028958,PG/SG/G/UTIL,3600,LAL@NY 04/12/2021 07:30PM ET,LAL,16.02
C,Robin Lopez (17028962),Robin Lopez,17028962,C/UTIL,3600,WAS@UTA 04/12/2021 09:00PM ET,WAS,16.65
SF/PF,Al-Farouq Aminu (17028951),Al-Farouq Aminu,17028951,SF/PF/F/UTIL,3600,CHI@MEM 04/12/2021 09:00PM ET,CHI,16.78
C,Hassan Whiteside (17028964),Hassan Whiteside,17028964,C/UTIL,3600,SAC@NO 04/12/2021 09:00PM ET,SAC,18.99
PG,Cameron Payne (17028955),Cameron Payne,17028955,PG/G/UTIL,3600,HOU@PHO 04/12/2021 10:00PM ET,PHO,16.87
PG,Devin Cannady (17028979),Devin Cannady,17028979,PG/G/UTIL,3500,SA@ORL 04/12/2021 08:00PM ET,ORL,4
SG/SF,Theo Pinson (17028974),Theo Pinson,17028974,SG/SF/F/G/UTIL,3500,LAL@NY 04/12/2021 07:30PM ET,NY,0.39
C,Marc Gasol (17028984),Marc Gasol,17028984,C/UTIL,3500,LAL@NY 04/12/2021 07:30PM ET,LAL,16.88
SF/PF,Cameron Johnson (17028970),Cameron Johnson,17028970,SF/PF/F/UTIL,3500,HOU@PHO 04/12/2021 10:00PM ET,PHO,18.45
C,Naz Reid (17028982),Naz Reid,17028982,C/UTIL,3500,BKN@MIN 04/12/2021 08:00PM ET,MIN,21.26
SF,Alize Johnson (17028986),Alize Johnson,17028986,SF/F/UTIL,3500,BKN@MIN 04/12/2021 08:00PM ET,BKN,18.38
C,Boban Marjanovic (17029013),Boban Marjanovic,17029013,C/UTIL,3400,PHI@DAL 04/12/2021 07:30PM ET,DAL,11.42
C,Kevon Looney (17029015),Kevon Looney,17029015,C/UTIL,3400,DEN@GS 04/12/2021 10:00PM ET,GS,12.76
PG/SG,Patty Mills (17029004),Patty Mills,17029004,PG/SG/G/UTIL,3400,SA@ORL 04/12/2021 08:00PM ET,SA,20.32
SF/PF,Justise Winslow (17028994),Justise Winslow,17028994,SF/PF/F/UTIL,3400,CHI@MEM 04/12/2021 09:00PM ET,MEM,17.52
SF/PF,Naji Marshall (17028998),Naji Marshall,17028998,SF/PF/F/UTIL,3400,SAC@NO 04/12/2021 09:00PM ET,NO,11.21
C,Dario Saric (17029002),Dario Saric,17029002,C/UTIL,3400,HOU@PHO 04/12/2021 10:00PM ET,PHO,18.07
SG/SF,Avery Bradley (17029008),Avery Bradley,17029008,SG/SF/F/G/UTIL,3400,HOU@PHO 04/12/2021 10:00PM ET,HOU,14.19
SG/SF,Josh Okogie (17028989),Josh Okogie,17028989,SG/SF/F/G/UTIL,3400,BKN@MIN 04/12/2021 08:00PM ET,MIN,12.48
PF,Nicolo Melli (17029043),Nicolo Melli,17029043,PF/F/UTIL,3300,PHI@DAL 04/12/2021 07:30PM ET,DAL,8.39
SG/SF,Damion Lee (17029021),Damion Lee,17029021,SG/SF/F/G/UTIL,3300,DEN@GS 04/12/2021 10:00PM ET,GS,14.18
SG,Cameron Reynolds (17029031),Cameron Reynolds,17029031,SG/G/UTIL,3300,SA@ORL 04/12/2021 08:00PM ET,SA,0.67
PF,Alfonzo McKinnie (17029028),Alfonzo McKinnie,17029028,PF/F/UTIL,3300,LAL@NY 04/12/2021 07:30PM ET,LAL,4.89
C,Derrick Favors (17029026),Derrick Favors,17029026,C/UTIL,3300,WAS@UTA 04/12/2021 09:00PM ET,UTA,16.78
PF/C,Xavier Tillman (17029017),Xavier Tillman,17029017,PF/C/F/UTIL,3300,CHI@MEM 04/12/2021 09:00PM ET,MEM,16.18
C,Daniel Theis (17029034),Daniel Theis,17029034,C/UTIL,3300,CHI@MEM 04/12/2021 09:00PM ET,CHI,21.38
SF/PF,Moe Harkless (17029036),Moe Harkless,17029036,SF/PF/F/UTIL,3300,SAC@NO 04/12/2021 09:00PM ET,SAC,7.41
PF,KJ Martin Jr. (17029040),KJ Martin Jr.,17029040,PF/F/UTIL,3300,HOU@PHO 04/12/2021 10:00PM ET,HOU,16.35
C,Dwight Powell (17029063),Dwight Powell,17029063,C/UTIL,3200,PHI@DAL 04/12/2021 07:30PM ET,DAL,11.60
SF,Matisse Thybulle (17029068),Matisse Thybulle,17029068,SF/F/UTIL,3200,PHI@DAL 04/12/2021 07:30PM ET,PHI,12.46
PF/C,Juan Toscano-Anderson (17029054),Juan Toscano-Anderson,17029054,PF/C/F/UTIL,3200,DEN@GS 04/12/2021 10:00PM ET,GS,14.51
C,JaVale McGee (17029087),JaVale McGee,17029087,C/UTIL,3200,DEN@GS 04/12/2021 10:00PM ET,DEN,18.35
PG,Karim Mane (17029065),Karim Mane,17029065,PG/G/UTIL,3200,SA@ORL 04/12/2021 08:00PM ET,ORL,3.94
C,Drew Eubanks (17029076),Drew Eubanks,17029076,C/UTIL,3200,SA@ORL 04/12/2021 08:00PM ET,SA,12.09
