slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
trentga02,Gary Trent,TORONTO RAPTORS,AWAY,CLEVELAND CAVALIERS,WIN,1979,17,19,7,9,3,3,0,7,4,1,0,1,2,41.6
mitchdo01,Donovan Mitchell,UTAH JAZZ,HOME,SACRAMENTO KINGS,WIN,2102,12,31,3,12,15,17,1,2,4,1,1,0,0,30.1
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,HOUSTON ROCKETS,WIN,2096,13,21,8,15,4,4,0,8,5,1,0,5,3,29.2
kanteen01,Enes Kanter,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,WIN,2224,9,16,0,0,6,8,12,18,2,1,2,4,2,28.4
foxde01,De'Aaron Fox,SACRAMENTO KINGS,AWAY,UTAH JAZZ,LOSS,2355,11,20,4,7,4,6,0,2,8,2,0,1,3,25.6
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1634,10,17,0,2,7,9,0,9,4,0,4,2,3,23.4
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,WIN,2063,9,20,4,8,5,6,0,3,10,0,0,1,1,22.7
conlemi01,Mike Conley,UTAH JAZZ,HOME,SACRAMENTO KINGS,WIN,1897,8,14,5,10,5,5,2,4,4,1,0,3,1,22.4
bookede01,Devin Booker,PHOENIX SUNS,HOME,WASHINGTON WIZARDS,WIN,1589,11,24,3,8,2,2,1,5,6,2,1,1,2,21.9
holmeri01,Richaun Holmes,SACRAMENTO KINGS,AWAY,UTAH JAZZ,LOSS,2019,10,13,0,1,5,7,1,9,1,1,1,2,3,21.7
walljo01,John Wall,HOUSTON ROCKETS,AWAY,GOLDEN STATE WARRIORS,LOSS,2214,11,19,5,7,3,6,1,1,7,1,1,6,0,21.5
sextoco01,Collin Sexton,CLEVELAND CAVALIERS,HOME,TORONTO RAPTORS,LOSS,2122,10,20,1,3,8,9,0,0,5,1,0,2,2,20.3
harteis01,Isaiah Hartenstein,CLEVELAND CAVALIERS,HOME,TORONTO RAPTORS,LOSS,1529,4,6,0,0,4,4,3,5,6,3,4,2,2,20.2
korkmfu01,Furkan Korkmaz,PHILADELPHIA 76ERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1836,7,13,4,10,2,4,1,3,2,5,1,1,1,20.2
poolejo01,Jordan Poole,GOLDEN STATE WARRIORS,HOME,HOUSTON ROCKETS,WIN,1527,8,11,3,5,2,2,0,1,4,3,0,2,2,19.8
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,WIN,1834,11,21,3,8,1,1,0,4,3,0,1,0,0,19.7
augusdj01,D.J. Augustin,HOUSTON ROCKETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1344,5,9,3,7,6,6,0,3,6,0,0,0,1,19.4
flynnma01,Malachi Flynn,TORONTO RAPTORS,AWAY,CLEVELAND CAVALIERS,WIN,2351,8,14,2,3,2,3,0,2,11,2,0,3,4,18.7
inglejo01,Joe Ingles,UTAH JAZZ,HOME,SACRAMENTO KINGS,WIN,1870,6,11,5,10,3,3,0,3,6,0,0,0,3,18.6
paulch01,Chris Paul,PHOENIX SUNS,HOME,WASHINGTON WIZARDS,WIN,1500,6,11,0,2,1,1,1,4,10,1,0,0,1,17.2
schrode01,Dennis Schröder,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,1219,7,11,3,4,2,2,0,1,4,0,0,0,0,17.2
wiggian01,Andrew Wiggins,GOLDEN STATE WARRIORS,HOME,HOUSTON ROCKETS,WIN,2132,11,21,1,5,2,2,1,5,3,0,2,2,3,17.2
bradlto01,Tony Bradley,OKLAHOMA CITY THUNDER,HOME,PHILADELPHIA 76ERS,LOSS,1529,7,11,0,0,2,4,3,11,1,0,3,1,3,16.3
payneca01,Cameron Payne,PHOENIX SUNS,HOME,WASHINGTON WIZARDS,WIN,1380,6,9,2,4,0,0,0,1,7,1,0,0,1,15.9
hieldbu01,Buddy Hield,SACRAMENTO KINGS,AWAY,UTAH JAZZ,LOSS,2036,7,17,4,13,1,2,0,5,7,1,0,0,3,15.7
olynyke01,Kelly Olynyk,HOUSTON ROCKETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1940,7,13,2,5,2,4,5,6,3,0,0,1,4,15.7
aytonde01,Deandre Ayton,PHOENIX SUNS,HOME,WASHINGTON WIZARDS,WIN,1495,7,10,0,1,0,0,0,10,1,2,1,0,2,15.4
westbru01,Russell Westbrook,WASHINGTON WIZARDS,AWAY,PHOENIX SUNS,LOSS,1959,6,17,0,4,5,8,2,9,14,1,0,5,2,15.4
garlada01,Darius Garland,CLEVELAND CAVALIERS,HOME,TORONTO RAPTORS,LOSS,2136,7,17,3,7,2,2,0,2,8,2,0,3,0,15.1
jacksjo02,Josh Jackson,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1794,7,12,5,6,2,4,1,2,2,0,0,1,3,15.1
jacksfr01,Frank Jackson,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1247,6,9,2,5,3,4,0,4,2,1,0,1,2,14.5
drumman01,Andre Drummond,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,1342,8,15,0,0,4,6,4,7,0,1,1,3,3,14.3
netora01,Raul Neto,WASHINGTON WIZARDS,AWAY,PHOENIX SUNS,LOSS,1727,9,17,3,5,3,3,0,1,1,0,0,2,1,14.3
loveke01,Kevin Love,CLEVELAND CAVALIERS,HOME,TORONTO RAPTORS,LOSS,1253,4,9,4,8,6,8,0,3,1,1,0,1,2,13.3
morrima02,Markieff Morris,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,1785,6,8,2,3,0,0,0,6,2,3,0,3,2,13.2
mckinal01,Alfonzo McKinnie,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,1613,4,6,2,4,0,2,3,6,4,1,0,0,4,12.7
watanyu01,Yuta Watanabe,TORONTO RAPTORS,AWAY,CLEVELAND CAVALIERS,WIN,1379,6,7,2,2,0,0,0,5,1,1,0,1,3,12.5
toscaju01,Juan Toscano-Anderson,GOLDEN STATE WARRIORS,HOME,HOUSTON ROCKETS,WIN,1022,3,4,0,1,2,2,1,4,4,1,1,0,1,12.4
irvinky01,Kyrie Irving,BROOKLYN NETS,HOME,LOS ANGELES LAKERS,LOSS,1240,6,11,2,5,4,4,0,4,0,0,0,1,2,12.1
duranke01,Kevin Durant,BROOKLYN NETS,HOME,LOS ANGELES LAKERS,LOSS,1430,8,17,1,4,5,5,1,6,5,0,1,8,0,12.0
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,1926,5,10,4,6,0,0,0,3,5,0,0,1,2,11.6
gaffoda01,Daniel Gafford,WASHINGTON WIZARDS,AWAY,PHOENIX SUNS,LOSS,1020,4,6,0,0,1,2,2,3,2,1,1,0,0,11.4
simmobe01,Ben Simmons,PHILADELPHIA 76ERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1699,5,9,0,0,3,5,1,2,3,0,0,0,0,11.3
plumlma01,Mason Plumlee,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1077,4,8,0,0,0,0,2,4,3,2,1,0,1,11.0
wadede01,Dean Wade,CLEVELAND CAVALIERS,HOME,TORONTO RAPTORS,LOSS,2145,5,10,4,8,0,0,0,6,2,1,0,2,1,10.8
smithis01,Ish Smith,WASHINGTON WIZARDS,AWAY,PHOENIX SUNS,LOSS,1344,5,8,2,2,0,0,0,6,2,0,0,1,0,10.6
beysa01,Saddiq Bey,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1726,6,14,2,8,0,0,1,5,1,1,0,0,0,10.5
niangge01,Georges Niang,UTAH JAZZ,HOME,SACRAMENTO KINGS,WIN,1190,4,5,4,5,0,0,0,2,0,1,0,0,3,10.5
crowdja01,Jae Crowder,PHOENIX SUNS,HOME,WASHINGTON WIZARDS,WIN,1310,4,7,3,4,0,0,0,1,2,1,0,0,0,10.4
hortota01,Talen Horton-Tucker,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,2045,4,16,2,5,4,5,1,2,11,3,0,4,4,10.4
anunoog01,OG Anunoby,TORONTO RAPTORS,AWAY,CLEVELAND CAVALIERS,WIN,1773,5,11,3,6,2,2,0,5,3,0,0,1,4,10.3
bridgmi01,Mikal Bridges,PHOENIX SUNS,HOME,WASHINGTON WIZARDS,WIN,2026,7,14,1,5,0,0,1,2,2,0,1,0,3,10.2
woodch01,Christian Wood,HOUSTON ROCKETS,AWAY,GOLDEN STATE WARRIORS,LOSS,2106,8,14,0,4,2,2,1,6,3,0,0,5,2,10.2
bazemke01,Kent Bazemore,GOLDEN STATE WARRIORS,HOME,HOUSTON ROCKETS,WIN,1923,4,9,1,3,0,0,1,6,4,2,1,1,3,10.1
mclembe01,Ben McLemore,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,1359,6,12,5,10,0,0,1,0,0,1,0,1,4,10.1
aldrila01,LaMarcus Aldridge,BROOKLYN NETS,HOME,LOS ANGELES LAKERS,LOSS,1355,5,8,0,0,2,2,1,2,2,0,3,2,3,10.0
curryse01,Seth Curry,PHILADELPHIA 76ERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1694,5,11,1,5,0,0,1,3,6,0,0,0,3,9.9
scottmi01,Mike Scott,PHILADELPHIA 76ERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1148,5,9,3,6,0,0,1,1,0,1,0,0,2,9.9
gillefr01,Freddie Gillespie,TORONTO RAPTORS,AWAY,CLEVELAND CAVALIERS,WIN,1096,3,4,0,0,0,0,2,2,1,3,1,1,0,9.8
carteje01,Jevon Carter,PHOENIX SUNS,HOME,WASHINGTON WIZARDS,WIN,1291,5,12,4,10,0,0,1,5,1,0,0,0,2,9.7
