slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,WIN,1625,10,12,1,1,8,9,6,10,7,2,0,0,3,37.1
randlju01,Julius Randle,NEW YORK KNICKS,AWAY,DALLAS MAVERICKS,WIN,2438,16,29,6,11,6,9,0,10,7,1,1,3,1,35.1
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,HOME,LOS ANGELES CLIPPERS,WIN,2135,10,20,0,3,16,18,5,9,1,1,0,2,1,30.7
butleji01,Jimmy Butler,MIAMI HEAT,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2317,9,19,0,2,12,15,2,8,8,3,1,1,3,30.0
westbru01,Russell Westbrook,WASHINGTON WIZARDS,HOME,NEW ORLEANS PELICANS,WIN,2613,13,24,3,6,7,11,1,14,9,0,0,4,3,28.8
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,AWAY,BROOKLYN NETS,LOSS,2329,13,18,6,10,1,2,0,9,2,2,1,4,4,26.4
watsopa01,Paul Watson,TORONTO RAPTORS,HOME,ORLANDO MAGIC,WIN,1538,10,13,8,11,2,2,0,4,1,1,1,1,3,26.3
ingrabr01,Brandon Ingram,NEW ORLEANS PELICANS,AWAY,WASHINGTON WIZARDS,LOSS,2531,12,27,4,9,6,6,0,7,5,4,0,3,2,25.7
doncilu01,Luka Dončić,DALLAS MAVERICKS,HOME,NEW YORK KNICKS,LOSS,2283,7,16,2,9,6,10,0,8,19,0,1,3,3,24.2
duranke01,Kevin Durant,BROOKLYN NETS,HOME,CHARLOTTE HORNETS,WIN,1817,8,12,3,5,6,6,0,3,11,0,1,4,3,23.9
whiteco01,Coby White,CHICAGO BULLS,HOME,MEMPHIS GRIZZLIES,LOSS,2004,8,17,4,8,7,7,1,4,7,0,0,1,1,23.7
brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,CHICAGO BULLS,WIN,1769,12,19,4,7,4,5,1,1,2,1,0,1,5,23.5
georgpa01,Paul George,LOS ANGELES CLIPPERS,AWAY,PHILADELPHIA 76ERS,LOSS,2343,14,29,4,12,5,7,2,7,6,1,2,7,3,23.4
roziete01,Terry Rozier,CHARLOTTE HORNETS,AWAY,BROOKLYN NETS,LOSS,2415,12,21,2,9,1,2,1,5,10,1,0,4,0,22.9
harrijo01,Joe Harris,BROOKLYN NETS,HOME,CHARLOTTE HORNETS,WIN,1755,8,12,6,9,4,4,1,1,1,3,0,2,2,22.7
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,HOME,DENVER NUGGETS,LOSS,1912,9,13,1,3,2,3,2,3,5,2,0,0,3,21.7
sabondo01,Domantas Sabonis,INDIANA PACERS,AWAY,UTAH JAZZ,LOSS,2135,7,19,1,4,7,7,3,12,7,1,1,2,2,21.0
vucevni01,Nikola Vučević,CHICAGO BULLS,HOME,MEMPHIS GRIZZLIES,LOSS,1960,9,22,3,7,3,4,5,9,6,0,0,0,3,21.0
olynyke01,Kelly Olynyk,HOUSTON ROCKETS,HOME,DENVER NUGGETS,LOSS,1625,10,14,3,4,0,0,2,4,2,0,1,0,3,20.7
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2231,11,25,0,1,4,4,1,3,10,1,1,2,3,20.0
jacksjo02,Josh Jackson,DETROIT PISTONS,HOME,OKLAHOMA CITY THUNDER,WIN,1639,9,16,2,4,9,10,0,7,0,2,1,4,5,19.8
stewais01,Isaiah Stewart,DETROIT PISTONS,HOME,OKLAHOMA CITY THUNDER,WIN,1903,7,12,0,1,1,2,9,12,3,0,2,1,4,19.8
