Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56952-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,48.59706025965073,34,11300,BKN@MIN,MIN,BKN,,,,,,C
56952-9644,SG,James,James Harden,Harden,52.14186273619186,43,11200,BKN@MIN,BKN,MIN,O,Hamstring,,,,SG
56952-9642,PG,Russell,Russell Westbrook,Westbrook,50.40222439236111,45,11000,WAS@UTA,WAS,UTA,,,,,,PG
56952-55062,C,Nikola,Nikola Jokic,Jokic,54.97777868200232,54,10800,DEN@GS,DEN,GS,,,,,,C
56952-49111,C,Joel,Joel Embiid,Embiid,51.825714983258926,35,10400,PHI@DAL,PHI,DAL,,,,,,C
56952-14498,PG,Kyrie,Kyrie Irving,Irving,45.68718073918269,39,10200,BKN@MIN,BKN,MIN,O,Personal,,,,PG
56952-84669,PG,Luka,Luka Doncic,Doncic,50.852081298828125,48,10200,PHI@DAL,DAL,PHI,,,,,,PG
56952-9524,PG,Stephen,Stephen Curry,Curry,46.44782820991848,46,10100,DEN@GS,GS,DEN,,,,,,PG
56952-110310,PF,Zion,Zion Williamson,Williamson,42.41836734693877,49,10000,SAC@NO,NO,SAC,,,,,,PF
56952-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,9900,LAL@NY,LAL,NY,O,Ankle,,,,SF
56952-42669,PF,Julius,Julius Randle,Randle,44.01111291956018,54,9600,LAL@NY,NY,LAL,,,,,,PF
56952-14514,C,Nikola,Nikola Vucevic,Vucevic,45.985184280960645,54,9500,CHI@MEM,CHI,MEM,,,,,,C
56952-80810,PG,De'Aaron,De'Aaron Fox,Fox,42.0999990609976,52,9500,SAC@NO,SAC,NO,,,,,,PG
56952-58460,SG,Devin,Devin Booker,Booker,37.981249491373696,48,9400,HOU@PHO,PHO,HOU,,,,,,SG
56952-9646,SF,Kevin,Kevin Durant,Durant,46.909522646949405,21,9400,BKN@MIN,BKN,MIN,,,,,,SF
56952-66113,SG,Donovan,Donovan Mitchell,Mitchell,40.501962699142155,51,9000,WAS@UTA,UTA,WAS,,,,,,SG
56952-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9000,LAL@NY,LAL,NY,O,Calf,,,,PF
56952-9623,PG,Chris,Chris Paul,Paul,37.63653799203726,52,8800,HOU@PHO,PHO,HOU,,,,,,PG
56952-12332,PG,John,John Wall,Wall,37.326469870174634,34,8700,HOU@PHO,HOU,PHO,,,,,,PG
56952-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,39.0823543772978,34,8700,PHI@DAL,DAL,PHI,,,,,,PF
56952-40783,SG,Zach,Zach LaVine,LaVine,41.13461538461539,52,8700,CHI@MEM,CHI,MEM,,,,,,SG
56952-40203,C,Rudy,Rudy Gobert,Gobert,40.562961154513886,54,8500,WAS@UTA,UTA,WAS,,,,,,C
56952-15595,SG,Bradley,Bradley Beal,Beal,45.043182373046875,44,8200,WAS@UTA,WAS,UTA,GTD,Back,,,,SG
56952-66048,SF,Brandon,Brandon Ingram,Ingram,38.40833282470703,48,8000,SAC@NO,NO,SAC,,,,,,SF
56952-66108,PG,Jamal,Jamal Murray,Murray,35.840425531914896,47,7900,DEN@GS,DEN,GS,GTD,Knee,,,,PG
56952-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.725000554865055,44,7900,SA@ORL,SA,ORL,,,,,,SG
56952-14503,C,Jonas,Jonas Valanciunas,Valanciunas,36.7413038170856,46,7800,CHI@MEM,MEM,CHI,,,,,,C
56952-14518,PF,Tobias,Tobias Harris,Harris,38.123405294215424,47,7700,PHI@DAL,PHI,DAL,GTD,Knee,,,,PF
56952-84673,C,Deandre,Deandre Ayton,Ayton,33.19038508488582,52,7700,HOU@PHO,PHO,HOU,,,,,,C
56952-145321,SF,Anthony,Anthony Edwards,Edwards,29.47037082248264,54,7700,BKN@MIN,MIN,BKN,,,,,,SF
56952-49116,SG,Andrew,Andrew Wiggins,Wiggins,31.30943442290684,53,7700,DEN@GS,GS,DEN,,,,,,SG
