Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56733-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.19130540930706,46,11200,MIL@DAL,MIL,DAL,GTD,Knee,,,,PF
56733-84669,PG,Luka,Luka Doncic,Doncic,51.07608695652174,46,10300,MIL@DAL,DAL,MIL,,,,,,PG
56733-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.65909090909091,44,10000,PHO@LAC,LAC,PHO,,,,,,SF
56733-14514,C,Nikola,Nikola Vucevic,Vucevic,46.41764801623774,51,9900,CHI@TOR,CHI,TOR,,,,,,C
56733-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,9900,LAL@MIA,LAL,MIA,O,Ankle,,,,SF
56733-14528,SF,Jimmy,Jimmy Butler,Butler,45.991665310329864,36,9400,LAL@MIA,MIA,LAL,,,,,,SF
56733-80810,PG,De'Aaron,De'Aaron Fox,Fox,41.85,50,9300,DET@SAC,SAC,DET,,,,,,PG
56733-20848,PG,Damian,Damian Lillard,Lillard,46.004080636160715,49,9200,POR@UTA,POR,UTA,,,,,,PG
56733-58460,SG,Devin,Devin Booker,Booker,37.74444444444445,45,9000,PHO@LAC,PHO,LAC,,,,,,SG
56733-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9000,LAL@MIA,LAL,MIA,O,Calf,,,,PF
56733-80817,C,Bam,Bam Adebayo,Adebayo,42.45999891493056,45,9000,LAL@MIA,MIA,LAL,,,,,,C
56733-9663,PG,Jrue,Jrue Holiday,Holiday,35.72820575420673,39,8800,MIL@DAL,MIL,DAL,,,,,,PG
56733-12341,SG,Paul,Paul George,George,39.275,40,8700,PHO@LAC,LAC,PHO,,,,,,SG
56733-60021,PF,Pascal,Pascal Siakam,Siakam,39.540475027901785,42,8700,CHI@TOR,TOR,CHI,,,,,,PF
56733-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,38.10625076293945,32,8400,MIL@DAL,DAL,MIL,,,,,,PF
56733-19067,SG,CJ,CJ McCollum,McCollum,39.1239990234375,25,8200,POR@UTA,POR,UTA,,,,,,SG
56733-16261,SF,Khris,Khris Middleton,Middleton,36.744897959183675,49,8200,MIL@DAL,MIL,DAL,,,,,,SF
56733-9623,PG,Chris,Chris Paul,Paul,37.712245396205354,49,8200,PHO@LAC,PHO,LAC,,,,,,PG
56733-40203,C,Rudy,Rudy Gobert,Gobert,40.57059015012255,51,8100,POR@UTA,UTA,POR,,,,,,C
56733-68090,SF,OG,OG Anunoby,Anunoby,29.839394309303977,33,8000,CHI@TOR,TOR,CHI,,,,,,SF
56733-66113,SG,Donovan,Donovan Mitchell,Mitchell,39.68541717529297,48,7800,POR@UTA,UTA,POR,,,,,,SG
56733-84667,SG,Collin,Collin Sexton,Sexton,34.72325524618459,43,7500,CLE@OKC,CLE,OKC,,,,,,SG
56733-20992,PF,Larry,Larry Nance,Nance,28.879310344827587,29,7400,CLE@OKC,CLE,OKC,O,Illness,,,,PF
56733-24247,SG,Fred,Fred VanVleet,VanVleet,39.6181807084517,44,7400,CHI@TOR,TOR,CHI,O,Hip,,,,SG
56733-84673,C,Deandre,Deandre Ayton,Ayton,32.83673469387755,49,7400,PHO@LAC,PHO,LAC,,,,,,C
56733-40201,PG,Dennis,Dennis Schroder,Schroder,28.79361806017287,47,7200,LAL@MIA,LAL,MIA,,,,,,PG
56733-40783,SG,Zach,Zach LaVine,LaVine,40.20000099649235,49,7200,CHI@TOR,CHI,TOR,GTD,Ankle,,,,SG
56733-9575,PG,Mike,Mike Conley,Conley,31.129269483612806,41,7200,POR@UTA,UTA,POR,,,,,,PG
56733-58377,SF,Kyle,Kyle Kuzma,Kuzma,24.42199951171875,50,7000,LAL@MIA,LAL,MIA,GTD,Calf,,,,SF
56733-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.53428431919643,35,7000,CLE@OKC,OKC,CLE,O,Foot,,,,SG
56733-80821,C,Jarrett,Jarrett Allen,Allen,32.41363525390625,44,7000,CLE@OKC,CLE,OKC,O,Concussion,,,,C
56733-23776,C,Montrezl,Montrezl Harrell,Harrell,27.670587277879903,51,6800,LAL@MIA,LAL,MIA,,,,,,C
56733-110342,PG,Darius,Darius Garland,Garland,29.10731766863567,41,6800,CLE@OKC,CLE,OKC,,,,,,PG
56733-23831,PF,Jerami,Jerami Grant,Grant,35.958333333333336,48,6800,DET@SAC,DET,SAC,O,Knee,,,,PF
56733-16293,SF,Norman,Norman Powell,Powell,28.229166666666668,48,6800,POR@UTA,POR,UTA,GTD,Toe,,,,SF
56733-84695,SG,Gary,Gary Trent,Trent,22.600001017252605,48,6700,CHI@TOR,TOR,CHI,,,,,,SG
56733-15684,SG,Victor,Victor Oladipo,Oladipo,35.428123474121094,32,6500,LAL@MIA,MIA,LAL,,,,,,SG
56733-23447,C,Richaun,Richaun Holmes,Holmes,33.35744784740692,47,6500,DET@SAC,SAC,DET,,,,,,C
56733-9666,PF,Thaddeus,Thaddeus Young,Young,30.355555555555554,45,6500,CHI@TOR,CHI,TOR,,,,,,PF
56733-15946,PF,Harrison,Harrison Barnes,Barnes,30.59583282470703,48,6300,DET@SAC,SAC,DET,,,,,,PF
56733-23665,SF,Buddy,Buddy Hield,Hield,28.537255380667894,51,6200,DET@SAC,SAC,DET,,,,,,SF
56733-15590,C,Mason,Mason Plumlee,Plumlee,29.96666717529297,48,6200,DET@SAC,DET,SAC,,,,,,C
56733-68203,C,Chris,Chris Boucher,Boucher,29.11176374846814,51,6000,CHI@TOR,TOR,CHI,,,,,,C
56733-9535,PG,Kyle,Kyle Lowry,Lowry,35.47179549779647,39,6000,CHI@TOR,TOR,CHI,O,Foot,,,,PG
56733-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,28.59111056857639,45,6000,DET@SAC,SAC,DET,,,,,,SG
56733-145344,PG,Malachi,Malachi Flynn,Flynn,9.596153846153847,26,6000,CHI@TOR,TOR,CHI,,,,,,PG
56733-20491,PF,Robert,Robert Covington,Covington,27.47083282470703,48,5900,POR@UTA,POR,UTA,,,,,,PF
56733-23572,SF,Taurean,Taurean Prince,Prince,18.363636363636363,33,5800,CLE@OKC,CLE,OKC,,,,,,SF
56733-42156,PF,Bobby,Bobby Portis,Portis,23.6478271484375,46,5800,MIL@DAL,MIL,DAL,,,,,,PF
56733-14516,C,Enes,Enes Kanter,Kanter,30.51,50,5800,POR@UTA,POR,UTA,,,,,,C
56733-23097,PG,Tomas,Tomas Satoransky,Satoransky,20.273684853001644,38,5700,CHI@TOR,CHI,TOR,,,,,,PG
56733-84681,SG,Donte,Donte DiVincenzo,DiVincenzo,24.477551518654337,49,5700,MIL@DAL,MIL,DAL,,,,,,SG
56733-16376,SF,Dorian,Dorian Finney-Smith,Finney-Smith,20.835896809895832,39,5700,MIL@DAL,DAL,MIL,,,,,,SF
56733-9874,PF,Kevin,Kevin Love,Love,17,7,5600,CLE@OKC,CLE,OKC,,,,,,PF
